SupplierTitle,AmazonTitle,EAN_clean,EAN_OnPage_clean,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,sales,TitleMatch,MatchCategory
Lemon Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,,3117430006001,B00DQTUQMY,1.512,6.99,0.5650000000000004,31.21546961325969,50,0.43283582089552236,MODERATE_CONFIDENCE
Green Shiny Berry Bunch Pick (11cm),"100pcs Christmas Artificial Red Holly Berries Red Berry Twig Stem,Artificial RedBerry Fruits Picks Berry Winter Berries Bunch for Christmas Wreath Making Xmas Tree Decorations Supplies",5056814437803,,B09LD13FNL,1.188,6.49,0.4783333333333344,31.060606060606126,200,0.1735159817351598,LOW_CONFIDENCE
DiamanteCute  Owl Design Ladies Compact 6 Colours  by Leonardo Collection (Assorted Designs),"World of Shawls Women’s Lightweight Fashion Scarf – Soft Winter Wrap for Ladies, Long Shawl Scarf for Gifting, Bird & Floral Print Designs",5010792272665,5055303325294,B01MG4I641,3.0,8.49,0.9450000000000004,30.98360655737707,100,0.3391304347826087,MODERATE_CONFIDENCE
Boys Printed Metal Water Bottle (350ml) (Assorted Designs),"BOGI Kids Metal Water Bottle with Straw, 350ml Kid Stainless Steel Water Bottle for School Leak Proof Insulated Water Bottle for Boys Girls Toddlers Children Keep Drinks 12h Hot & 24h Cold | Color",5056283884887,,B0DR8229TX,4.548,12.83,1.3416666666666666,30.913978494623656,50,0.3464566929133858,MODERATE_CONFIDENCE
Assorted Girls Printed Metal Water Bottle (350ml),"BOGI Kids Metal Water Bottle with Straw, 350ml Kid Stainless Steel Water Bottle for School Leak Proof Insulated Water Bottle for Boys Girls Toddlers Children Keep Drinks 12h Hot & 24h Cold | Color",5056283884894,,B0DR8229TX,4.548,12.83,1.3416666666666666,30.913978494623656,50,0.23673469387755103,LOW_CONFIDENCE
Girls Printed Metal Water Bottle (350ml) (Assorted Designs),"BOGI Kids Metal Water Bottle with Straw, 350ml Kid Stainless Steel Water Bottle for School Leak Proof Insulated Water Bottle for Boys Girls Toddlers Children Keep Drinks 12h Hot & 24h Cold | Color",5056283884900,,B0DR8229TX,4.548,12.83,1.3416666666666666,30.913978494623656,50,0.34509803921568627,MODERATE_CONFIDENCE
Assorted Boys Printed Metal Water Bottle (350ml),"BOGI Kids Metal Water Bottle with Straw, 350ml Kid Stainless Steel Water Bottle for School Leak Proof Insulated Water Bottle for Boys Girls Toddlers Children Keep Drinks 12h Hot & 24h Cold | Color",5056283884870,,B0DR8229TX,4.548,12.83,1.3416666666666666,30.913978494623656,50,0.22950819672131148,LOW_CONFIDENCE
Stainless Steel Dad Travel Mug (Assorted Designs),"Arora 8836 World's Best Dad Travel Mug, Stainless Steel",5063436116139,5060366688644,B075GZVHZV,3.18,9.99,0.9850000000000004,30.78125000000001,100,0.28846153846153844,LOW_CONFIDENCE
Candyland Sweet Pick (75cm),BG Quality Pick & Mix Sweets - Choose Your Own Favourites Single Sweet Pouch 800g (Candy Poles),5056814440292,,B0BTPQQ2HM,3.42,9.99,1.045000000000001,30.73529411764709,300,0.2786885245901639,LOW_CONFIDENCE
Peter Rabbit & Friends Dinner Plates,Beatrix Potter Peter Christmas Dinner Set Picnic and Outdoor,9781534029101,,B0BXLM75W5,4.5,11.32,1.3083333333333342,30.426356589147307,100,0.4166666666666667,MODERATE_CONFIDENCE
Tall Lily Vase (60cm),"Olrla 60CM Long Artificial Lily 4PCS, toal 8 Blooming Flower Heads 4 Buds, 3D Print Fake Tiger Lily Flowers for Wedding Home Hotel Office Decoration (NO VASE)",5055141619975,,B0C3C3GNJ7,5.988,13.59,1.6762500000000002,30.257220216606505,100,0.1564245810055866,LOW_CONFIDENCE
Tall Lily Vase (60cm),"Olrla 60CM Long Artificial Lily 4PCS, toal 8 Blooming Flower Heads 4 Buds, 3D Print Fake Tiger Lily Flowers for Wedding Home Hotel Office Decoration (NO VASE)",8715546861252,,B0C3C3GNJ7,5.988,13.59,1.6762500000000002,30.257220216606505,100,0.1564245810055866,LOW_CONFIDENCE
Merry Xmas Tree Banner,"Aurora, 99361, PomPom Penguin w/Xmas Tree 8In, Soft Toy, white and grey",5034566993617,5034566993617,B0CYTJ3NYX,5.892,15.0,1.6499999999999992,30.21978021978021,50,0.34408602150537637,EXACT_EAN_MATCH
Suki - Medium Eden Turtle,Alphabet Flash Cards - Thick ABC Flashcards for Kids Ages 3-6 - Lower case & Upper case Letter Recognition - Learn to Read Activity,5053154146136,,B0BWX2SN81,5.604,12.99,1.5712500000000016,30.100574712643706,200,0.16666666666666666,LOW_CONFIDENCE
Christmas Earrings (Pack of 3) (Assorted Designs),"Multicolor Flashing Christmas Earrings - Assorted Designs, 1 Pc - Perfect For Uplifting Celebrations & Xmas Gift",5012128606953,,B0CXFY442Q,1.032,5.99,0.4229166666666667,29.99408983451537,100,0.4472049689440994,MODERATE_CONFIDENCE
Christmas Characters Pen (Assorted),"FINGOOO 20 pieces Christmas Black Gel Pen, Ink Rollerball Ball Point Pens Assorted Reindeer Santa Xmas Tree Bell Snowmen Novelty Pens School Gifts Party Bag Fillers for Kids Students",5015302161354,6974615691998,B0FHWJHCSL,1.392,5.99,0.5116666666666667,29.922027290448344,100,0.23963133640552994,LOW_CONFIDENCE
Christmas Character Pen (Assorted Designs),"FINGOOO 20 pieces Christmas Black Gel Pen, Ink Rollerball Ball Point Pens Assorted Reindeer Santa Xmas Tree Bell Snowmen Novelty Pens School Gifts Party Bag Fillers for Kids Students",5015302161385,6974615691998,B0FHWJHCSL,1.392,5.99,0.5116666666666667,29.922027290448344,100,0.2857142857142857,LOW_CONFIDENCE
Giant Play Food Set (2 Assorted),"Play Food Sets for Kids Kitchen-80PC Pretend Food with 2 Kids Picnic Basket, Toy Food with Pizza Toy, Plastic Food Cutting Toys, Play Kitchen Accessories - Fake Food, Boys Girls Gifts",5012866322139,,B0D2H5FPWX,7.392,17.76,1.980000000000001,29.50819672131149,800,0.20465116279069767,LOW_CONFIDENCE
"Golden Apple, Pear & Berry Pick (16cm)","100pcs Christmas Artificial Frosted Fruit Berry, 1.4cm Gold Twig Stem Fruits Picks for Winter Wreath Making, Xmas Tree Decorations Supplies",5056814428276,,B09LCZ2Y9F,1.344,5.69,0.4916666666666669,29.44111776447107,100,0.21468926553672316,LOW_CONFIDENCE
Snowies Candy Jar,"White Chocolate Jazzies - Snowies│ Gift Jar │ 515g │ Original White Chocolate Jazzies - Snowies Retro Sweets Victorian Gift Jar by Candy Hive - Timeless Treats, Authentic Flavour",,5061057780982,B0DNQSWZBK,4.428,12.49,1.2383333333333335,29.205974842767297,50,0.1641025641025641,LOW_CONFIDENCE
Christmas Characters Pen (Assorted),"FINGOOO 20 pieces Christmas Black Gel Pen, Ink Rollerball Ball Point Pens Assorted Reindeer Santa Xmas Tree Bell Snowmen Novelty Pens School Gifts Party Bag Fillers for Kids Students",5050565791597,6974615691998,B0FHWJHCSL,1.404,5.99,0.5016666666666667,29.166666666666668,100,0.23963133640552994,LOW_CONFIDENCE
Lemon Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,5056117216877,3117430006001,B00DQTUQMY,1.548,6.99,0.5350000000000004,29.07608695652176,50,0.43283582089552236,MODERATE_CONFIDENCE
Lemon Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,5056117216891,3117430006001,B00DQTUQMY,1.548,6.99,0.5350000000000004,29.07608695652176,50,0.43283582089552236,MODERATE_CONFIDENCE
Christmas Wrapping Paper Santa & Friends (50/4mx69cm) (Assorted Designs),"ANGIX 8 x Christmas Wrapping Paper Sheets 70 x 50cm - Assorted Cute & Traditional Festive Designs - Santa, Penguin, Reindeer & Candy Cane - Premium Xmas Gift Wrap Paper for Holiday Presents",5012213586092,5061000168744,B0DH4T9ZBR,0.996,4.75,0.3983333333333333,28.864734299516908,100,0.3831417624521073,MODERATE_CONFIDENCE
Booja-Booja Chocolate Orange Chocolate Truffles (92g),"Booja - Booja, Chocolate Orange Vegan Chocolate Truffles 92g",5060002044544,5060002043707,B08X7GVZ2B,2.7,7.99,0.7983333333333344,28.511904761904805,200,0.9026548672566371,HIGH_LIKELIHOOD
Santa Gift Bags (Pack of 2),"VEYLIN Christmas Sacks Large, 2 Pack Jumbo Plastic Santa Gift Sack Bag Stocking Wrapping Decoration (56 x 36 Inch)",5015302163358,6972453867834,B08CDSSXRY,2.7,7.99,0.7883333333333338,28.154761904761923,800,0.2695035460992908,LOW_CONFIDENCE
25cm Keeleco Cheetah,"Hensinple Magnetic for Google Pixel 9 Case/Google Pixel 9 Pro Case with Tempered Glass Screen Protector, Fit for MagSafe, 360 Shockproof Anti-yellowing Clear Back Cover, Transparent",5027148035409,,B0D97WZY33,6.5280000000000005,13.99,1.6783333333333337,28.018920422927103,50,0.14925373134328357,LOW_CONFIDENCE
Heart Plaque Daughter,Daughter Gifts From Mum And Dad To Our Daughter Heart Acrylic Plaque Gift For Women Girls Adult Daughter Birthday Christmas Wedding Day Graduation Presents We Love You,5010792444116,,B0D9QDM9K5,2.256,6.99,0.6750000000000005,27.7777777777778,100,0.13829787234042554,LOW_CONFIDENCE
Ben 10 Party Invitations,"HOMANGA 20Pcs Party Invitations for Kids, Birthday Invitation Cards with Envelopes, Birthday Party Invites for Boys Girls, Childrens Invitation for Any Occasion (10x15cm)",5060175497352,,B0F6LQFD59,1.56,5.99,0.5116666666666667,27.65765765765766,50,0.21649484536082475,LOW_CONFIDENCE
Soft Touch Small Grey Cable Knit Hat With Fluffy Pom-pom (NB-12 Months),"Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twist Hat Mittens Set 0-12 Months H648 (Blue), One Size",5023797303135,,B09LTKDZZZ,2.292,7.69,0.6783333333333341,27.57452574525748,100,0.5136612021857924,HIGH_LIKELIHOOD
Soft Touch Small Grey Cable Knit Hat With Fluffy Pom-pom (NB-12 Months),"Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twist Hat Mittens Set 0-12 Months H648 (Blue), One Size",5023797303128,,B09LTKDZZZ,2.292,7.69,0.6783333333333341,27.57452574525748,100,0.5136612021857924,HIGH_LIKELIHOOD
Assorted Mothers Day Floral Glass Mug,"Enamel Sunflower Crystal Lead-Free Glass Tea Cup with Spoon Set, Present for The Christmas, Valentine's Day.Best Present for Mother, Grandma, Girlfriend, Sister.",5063436112124,782932029778,B087NH9NQR,2.58,8.99,0.7416666666666674,27.46913580246916,300,0.23232323232323232,LOW_CONFIDENCE
Assorted Paint your own Suncatcher,"THE TWIDDLERS - 20 Christmas Suncatcher in Assorted Festive Designs - Paint Your Own DIY Ornament Bauble Decorations - Fun Gift, Toy Art Crafts Complete Set, Activity for Kids, Party Bag Fillers",5016064113179,5060686328978,B08N1293SQ,4.788,12.99,1.2450000000000017,27.42290748898682,100,0.2894736842105263,LOW_CONFIDENCE
Xmas Velcro Terry Printed Body Bib By Soft Touch,SATINIOR Christmas Baby Bibs Baby Feeding Bib First Christmas Gifts for Boy Girl Babies Newborn Toddlers,5023797201066,,B0DBTN42CD,1.2,5.27,0.4216666666666666,27.204301075268816,50,0.2631578947368421,LOW_CONFIDENCE
Blue Chevron Perfume Bag,Sibba Makeup Pouch Pencil Bag 1PC Small Cosmetic Toiletry Case with Zipper Make Up Purse Inside Organizer Backpack Essentials Aesthetic Make-Up Portable Daily Storage Travel Set(Blue),5033601583554,,B0DCBBLLLY,0.636,4.19,0.2916666666666672,27.00617283950622,50,0.03864734299516908,LOW_CONFIDENCE
Jelly Babies (500g),"Jelly Babies Sweets - 500 Gram Bulk Bag - 500g - Assorted Sweet Pick and Mix for Parties, Gifts, and Sharing.",,5060700284006,B0CBHD1V62,3.948,9.99,1.0350000000000017,26.953125000000043,100,0.265625,LOW_CONFIDENCE
Red Shine Wired Edge Ribbon (63mm),"Christmas Velvet Ribbon - Thick Red Wired 9m Edge 63mm Wide for Gift Wrapping, Crafting, Christmas Tree Decorations, Xmas Party Gifts, Wreath, Wedding Supplies",5056814421246,,B0D9JBXSXQ,3.24,9.99,0.8750000000000007,26.923076923076945,500,0.15544041450777202,LOW_CONFIDENCE
Red Shiny Wired Edge Ribbon (63mm),"Christmas Velvet Ribbon - Thick Red Wired 9m Edge 63mm Wide for Gift Wrapping, Crafting, Christmas Tree Decorations, Xmas Party Gifts, Wreath, Wedding Supplies",5056814411209,,B0D9JBXSXQ,3.24,9.99,0.8750000000000007,26.923076923076945,500,0.15544041450777202,LOW_CONFIDENCE
Delicate Red Bolsius Tapered Candles (245 x 24mm),BOLSIUS TAPERED CANDLES - WINE RED [1 PACK OF 10],8717847160874,,B01M30FJ0N,5.4,12.45,1.3587499999999997,26.905940594059395,100,0.5306122448979592,HIGH_LIKELIHOOD
Red Tartan Wired Edge Ribbon (63mm),"Red and Green Tartan Ribbon with Gold Wired Edge, 63mm Wide x 9.2M Long, Beautiful Festive Christmas Ribbon, Ideal for Gift Wrapping Birthday Cake Presents Xmas Tree Decoration",5055141672581,,B0DHZH1DWS,3.072,8.29,0.8283333333333329,26.63451232583064,100,0.2843601895734597,LOW_CONFIDENCE
Red Wired Edge Ribbon (63mm),"Red and Green Tartan Ribbon with Gold Wired Edge, 63mm Wide x 9.2M Long, Beautiful Festive Christmas Ribbon, Ideal for Gift Wrapping Birthday Cake Presents Xmas Tree Decoration",5056814421338,,B0DHZH1DWS,3.072,8.29,0.8283333333333329,26.63451232583064,100,0.22549019607843138,LOW_CONFIDENCE
Red & Gold Tartan Wired Edge Ribbon (63mm),"Red and Green Tartan Ribbon with Gold Wired Edge, 63mm Wide x 9.2M Long, Beautiful Festive Christmas Ribbon, Ideal for Gift Wrapping Birthday Cake Presents Xmas Tree Decoration",5056814410967,,B0DHZH1DWS,3.072,8.29,0.8283333333333329,26.63451232583064,100,0.30275229357798167,MODERATE_CONFIDENCE
Fresh Olive Bolsius Rustic Shine Pillar Candle (130 x 68mm),Bolsius Rustic Pillar Candle - Ivory- Pack of 4 - Long Burning Time of 60 Hours - Household Candle - Interior Decoration - Unscented - Natural Vegan Wax - No Palm Oil - 130 x 70 mm,8717847146755,8717847143280,B08W1HC9D6,6.288,15.97,1.5383333333333329,26.56879677605065,100,0.30962343096234307,MODERATE_CONFIDENCE
Lavender PomPom Spray (72cm),"Cleangor Crevice Cleaning Brushes UK, Serrated Bristle Grouting Cleaning Brush for Small Spaces, Magic Brush, Bathroom Accessory, Cleaning Tools, Cleaning Supplies for Shower, Toilet, Sink(2, Black)",5029316510152,,B0F3XCDKZY,1.752,5.99,0.531666666666667,26.451077943615275,900,0.168141592920354,LOW_CONFIDENCE
Essential Dark Pink Rose,"MAYJAM Rose Essential Oil 10ML - Pure, Undiluted - Premium Quality Essential Oils with Glass Dropper - for Diffuser and DIY Candle Making",5056721851297,,B0CKHT1H3B,0.408,4.99,0.2345833333333336,26.357677902621745,50,0.17391304347826086,LOW_CONFIDENCE
Tea Cosy Vintage  'Afternoon Tea' Design,"Cooksmart Christmas Robins Retreat Tea Cosy | Decorative Fabric Tea Cosy with Festive Robin Design | Keeps Teapots Warm | Perfect for Kitchen, Dining or Afternoon Tea | Stylish Home Accessory",5015302417376,5060766139340,B0FRJ6YHDG,1.02,6.4,0.363333333333334,25.95238095238101,50,0.2857142857142857,LOW_CONFIDENCE
Green Felt Trees on 50cm Stick (Pack of 12),"Dreamtop Felt Christmas Tree - 3.28ft Felt Xmas Tree Set, Wall Hanging Velcro Christmas Tree with 32pcs Ornaments LED Lights Tree Banner Home Door Decoration",5056814446355,,B0BBR6GL3C,4.2,11.99,1.0116666666666665,24.979423868312757,200,0.21,LOW_CONFIDENCE
Team Bride - Bride To Be Sash,"Hen Party Accessories Set - Bride to Be Sash, Team Bride Sashes, Tattoos, Veil, Tiara - Night Out Essentials",5055995946012,,B09ZTJ5SKH,5.892,12.99,1.3312500000000014,24.38186813186816,50,0.35036496350364965,MODERATE_CONFIDENCE
Chapel Candle 16.5cm,Diamond Tile Cutting Disc 115mm Cutting Wheel for Cutting and Grinding Porcelain Ceramic Tile Marble Artificial Stone,4031052436369,,B0BC1BYD1N,10.02,18.99,2.1412500000000003,24.058988764044948,50,0.1897810218978102,LOW_CONFIDENCE
Stackable Gingerbread Crayons,HENBRANDT 10 x Mini Wax Crayons for Kids Pack of 4 Assorted Colours Children’s Stocking Fillers Wedding Activity Pack Birthday Party Favours Loot Bag Fillers Classroom Rewards for Boys and Girls,5026619400104,,B005ZETT80,0.156,4.59,0.16125,23.713235294117645,50,0.11659192825112108,LOW_CONFIDENCE
Boys Notebook (Assorted),Dinosaur Notebook – A5 / 21cm x 15cm / Wirebound/Lined and Plain / 100 pages/Childrens Notepad/Kids Notebook/Boys or girls Sketchbook/Mens journal/Dinosaur Inspired/Dinosaur Gift,5063436115057,5060619350380,B08HNCW5DN,1.632,5.99,0.4516666666666666,23.647469458987786,100,0.1782178217821782,LOW_CONFIDENCE
Red Flickering LED Resin Pillar Candle (15cm),Lights4fun Set of 3 TruGlow® Pillar Candles Battery LED Flameless with Timer Real Red Wax,5055398317464,,B07RZ7W5FG,6.684,13.99,1.3795833333333334,22.54221132897604,50,0.3283582089552239,MODERATE_CONFIDENCE
Heart Grandchildren Plaque,"Nana Gifts, Unique Nana Birthday Gifts from Grandchildren, Heart-Shaped Plaque Desk Decor Presents for Nana, Nana Gifts Idea",5017224830738,,B0DRCKBMMX,4.332,9.99,0.9350000000000008,22.475961538461554,50,0.3333333333333333,MODERATE_CONFIDENCE
Cute 'My 1st Xmas' Velcro Bib by Soft Touch,BabyPrem Baby Bib My 1st Christmas Spoil Me Feeding Clothes Boy Girl Unisex Red,,5055465195650,B0764F73LZ,1.884,5.99,0.4716666666666667,22.248427672955977,600,0.36065573770491804,MODERATE_CONFIDENCE
Christmas Novelty Pens (Assorted),"FINGOOO 20 pieces Christmas Black Gel Pen, Ink Rollerball Ball Point Pens Assorted Reindeer Santa Xmas Tree Bell Snowmen Novelty Pens School Gifts Party Bag Fillers for Kids Students",5012213451352,,B0FHWJHCSL,1.14,5.99,0.3329166666666667,22.19444444444445,100,0.26976744186046514,LOW_CONFIDENCE
Lilac Glass Ice Cream Hanging Decoration (14cm),"JOYIN 12Pcs Colorful Christmas Icicle Glass Ornaments, Christmas Tree Decorations in 12 Different Designs, 3.5-3.7"" Xmas Tree Hanging Decorations",5029316515164,840165812854,B08HBZPBVW,5.34,13.27,1.1083333333333332,22.16666666666666,100,0.375,MODERATE_CONFIDENCE
Box of 50 Gold Star Catering Crackers (12 Inch),Diamond 50 x 12'' Gold & Cream Stars Catering Christmas Crackers with Premium content + 50pcs of party photo booth props on sticks (C4481-2022),15015302163027,,B0BCHSG3LN,19.188,31.9,3.6458333333333313,22.042523176138644,50,0.3894736842105263,MODERATE_CONFIDENCE
19cm Round Two Tone Seagrass and Green Paper Basket,JVL Natural Round Seagrass Waste Paper Basket,5055398302231,5017440159040,B005NG8E0E,3.588,13.99,0.7783333333333331,21.98681732580037,100,0.6458333333333334,HIGH_LIKELIHOOD
Soother And Holder (Assorted Designs),"6 PcsCase for Baby Dummy Case, Pacifier Case, Pacifier Holder Storage Box, BPA-Free Dummy Container, Soother Pod Holder Box for Travel Home",5015302107697,602309891589,B09DYF462V,1.392,6.28,0.3733333333333335,21.832358674463947,500,0.26136363636363635,LOW_CONFIDENCE
Dried Whole Green Oranges,Dried Whole Green Oranges,5056814451977,,B00PXRUN8Y,5.124,12.98,1.0466666666666693,21.715076071922603,300,1.0,HIGH_LIKELIHOOD
Fabulous Wash Time Pals Bath Toy (4 Assrtd Designs) (Assorted Designs),Glo Pals Original Water-Activated Light-up Sensory Bath Toy - Party Pal - White. 4 Reusable Light-Up Cubes. Colourful Bath Time Fun. Childrens Light-up Sensory Play. Gift Suitable for Boys & Girls 3+,5012866630081,850016823243,B0CBNGXNVT,4.584,9.99,0.9350000000000016,21.395881006865025,600,0.26765799256505574,LOW_CONFIDENCE
Girls Plain Grey Tights 1 Pack (2-3 Years),I.L.C.K Girls Back To School Plain Cotton Rich Tights,5055442154847,5056006032960,B019E5ZM72,1.86,6.85,0.4483333333333332,21.349206349206344,50,0.42105263157894735,MODERATE_CONFIDENCE
XLarge Super Soft Snuggle Hoodie    Full Card Wrap (4 Asst Colours) (Assorted Designs),"Oversized Teddy Fleece Hoodie Blanket for Women Cuddly Sherpa Wearable Snuggle Blanket Hoody for Adults Kids Men Teenager, Super Warm and Soft,Blue Length",5050565561893,,B08QVQZTQB,17.268,28.99,3.1845833333333298,21.31581883087905,50,0.225,LOW_CONFIDENCE
"2 Pack Sleepsuit (Clouds & Stars, Grey)","Bramble & Bear 2-Pack Toddler & Baby Sleepsuits for Boys & Girls | Organic Cotton, Super Soft Baby Sleepwear | Full Zip Sleepsuits with Easy Accessibility | Stretch Fit and Footless",5023797308734,5060960361899,B0D2KBLZGC,8.7,18.26,1.6566666666666687,21.239316239316267,50,0.22727272727272727,LOW_CONFIDENCE
"2 Pack Sleepsuit - (Clouds & Stars, Blue)","Bramble & Bear 2-Pack Toddler & Baby Sleepsuits for Boys & Girls | Organic Cotton, Super Soft Baby Sleepwear | Full Zip Sleepsuits with Easy Accessibility | Stretch Fit and Footless",5023797308703,5060960361899,B0D2KBLZGC,8.7,18.26,1.6566666666666687,21.239316239316267,50,0.23423423423423423,LOW_CONFIDENCE
"2 Pack Sleepsuit (Dino, Navy)","Bramble & Bear 2-Pack Toddler & Baby Sleepsuits for Boys & Girls | Organic Cotton, Super Soft Baby Sleepwear | Full Zip Sleepsuits with Easy Accessibility | Stretch Fit and Footless",5023797308857,5060960361899,B0D2KBLZGC,8.7,18.26,1.6566666666666687,21.239316239316267,50,0.20952380952380953,LOW_CONFIDENCE
Infant Girls Exhausted Princess Pyjama (2-6 Years),Disney Princess Girls Pyjamas for Kids Full Length Pjs Set 100% Cotton Princess Nightwear Sleepwear,5056188238020,5054782868919,B09SV641VS,4.68,10.95,0.9449999999999996,21.23595505617977,50,0.33557046979865773,MODERATE_CONFIDENCE
Mens 3 Pack Christmas Design Socks,6x Pairs of Mens or Ladies Christmas Novelty Design Socks **Fantastic Gift Idea** (Mens),5056188242683,5055866213632,B00P2GUNUY,1.908,6.95,0.4516666666666671,21.10591900311528,900,0.4918032786885246,MODERATE_CONFIDENCE
Girls Plain Tights pk1 - Black age 3-4,"Girls Tights Plain Opaque 40 Denier, Age 2-12Years-18 Colours",5060015577237,5060464744365,B01LYOU5M5,1.38,4.99,0.3583333333333345,21.07843137254909,50,0.4444444444444444,MODERATE_CONFIDENCE
Girls Plain Tights pk1 - Black age 2-3,"Girls Tights Plain Opaque 40 Denier, Age 2-12Years-18 Colours",5060015577039,5060464744365,B01LYOU5M5,1.38,4.99,0.3583333333333345,21.07843137254909,50,0.46464646464646464,MODERATE_CONFIDENCE
Ava May Wax Melts (Frankincense and Myrrh),Wax Melts - Frankincense and Myrrh | 16 Pack | Strong Scented | Made in The UK | Plastic Free | Vegan,5056364100424,5060705160756,B09HKS2QFF,4.716,10.99,0.928333333333333,20.72172619047618,100,0.44755244755244755,MODERATE_CONFIDENCE
Ava May Wax Melts (Frankincense and Myrrh),Wax Melts - Frankincense and Myrrh | 16 Pack | Strong Scented | Made in The UK | Plastic Free | Vegan,5056364114797,5060705160756,B09HKS2QFF,4.716,10.99,0.928333333333333,20.72172619047618,100,0.44755244755244755,MODERATE_CONFIDENCE
Miyoni Collie 8inch,"MiYoni Dogs 13127 8-inch Westie, White",5034566131279,,B007HLKFBO,6.792,13.98,1.2824999999999995,20.65217391304347,50,0.49122807017543857,MODERATE_CONFIDENCE
Assorted Skull Jug,"FLOW Barware Shot Glasses | 4X Skull Shaped Tequila Shot Glass, Gothic Design Party Shots Glasses | Cool 50ml Tequila Shooter Glass | Skull Gifts",5017224966000,652135851332,B08DG6NKRG,2.256,8.87,0.5016666666666667,20.644718792866943,300,0.15950920245398773,LOW_CONFIDENCE
Love Hearts Cheeky Monkey 18cm (7inch),3D Illusion Lamp I Love You Night Light You are My Everything Gifts for Wife Husband Anniverysary Birthday Valentines Day,5050624373283,734172135290,B08VW9FV1R,9.18,17.99,1.6816666666666655,20.508130081300795,100,0.2389937106918239,LOW_CONFIDENCE
Cerise Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,,3117430006001,B00DQTUQMY,1.716,6.99,0.3950000000000004,19.949494949494973,50,0.4,MODERATE_CONFIDENCE
Blue Unbranded Cotton Popover Baby Bib - ideal for personalisation,7 Pack Popover Baby Bib Bibs White Soft Towelling Unisex Multi Pack,5056117216884,3117430006001,B00DQTUQMY,1.716,6.99,0.3950000000000004,19.949494949494973,50,0.43609022556390975,MODERATE_CONFIDENCE
Snowman Hessia Christmas Sack,2 Giant Plastic Christmas Santa Sacks Including 62XM X 75CM with Rope,5012213504874,5012213504874,B09K4CQQBP,1.02,4.99,0.2783333333333341,19.88095238095244,50,0.40816326530612246,EXACT_EAN_MATCH
Red Frosted Grape Pick (25cm),"100pcs Christmas Artificial Frosted Fruit Berry, 1.4cm Red Twig Stem Fruits Picks for Winter Wreath Making, Xmas Tree Decorations Supplies",5056814437667,,B09LCY81R4,1.704,6.99,0.3850000000000004,19.54314720812185,400,0.2275449101796407,LOW_CONFIDENCE
"2 Pack Knotty Headband (Clouds & Stars, Pink)","Brushworks Pink Cloud Beauty Headband – Ultra-Soft, Puffy Terry Cloth Headband for Skincare, Makeup & Face Washing, Comfortable, Non-Slip Design for Women, Girls",5023797308765,5056683103533,B0CWLLFVX3,1.44,6.29,0.3416666666666672,19.52380952380956,100,0.3106796116504854,MODERATE_CONFIDENCE
Orange Zog Dragon Toy,"Zog the dragon 9inch Plush Soft Toy, Orange",5034566615717,5034566609952,B07DY2H1JJ,8.388,17.74,1.4433333333333322,19.142351900972574,700,0.4375,MODERATE_CONFIDENCE
ECO 18 inch Wedding Wishes Balloon,"18 Inch Metallic Gold Balloons Latex Big Balloons,12Pcs Big Balloons.Decorations Party Balloon Helium Balloon Chrome Balloon.for Baby Shower Birthday Party Wedding Engagement Anniversary Festival",681070193597,,B09HXMDS9W,1.044,5.79,0.2712500000000001,19.102112676056347,50,0.19213973799126638,LOW_CONFIDENCE
Personalisable Grey Unbranded Sleepsuit with Chest Poppers (0-3 Months),Unisex Baby Sleepsuits 2 Pack – I Love Mummy & Daddy Cotton Footed Rompers – Newborn to 24 Months Baby Bodysuits for Boys and Girls,,,B0F9YLW28K,5.652,11.99,1.0016666666666667,19.04309252217998,300,0.3465346534653465,MODERATE_CONFIDENCE
Birthday Slice Of Cake Balloon (18 Inch),Large Balloons Assorted Color 12 Pack 18 Inch Thick Latex Big multicoloured Balloons Round Helium Balloon for Birthday Wedding Baby Shower Festival Christmas Decorations (Random Colours),681070121521,,B0BCF1MZ89,1.188,5.99,0.2929166666666667,19.020562770562773,100,0.1504424778761062,LOW_CONFIDENCE
ECO Balloon - Birthday Polka Dot (18 inch),Large Balloons Assorted Color 12 Pack 18 Inch Thick Latex Big multicoloured Balloons Round Helium Balloon for Birthday Wedding Baby Shower Festival Christmas Decorations (Random Colours),681070121729,,B0BCF1MZ89,1.188,5.99,0.2929166666666667,19.020562770562773,100,0.22807017543859648,LOW_CONFIDENCE
Snowies 500g,Just Treats White Chocolate Snowies (500g Share Bag)…,,5055761543476,B01CEOAPF4,4.188000000000001,9.59,0.7616666666666674,18.85313531353137,200,0.36923076923076925,MODERATE_CONFIDENCE
