EAN,EAN_OnPage,InList?,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,NEWproit,NEWROi
5.05532E+12,5.05656E+12,FALSE,B09DYZTY7G,Auto Extreme Professional Black Matt Spray Paint 400ml,"Classic Signature - 1 x Auto Extreme Black Matt Spray Paint 400ml, Professional Quality, Perfect Finish for Cars, Bikes,Vans, Metal, Wood",https://www.poundwholesale.co.uk/auto-extreme-professional-black-matt-spray-paint-400ml,https://www.amazon.co.uk/dp/B09DYZTY7G,,,Available (see Keepa data),1,2.184,1.82,6.89,0.9,2.8,0.55,1.148333333,1.214,0.221666667,-1.214,-0.328333333,-13.85372714,7.284,-4.765360426,0.035666667,1.777999335
5.05532E+12,5.05656E+12,FALSE,B09F9N1DW9,Auto Extreme Professional Silver Body Spray Paint 400ml,"Classic Signature - 1 x Auto Extreme Silver Body Spray Paint 400ml Professional Quality, Perfect Finish for Cars, Bikes,Vans, Metal, Wood",https://www.poundwholesale.co.uk/auto-extreme-professional-silver-body-spray-paint-400ml,https://www.amazon.co.uk/dp/B09F9N1DW9,,,Available (see Keepa data),1,2.184,1.82,6.89,0.9,2.8,0.55,1.148333333,1.214,0.221666667,-1.214,-0.328333333,-13.85372714,7.284,-4.765360426,0.035666667,1.777999335
5.05532E+12,5.05656E+12,FALSE,B09DYXN6YF,Auto Extreme Professional Black Gloss Spray Paint 400ml,"Classic Signature - 1 x Auto Extreme Black Gloss Spray Paint 400ml, Professional Quality, Perfect Finish for Cars, Bikes,Vans, Metal, Wood",https://www.poundwholesale.co.uk/auto-extreme-professional-black-gloss-spray-paint-400ml,https://www.amazon.co.uk/dp/B09DYXN6YF,,,Available (see Keepa data),1,2.184,1.82,6.89,0.9,2.8,0.55,1.148333333,1.214,0.221666667,-1.214,-0.328333333,-13.85372714,7.284,-4.765360426,0.035666667,1.777999335
5.05544E+12,,TRUE,B0F4DDJSBF,Dekton 360 Degree Impulse Sprinkler System,DEKTON Impulse Sprinkler | Adjustable Full/Partial Circle Coverage | Heavy-Duty Metal Base | Up to 85 Feet Range | Water-Saving Design | Ideal for Lawn & Garden Irrigation | Durable & Rust-Resistant,https://www.poundwholesale.co.uk/dekton-360-degree-impulse-sprinkler-system,https://www.amazon.co.uk/dp/B0F4DDJSBF,,,,,3.84,3.2,9.03,1.12875,2.8,0.55,1.505,1.53575,0.39625,-1.53575,-0.15375,-4.1,9.2145,-1.702657807,0.48625,15.63504823
5.03867E+12,,FALSE,B0F29N24T1,Roadster 240V/12V Electrical Air Pump,Marksman 12v Electric Air Pump - 240v,https://www.poundwholesale.co.uk/roadster-240v-12v-electrical-air-pump,https://www.amazon.co.uk/dp/B0F29N24T1,,,,,8.772,7.31,13.5,1.6875,2.8,0.55,2.25,2.4695,-0.5475,-2.4695,-1.0975,-13.96310433,14.817,-8.12962963,0.3645,5.697092842
5.01392E+12,,TRUE,B00DBBQ9LY,Just Stationery Cork Notice Board & Accessories 600 X 800mm,"Tallon Just Stationery 600x800mm Cork Board, 4289",https://www.poundwholesale.co.uk/just-stationery-cork-notice-board-accessories-600-x-800mm,https://www.amazon.co.uk/dp/B00DBBQ9LY,,,,,7.44,6.2,12.99,1.62375,2.8,0.55,2.165,2.23475,0.20125,-2.23475,-0.34875,-5.166666667,13.4085,-2.684757506,0.89125,16.17513612
5.05628E+12,,FALSE,B0BZ86CWX4,Hoot Rainbow Ring PVC Paddling Pool 1.57m X 0.46m,"AirSwim Inflatable Paddling Pool, Portable Small Paddling Baby Swimming Pool for Toddlers Ages 0-3 Years Girls and Boys, Indoor& Outdoor, Garden and Backyard Summer Water Party, 90x25 cm (Bear Head)",https://www.poundwholesale.co.uk/hoot-rainbow-ring-pvc-paddling-pool-1-57m-x-0-46m,https://www.amazon.co.uk/dp/B0BZ86CWX4,,,,,12.228,10.19,16.99,2.12375,2.8,0.55,2.831666667,3.13275,-0.955416667,-3.13275,-1.505416667,-14.01691496,18.7965,-8.860604277,0.532583333,6.120240558
5.03867E+12,,TRUE,B0D8MMSPCZ,Prima 3-Fold Clothes Dryer Rack 155cm X 110cm,"Prima Laundry 3 Fold Dryer Airer Rack Washing Home Garment Clothes Stand, Metal, White, 6 Metres",https://www.poundwholesale.co.uk/prima-3-fold-clothes-dryer-rack-155cm-x-110cm,https://www.amazon.co.uk/dp/B0D8MMSPCZ,,,,,8.34,6.95,13.99,1.74875,2.8,0.55,2.331666667,2.40975,0.159583333,-2.40975,-0.390416667,-5.205555556,14.4585,-2.790683822,0.999583333,16.35979269
5.01392E+12,,TRUE,B007MO8X24,Just Stationery Wipe-Dry Memo Cork Board & Accessories 400 X 600mm,Tallon Just Stationery 400x600mm Split White/Cork Board,https://www.poundwholesale.co.uk/just-stationery-wipe-dry-memo-cork-board-accessories-400-x-600mm,https://www.amazon.co.uk/dp/B007MO8X24,,,,,4.5,3.75,9.69,1.21125,2.8,0.55,1.615,1.66225,0.31375,-1.66225,-0.23625,-5.494186047,9.9735,-2.438080495,0.51375,14.47183099
5.03867E+12,,TRUE,B002VZQS9Y,Prima Stainless Steel Vacuum Flask With Carry Case 1l,1L STAINLESS STEEL HOT N COLD VACUUM THERMOS FLASK,https://www.poundwholesale.co.uk/prima-stainless-steel-vacuum-flask-with-carry-case-1l,https://www.amazon.co.uk/dp/B002VZQS9Y,,,,,6.588,5.49,11.99,1.49875,2.8,0.55,1.998333333,2.06775,0.202916667,-2.06775,-0.347083333,-5.746412804,12.4065,-2.894773422,0.750916667,15.19459058
5.03867E+12,,FALSE,B01CON7ZE4,Elpine Automative LED Night Light With Spare Bulb,Safego W5W LED Bulb 501 T10 LED Bulbs CANBUS Error Free Car Light Super Bright White 5SMD 5050 194 168 2825 Wedge Replacement for Car Interior Dashboard License Plate Sidelights Bulbs 12V 10PCS,https://www.poundwholesale.co.uk/night-light-with-spare-bulb,https://www.amazon.co.uk/dp/B01CON7ZE4,,,,,1.356,1.13,5.99,0.74875,2.8,0.55,0.998333333,1.04575,0.312916667,-1.04575,-0.237083333,-14.11210317,6.2745,-3.957985531,-0.011083333,-0.762265016
5.02639E+12,,TRUE,B00PPJ2JIC,Yellowstone Luxury Fleece Blue Tartan Picnic Rug 200 X 150cm,Yellowstone Luxury Fleece Picnic Rug,https://www.poundwholesale.co.uk/yellowstone-luxury-fleece-blue-tartan-picnic-rug-200-x-150cm,https://www.amazon.co.uk/dp/B00PPJ2JIC,,,,,9.312,7.76,14.99,1.87375,2.8,0.55,2.498333333,2.59675,0.057916667,-2.59675,-0.492083333,-5.921580425,15.5805,-3.282744052,1.059916667,15.68388083
5.03867E+12,5.03867E+12,TRUE,B00D5BH56I,"Prima Soft Grip Stainless Steel Scissors 9.5""","24cm(9.5"") S/S Scissors - Comfort Grip",https://www.poundwholesale.co.uk/prima-soft-grip-stainless-steel-scissors-9-5,https://www.amazon.co.uk/dp/B00D5BH56I,,,Available (see Keepa data),1,1.284,1.07,4.99,1.04,1.73,0.55,0.831666667,0.878,0.318333333,-0.878,-0.231666667,-14.30041152,5.268,-4.64261857,-0.017666667,-1.256519678
5.05084E+12,5.05084E+12,TRUE,B0791KZ5B3,Peppa Pig Peppa's Recorder Assorted Colours,HTI Halsall Toys International Peppa Pig Recorder,https://www.poundwholesale.co.uk/peppa-pig-peppa-s-recorder-assorted-colours,https://www.amazon.co.uk/dp/B0791KZ5B3,,Available (see Keepa data),Available (see Keepa data),11,1.164,0.97,5.45,0.82,2.42,0.55,0.908333333,0.952,0.331666667,-0.952,-0.218333333,-14.36403509,5.712,-4.006116208,-0.024333333,-1.835093012
5.03867E+12,,TRUE,B01DC1CMFY,Marksman Electronic Watering Timer,"Marksman Automatic Electronic Water Timer - Garden Hose Watering Timer | Irrigation System, Plant Timing, Outdoor Gardening Tool, Feeding Plants | Auto Switch, Monitoring Program",https://www.poundwholesale.co.uk/marksman-electronic-watering-timer,https://www.amazon.co.uk/dp/B01DC1CMFY,,,,,11.22,9.35,16.95,2.11875,2.8,0.55,2.825,2.96375,-0.14375,-2.96375,-0.69375,-7.007575758,17.7825,-4.092920354,1.17625,14.64819427
5.03867E+12,,TRUE,B095T43PKD,Prima Tennis Balls 2 Pack,Prima Tennis Balls For Outdoor Sports Cricket Beach Leisure 2 x Balls,https://www.poundwholesale.co.uk/prima-tennis-balls-2-pack,https://www.amazon.co.uk/dp/B095T43PKD,,,,,0.888,0.74,5.51,0.68875,2.8,0.55,0.918333333,0.95575,0.362916667,-0.95575,-0.187083333,-14.50258398,5.7345,-3.395341803,-0.039083333,-3.422358435
5.05325E+12,,FALSE,B07KGHRZWW,Pan Aroma Reed Diffuser Vanilla And Coconut 30ml,Pan Aroma Vanilla and Coconut Reed Diffuser 30Ml,https://www.poundwholesale.co.uk/pan-aroma-reed-diffuser-vanilla-and-coconut-30ml,https://www.amazon.co.uk/dp/B07KGHRZWW,,,Available (see Keepa data),2,0.936,0.78,5.54,0.83,2.65,0.55,0.923333333,0.962,0.356666667,-0.962,-0.193333333,-14.53634085,5.772,-3.48977136,-0.037333333,-3.180011357
5.01213E+12,5.01213E+12,TRUE,B0CY2XXCNS,Home Collection Nottingham Grey Photo Frame 13cm X 18cm,Home Collection Stylish Silver Grey Photo Frame Table & Wall Display Glass Window Gift 5 x 7,https://www.poundwholesale.co.uk/home-collection-nottingham-grey-photo-frame-13cm-x-18cm,https://www.amazon.co.uk/dp/B0CY2XXCNS,,Available (see Keepa data),Available (see Keepa data),2,0.936,0.78,4.4,0.66,1.87,0.55,0.733333333,0.772,0.356666667,-0.772,-0.193333333,-14.53634085,4.632,-4.393939394,-0.037333333,-3.180011357
5.01213E+12,5.01213E+12,TRUE,B0CY2Z8Q4S,Home Collection Buckingham Photo Frame 13cm X 18cm,Home Collection Stylish Gold Photo Frame Table & Wall Display Glass Window Gift 5 x 7 13 x 18cm,https://www.poundwholesale.co.uk/home-collection-buckingham-photo-frame-13cm-x-18cm,https://www.amazon.co.uk/dp/B0CY2Z8Q4S,,Available (see Keepa data),Available (see Keepa data),2,0.936,0.78,4.4,0.66,1.87,0.55,0.733333333,0.772,0.356666667,-0.772,-0.193333333,-14.53634085,4.632,-4.393939394,-0.037333333,-3.180011357
5.05003E+12,,TRUE,B07BPC54BP,JCB LED Candle 6W=40W Cool White Bayonet Cap,JCB LED C37 6W B22 Boxed,https://www.poundwholesale.co.uk/jcb-led-candle-6w-40w-cool-white-bayonet-cap,https://www.amazon.co.uk/dp/B07BPC54BP,,,,,1.164,0.97,5.94,0.7425,2.8,0.55,0.99,1.0125,0.4375,-1.0125,-0.1125,-7.401315789,6.075,-1.893939394,0.0815,6.146304676
5.03867E+12,7.70523E+11,FALSE,B095Y4MGC5,Marksman Tile Scrapers Set 2pc,"Glosoni 6 Pcs Plastic Putty Scrapers Set, Paint Scrapers Tools, Putty Filler Scraper for Spackling, Patching, Decals, Wallpaper, (Black, 5 Pieces)",https://www.poundwholesale.co.uk/marksman-tile-scrapers-set-2pc,https://www.amazon.co.uk/dp/B095Y4MGC5,,Available (see Keepa data),,1,1.86,1.55,5.99,0.78,2.42,0.55,0.998333333,1.06,0.241666667,-1.06,-0.308333333,-14.68253968,6.36,-5.147468002,0.001666667,0.09310987
5.0153E+12,,TRUE,B008LDJMAM,Cookhouse Fridge Door Jug 1.8ltr 2 Assorted Colours,Fridge Door Drinks Jug - Assorted Colours Sent At Random,https://www.poundwholesale.co.uk/cookhouse-fridge-door-jug-1-8ltr-3-assorted-colours,https://www.amazon.co.uk/dp/B008LDJMAM,,,,,1.164,0.97,5.94,0.7425,2.8,0.55,0.99,1.0125,0.4375,-1.0125,-0.1125,-7.401315789,6.075,-1.893939394,0.0815,6.146304676
5.05084E+12,,TRUE,B00BG6MTFG,Peppa Pig Peppa's Guitar Assorted Colours,Peppa Pig Guitar [Colors May Vary],https://www.poundwholesale.co.uk/peppa-pig-peppa-s-guitar-cdu-assorted-colours,https://www.amazon.co.uk/dp/B00BG6MTFG,,,,,2.04,1.7,6.85,0.85625,2.8,0.55,1.141666667,1.18125,0.352083333,-1.18125,-0.197916667,-8.796296296,7.0875,-2.889294404,0.142083333,7.438917976
6.29402E+12,,TRUE,B081VT2VFZ,Geepas 2200W Black Rapid-Boil Cordless Kettle 1.7L,"GEEPAS Electric Kettle | 1.7L Cordless Fast Boil Jug Kettle for Hot Water Tea or Coffee | Boil Dry Protection & Auto Shut Off | Illuminated Switch, Cord Storage | 1 Year Warranty, 2200W Black",https://www.poundwholesale.co.uk/geepas-2200w-black-rapid-boil-cordless-kettle-1-7l,https://www.amazon.co.uk/dp/B081VT2VFZ,,,,,9.672,8.06,14.99,1.87375,2.8,0.55,2.498333333,2.65675,-0.242083333,-2.65675,-0.792083333,-9.199574139,15.9405,-5.284078274,0.819916667,11.71644279
5.05084E+12,,TRUE,B07T3FL6S2,Woodworks Wooden Animal Yo Yo CDU Assorted,HTI Toys Wood Works Wooden Yo Yo,https://www.poundwholesale.co.uk/woodworks-wooden-animal-yo-yo-cdu-assorted,https://www.amazon.co.uk/dp/B07T3FL6S2,,,,,0.876,0.73,5.49,0.68625,2.8,0.55,0.915,0.95325,0.35875,-0.95325,-0.19125,-14.94140625,5.7195,-3.483606557,-0.04525,-3.990299824
5.02196E+12,,TRUE,B07F82HPT4,Sabichi Hand Mixer 5 Speed,Sabichi 189103 White Gloss 5 Speed Hand Mixer 120W,https://www.poundwholesale.co.uk/sabichi-hand-mixer-5-speed,https://www.amazon.co.uk/dp/B07F82HPT4,,,,,7.8,6.5,12.99,1.62375,2.8,0.55,2.165,2.29475,-0.09875,-2.29475,-0.64875,-9.20212766,13.7685,-4.994226328,0.65125,11.32608696
5.03867E+12,,TRUE,B087B9FLRW,Roadster 4-Digit Coloured Combination Bicycle Lock 65cm,Roadster Combination Number Code Bike Bicycle Cycle Lock 8mm by 650mm Steel Cable Black,https://www.poundwholesale.co.uk/roadster-4-digit-coloured-combination-bicycle-lock-65cm,https://www.amazon.co.uk/dp/B087B9FLRW,,,,,1.272,1.06,5.98,0.7475,2.8,0.55,0.996666667,1.0315,0.375833333,-1.0315,-0.174166667,-10.81780538,6.189,-2.912486065,0.037833333,2.70624702
5.03048E+12,5.06066E+12,FALSE,B07RQ8RHLN,Heavy Duty Catering Foil 75m X 45cm,Caterserve Premium Heavy Duty Kitchen foil | 18 Micron High Quality Food Service Catering Aluminium Foil Roll | 30cm x 50 metres,https://www.poundwholesale.co.uk/heavy-duty-catering-foil-75m-x-45cm,https://www.amazon.co.uk/dp/B07RQ8RHLN,,Available (see Keepa data),Available (see Keepa data),2,10.464,8.72,15.97,2.4,3.04,0.55,2.661666667,2.942,-0.851666667,-2.942,-1.401666667,-15.12046027,17.652,-8.776873304,0.342333333,4.548675702
5.05325E+12,5.05325E+12,TRUE,B0CJ32XLCV,Duzzit Stainless Steel Cleaner & Polish Spray 400ml,Duzzit Stainless Steel Cleaner 400ml,https://www.poundwholesale.co.uk/duzzit-stainless-steel-cleaner-polish-spray-400ml,https://www.amazon.co.uk/dp/B0CJ32XLCV,,Available (see Keepa data),Available (see Keepa data),4,1.164,0.97,5.22,0.41,2.65,0.55,0.87,0.916,0.32,-0.916,-0.23,-15.13157895,5.496,-4.406130268,-0.036,-2.714932127
5.05003E+12,,TRUE,B07BP99V1V,JCB LED Gls 15W 100W Cool White 4000K ES E27,JCB LED A70 15W E27 Boxed,https://www.poundwholesale.co.uk/jcb-led-gls-10w-60w-cool-white-4000k-es-e27,https://www.amazon.co.uk/dp/B07BP99V1V,,,,,2.16,1.8,6.9,0.8625,2.8,0.55,1.15,1.2025,0.2875,-1.2025,-0.2625,-11.17021277,7.215,-3.804347826,0.0975,4.899497487
5.06008E+12,5.0566E+12,FALSE,B0BD874175,Cre8 Glue Pens 4 Pack,"10Pcs Glitter Glue Pens for Kids, Non-Toxic Washable Craft Glue for Card Making, Scrapbooking, DIY Arts & Crafts, School Projects, Slime Decorating",https://www.poundwholesale.co.uk/4pk-glue-pens,https://www.amazon.co.uk/dp/B0BD874175,,Available (see Keepa data),Available (see Keepa data),2,0.852,0.71,4.09,0.61,1.73,0.55,0.681666667,0.72,0.358333333,-0.72,-0.191666667,-15.21164021,4.32,-4.686226569,-0.049666667,-4.442456768
5.05544E+12,8.10075E+11,FALSE,B0C2H652ZJ,Goodyear Compact Mini Air Compressor 12V,"AstroAI Tyre Inflator Air Compressor 12V DC, Digital Car Tyre Pump 150 PSI, Preset Tyre Pressure & Auto Shutoff, Electric Air Pump for Car Tyres, Bicycles, Other Inflatables (Black&Yellow)",https://www.poundwholesale.co.uk/goodyear-compact-mini-air-compressor,https://www.amazon.co.uk/dp/B0C2H652ZJ,,Available (see Keepa data),,18,9.756,8.13,15.99,3,2.97,0.55,2.665,2.93,-0.775,-2.93,-1.325,-15.26497696,17.58,-8.286429018,0.301,4.267082506
5.01392E+12,5.01392E+12,TRUE,B01M0B9HWP,Artbox 18 Colour Watercolour Paints Wheel 3 Pack,"ArtBox Watercolour Paint Box, 5101",https://www.poundwholesale.co.uk/artbox-18-colour-watercolour-paints-wheel-3-pack,https://www.amazon.co.uk/dp/B01M0B9HWP,,Available (see Keepa data),Available (see Keepa data),11,0.888,0.74,3.89,0.42,1.73,0.55,0.648333333,0.688,0.351666667,-0.688,-0.198333333,-15.374677,4.128,-5.098543273,-0.050333333,-4.407472271
5.05544E+12,,TRUE,B09V1MK92V,Dekton 60mm Titanium Plated Padlock With 3 Keys,"Dekton 60MM Titanium Plated Iron Padlock | Heavy-Duty Iron Construction with Tough Shackle | Includes 3 Steel Keys | Ideal for Gates, Shed & Storage | Durable Locking Mechanism | Home & Industrial Use",https://www.poundwholesale.co.uk/dekton-60mm-titanium-plated-padlock-includes-3-keys,https://www.amazon.co.uk/dp/B09V1MK92V,,,,,3.66,3.05,8.44,1.055,2.8,0.55,1.406666667,1.491,0.128333333,-1.491,-0.421666667,-11.71296296,8.946,-4.996050553,0.188333333,6.29877369
5.01213E+12,5.01213E+12,TRUE,B09V88K5NY,"Home Collection Cambridge Black Photo Frame 4"" X 6""",Design Group Black Ribbed Design Freestanding Wall Mount Picture Photo Frame 4 x 6'',https://www.poundwholesale.co.uk/home-collection-cambridge-black-photo-frame-4-x-6,https://www.amazon.co.uk/dp/B09V88K5NY,,Available (see Keepa data),Available (see Keepa data),4,0.672,0.56,3.91,0.59,1.73,0.55,0.651666667,0.686,0.378333333,-0.686,-0.171666667,-15.46546547,4.116,-4.390451833,-0.059666667,-5.978623914
5.01213E+12,5.01213E+12,TRUE,B0BZ54TP3V,"Home Collection Cambridge White Glass Photo Frame 4"" X 6""",Design Group Photo Picture Frame Plain Off White Wood Glass Freestanding Wall Mount 4 x 6,https://www.poundwholesale.co.uk/home-collection-cambridge-white-glass-photo-frame-4-x-6,https://www.amazon.co.uk/dp/B0BZ54TP3V,,Available (see Keepa data),Available (see Keepa data),3,0.672,0.56,3.91,0.59,1.73,0.55,0.651666667,0.686,0.378333333,-0.686,-0.171666667,-15.46546547,4.116,-4.390451833,-0.059666667,-5.978623914
5.03867E+12,5.03867E+12,TRUE,B08MQLFKB3,Prima Reinforced Flexible Shower Hose 1.5m,"Prima 23299C 1.5m Shower Hose/Pipe, Silver",https://www.poundwholesale.co.uk/prima-reinforced-flexible-shower-hose-1-5m,https://www.amazon.co.uk/dp/B08MQLFKB3,,Available (see Keepa data),Available (see Keepa data),7,1.884,1.57,5.99,0.78,2.42,0.55,0.998333333,1.064,0.221666667,-1.064,-0.328333333,-15.48742138,6.384,-5.481357819,-0.014333333,-0.793650794
5.03048E+12,5.03048E+12,TRUE,B00JINLT78,Clear Plastic Rectangular Food Container With Lid 1000ml 3 Pack,4 Plastic Food Containers with Lids 1000ml Microwave Dishwasher Freezer Safe,https://www.poundwholesale.co.uk/clear-plastic-rectangular-food-container-with-lid-1000ml-3-pack,https://www.amazon.co.uk/dp/B00JINLT78,,,Available (see Keepa data),1,1.5,1.25,6.1,0.7625,2.8,0.55,1.016666667,1.0725,0.270833333,-1.0725,-0.279166667,-15.50925926,6.435,-4.576502732,-0.029166667,-1.88172043
6.29402E+12,,TRUE,B07PDMMQWQ,Geepas White 4-in-1 Electrical Whisk Hand Blender 200W,"Geepas 4-in-1 Hand Blender with Electric Whisk, 860ML Vegetable Chopper & 600ML Beaker | 200W Stick Blender, Soup Mixer, Hand Immersion blender| Mini Food Processor for Baby Food Soup Fruits Egg Whisk",https://www.poundwholesale.co.uk/geepas-white-4-in-1-electrical-whisk-hand-blender-200w,https://www.amazon.co.uk/dp/B07PDMMQWQ,,,,,19.62,16.35,24.99,3.12375,2.8,0.55,4.165,4.56475,-1.44875,-4.56475,-1.99875,-11.82692308,27.3885,-7.99819928,1.27125,9.326852531
5.05038E+12,5.05038E+12,TRUE,B005DQCVY4,Pestshield Mouse Traps 2 Pack,Pestshield Mouse Traps x 2 Indoor & Outdoor Use Easy to Use,https://www.poundwholesale.co.uk/pestshield-mouse-traps-2-pack,https://www.amazon.co.uk/dp/B005DQCVY4,,,Available (see Keepa data),4,1.104,0.92,5.69,0.85,2.65,0.55,0.948333333,0.994,0.321666667,-0.994,-0.228333333,-15.53287982,5.964,-4.012888108,-0.044333333,-3.447382063
5.03048E+12,5.03048E+12,TRUE,B00PH6Z30O,White 2-Ply Paper Napkins 40cm 40 Pack,"40 LUXURY 2 PLY WHITE PAPER DINNER NAPKINS - 40cm x 40cm Ideal for weddings, christenings, parties, bbq's etc",https://www.poundwholesale.co.uk/white-2-ply-paper-napkins-40cm-40-pack,https://www.amazon.co.uk/dp/B00PH6Z30O,,,Available (see Keepa data),2,1.356,1.13,5.95,0.89,2.65,0.55,0.991666667,1.044,0.288333333,-1.044,-0.261666667,-15.57539683,6.264,-4.397759104,-0.035666667,-2.45300321
5.05038E+12,5.05038E+12,TRUE,B076DD8QMP,Tango Car Air Freshener CDU Assorted Fragrances,Tango Liquid Car Air Freshener 4pk - Cherry Orange Apple & Lemon,https://www.poundwholesale.co.uk/tango-car-air-freshener-cdu-assorted-fragrances,https://www.amazon.co.uk/dp/B076DD8QMP,,,Available (see Keepa data),1,0.888,0.74,5.49,0.68625,2.8,0.55,0.915,0.95525,0.34875,-0.95525,-0.20125,-15.60077519,5.7315,-3.66575592,-0.05325,-4.662872154
5.03867E+12,,TRUE,B089T78WNB,Roadster Braided Steel Bicycle Lock Cable 1M,LOCK BICYCLE CABLE 1000MM,https://www.poundwholesale.co.uk/roadster-braided-steel-bicycle-lock-cable-1m,https://www.amazon.co.uk/dp/B089T78WNB,,,,,2.292,1.91,6.99,0.87375,2.8,0.55,1.165,1.22675,0.24125,-1.22675,-0.30875,-12.55081301,7.3605,-4.41702432,0.07325,3.525024062
5.03867E+12,,FALSE,B06X6G6H76,Marksman Deluxe Heavy Duty Adjustable Spray Gun,Jet deluxe garden hose car cleaning spray adjustable gun,https://www.poundwholesale.co.uk/marksman-deluxe-heavy-duty-adjustable-spray-gun,https://www.amazon.co.uk/dp/B06X6G6H76,,,,,3.972,3.31,8.55,1.06875,2.8,0.55,1.425,1.54575,-0.05375,-1.54575,-0.60375,-15.64119171,9.2745,-7.061403509,0.05825,1.821450907
5.05544E+12,5.05544E+12,TRUE,B07HM95899,Dekton Small Glue Sticks 7.2 X 150mm,"Dekton 12PC 7.2mm x 150mm Glue Sticks | Strong Bonding for Metal, Plastic, Fabric, Wood, Ribbon, Paper, and Cardboard | Quick Drying | Compatible with Most Glue Guns | Ideal for Crafting & Repairs",https://www.poundwholesale.co.uk/dekton-small-glue-sticks-7-2-x-150mm,https://www.amazon.co.uk/dp/B07HM95899,,,Available (see Keepa data),5,0.912,0.76,3.99,0.52,1.7,0.55,0.665,0.706,0.345,-0.706,-0.205,-15.64885496,4.236,-5.137844612,-0.053,-4.576856649
5.05634E+12,,TRUE,B09MMDPBD9,DID PVA Sponge Mop,"DID Pva Sponge Extendable Mop Floor Dust Cleaning Extra Absorption Telescopic Handle, Grey, 84cm x 28cm x 5cm, (CL4752)",https://www.poundwholesale.co.uk/did-pva-sponge-mop,https://www.amazon.co.uk/dp/B09MMDPBD9,,,,,5.304,4.42,10,1.25,2.8,0.55,1.666666667,1.804,-0.136666667,-1.804,-0.686666667,-13.81623072,10.824,-6.866666667,0.197333333,4.829499103
5.03867E+12,,TRUE,B078TK1ZX9,Roadster Cob LED Floodlight With Pir Sensor 20W,Roadster 31040C 20 WATT 1200 LM Cob Flood Light with Sensor,https://www.poundwholesale.co.uk/roadster-cob-led-floodlight-with-pir-sensor-20w,https://www.amazon.co.uk/dp/B078TK1ZX9,,,,,19.308,16.09,23.99,2.99875,2.8,0.55,3.998333333,4.48775,-1.897083333,-4.48775,-2.447083333,-14.70602965,26.9265,-10.20043074,0.770916667,5.743679531
5.05526E+12,5.05526E+12,TRUE,B00J27XWYS,Handy Homes Assorted Paint Brush Set 2 Pack,"Pack of 2 Paint Brushes Painting Decorating DIY 1 x 4"" inch & 1 x 1"" inch",https://www.poundwholesale.co.uk/handy-homes-assorted-paint-brush-set-2-pack,https://www.amazon.co.uk/dp/B00J27XWYS,,,Available (see Keepa data),1,1.02,0.85,4.99,1.25,1.73,0.55,0.831666667,0.876,0.328333333,-0.876,-0.221666667,-15.83333333,5.256,-4.442217769,-0.051666667,-4.200542005
5.03048E+12,5.03048E+12,TRUE,B07DC7Q2DV,Clear Plastic Round Food Containers With Lid 1000ml 4 Pack,Pack of 4 Food Storage Container With Lid Round 1000ml Kitchen Essential,https://www.poundwholesale.co.uk/clear-plastic-round-food-containers-with-lid-1000ml-4-pack,https://www.amazon.co.uk/dp/B07DC7Q2DV,,,Available (see Keepa data),2,0.924,0.77,5.52,0.69,2.8,0.55,0.92,0.962,0.34,-0.962,-0.21,-15.90909091,5.772,-3.804347826,-0.056,-4.802744425
5.05252E+12,5.05252E+12,TRUE,B08JMNSCKT,Smart Choice Degradable Dog Poop Bags & Dispenser 5 Pack,"Smart Choice Poop Holder and Degradable Bags, Black, 0.177999 kg, 5-count",https://www.poundwholesale.co.uk/smart-choice-degradable-dog-poop-bags-dispenser-5-pack,https://www.amazon.co.uk/dp/B08JMNSCKT,,Available (see Keepa data),Available (see Keepa data),7,2.28,1.9,6.9,1.04,2.65,0.55,1.15,1.228,0.16,-1.228,-0.39,-15.91836735,7.368,-5.652173913,-0.01,-0.483091787
5.02282E+12,,FALSE,B00F5ZRPQM,Status 2-Gang 13Amp Extension Cable Reel 5m,"STATUS Double Socket Cassette Reel, 5m, Orange, 10 Amp, Thermal Cut Out, Compact Extension Lead, Ideal for Indoor Use, Power Tools, DIY, Home Appliances (S5M10ACR5)",https://www.poundwholesale.co.uk/status-2-gang-13amp-extension-cable-reel-5m,https://www.amazon.co.uk/dp/B00F5ZRPQM,,,,,10.008,8.34,14.49,1.81125,2.8,0.55,2.415,2.70025,-0.87625,-2.70025,-1.42625,-16.04330709,16.2015,-9.842995169,0.24175,3.34741069
5.02209E+12,,TRUE,B071Z9KTH6,Clippy Plastic Under Bed Box With Black Lid 32ltr,32L Underbed Storage Box (With Ebony Lid),https://www.poundwholesale.co.uk/clippy-plastic-under-bed-box-with-black-lid-32ltr,https://www.amazon.co.uk/dp/B071Z9KTH6,,,,,4.476,3.73,9.09,1.13625,2.8,0.55,1.515,1.64325,-0.09125,-1.64325,-0.64125,-14.98247664,9.8595,-7.054455446,0.10475,2.964063384
