RowID,Verdict,Confidence,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Pack Verdict,Adjusted Profit,Key Match Evidence,Filter Reason,IsUnrelated
576,UNRELATED,15,MOP HEAD PLASTIC OPTIMA NO14 PK10,"Hamilton Beach Pro Smart Waffle Maker, Non-Stick, 7 Browning Levels, 5 Programmes, Family Size, Digital Display, Overflow Protection - HB5403T, Silver",5011251280368,5060916370364,B0CLH8FTC9,9.876,59.99,26.9116666666666,0,200,1:1,26.91,,Insufficient Evidence,True
577,NEEDS_VERIFICATION,40,WORK OF ART MINI CANVAS AND EASEL,"44 Pcs Mini Canvas and Easel, Small Canvas Painting Set Includes 4x4 Inches Canvases, Paint Brushes, Paint Palette and Acrylfarben, Wooden Mini Easels with Art Canvases for Kids and Artists Art Party",5013922073576,nan,B0D3C24SV9,1.68,15.99,5.975,0,100,1:1,5.97,,"High Title Sim, Brand Mismatch?",False
578,UNRELATED,20,DIAMOND PLASTIC WINE GLASS,Taylor & Brown Durable 6 Pack Clear Crystal Effect Wine Glasses with Stem - 200ml Plastic Red and White Wine Transparent Glasses Drinking Drinks Cups Reusable,5056283853067,5059799201841,B0DPLDGWNM,1.14,11.99,4.58291666666666,0,300,1:1,4.58,,Insufficient Evidence,True
579,NEEDS_VERIFICATION,40,TABLE TOP TRASH CAN,"Small desk bin mini waste bin with lid kids dustbin trash can for classic desk, desktop, bedroom, office table top bin in blue and yellow color YAGGOOD",5056239423443,nan,B08V4Y13M3,1.14,11.99,4.58291666666666,0,100,1:1,4.58,,"High Title Sim, Brand Mismatch?",False
580,UNRELATED,20,EVERREADY T8 6FT 70W TUBE LIGHT,"Bright Source 6ft (1763mm) 28w LED T8 Tube, 2520lm, 3000K Warm White, Replacement for 70w T8 Fluorescent, Starter Included - Direct Mains or for use with Switch Start Fitting with Magnetic Ballast",5050028016120,nan,B0C8TXW6J8,4.90799999999999,29.89,14.1220833333333,0,50,1:1,14.12,,Insufficient Evidence,True
581,UNRELATED,20,OPAL ROUND SOUP PLATE WHITE,"Best House | 6 Pcs Opalware Dinner Plates Round | 10""/25.5 cm | Set of 6 Pcs | White | Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",6260573000614,nan,B0DR2XPS27,0.936,14.99,4.04166666666666,0,200,1:1,4.04,,Insufficient Evidence,True
582,UNRELATED,20,JCB LED BULB WARM WHITE CANDLE BC 6W/40W,"10 X JCB 6w = 40w LED Opal Candles - 3000k - Warm White (6w = 40w, Small Bayonet Cap (SBC) [Energy Class A+]",5050028108436,5055905295872,B07G3673W4,0.876,11.29,3.88833333333333,0,200,1:1,3.89,,Insufficient Evidence,True
583,NEEDS_VERIFICATION,40,JCB LED BULB WARM WHITE CANDLE SBC 6W/40W,"10 X JCB 6w = 40w LED Opal Candles - 3000k - Warm White (6w = 40w, Small Bayonet Cap (SBC) [Energy Class A+]",5050028108450,5055905295872,B07G3673W4,0.876,11.29,3.88833333333333,0,200,1:1,3.89,,"High Title Sim, Brand Mismatch?",False
584,UNRELATED,20,DRESS UP CHILD FAIRY WINGS,"EQLEF Fairy Wings Costume Kids, Princess Fairy Costume Butterfly Wings Set for Girls Tutu Wand",5026619372548,6425496666907,B07KG16PJ2,1.68,13.95,5.915,0,100,1:1,5.92,,Insufficient Evidence,True
585,NEEDS_VERIFICATION,40,TOP 3 ROTARY FOOD CHOPPER STAINLESS STEEL,Ourokhome Rotary Cheese Grater Vegetable Slicer - Rotary Round Drum Grater Chopper with 3 Stainless Steel Drums Strong Suction Base (Black),5060753251857,nan,B0BNK8VQML,3.828,26.99,11.3416666666666,0,500,1:1,11.34,,"High Title Sim, Brand Mismatch?",False
586,NEEDS_VERIFICATION,40,COB LIGHT SWITCH,"TBTeek Closet Light, Super Bright, Battery Operated, Stick Anywhere, Cob Led Light Switch Nightlight, Tap Lights for Closet, Shed, Attic, Emergency (4 Pack)",6923456806306,658126352314,B075VLYM6M,1.14,12.99,4.545,0,100,1:1,4.54,,"High Title Sim, Brand Mismatch?",False
587,UNRELATED,20,WILD BLOOM BALLPOINT PENS 3,"3 Pcs Floral Ballpoint Pens with Gift Box, Metal Rose Flower Art Ball Point Pen Set, Cute Retractable 1.0mm Black Ink Writing Pens Set for Women Christmas Teacher Office Stationery Gifts, Smooth Write",5012128617010,nan,B0G34T9NH1,0.876,9.99,3.875,0,100,1:1,3.88,,Insufficient Evidence,True
588,UNRELATED,15,PPS HEAVY DUTY TUMBLER 10OZ 20 PIECES,"Tebery 100 Pack Gold Plastic Cups Tumblers, 10oz Clear Reusable Wedding Cups Elegant Party Cup with Gold Rim",5030481960222,nan,B08DCZC33V,2.004,19.99,6.71833333333333,0,200,1:1,6.72,,Insufficient Evidence,True
589,UNRELATED,20,COUNTRY CLUB MEMORY FOAM NECK PILLOW,"Cervical Neck Pillow, Ergonomic Memory Foam Pillows for Neck Pain Relief with Breathable Pillowcase, Contour Neck Support Pillow for Side Back Stomach Sleepers, Odorless",5023674227837,nan,B0FYDMWMKX,5.04,30.38,14.3591666666666,0,700,1:1,14.36,,Insufficient Evidence,True
590,NEEDS_VERIFICATION,40,ASHLEY CERAMIC HUMIDIFIER,"Ceramic Essential Oil Diffuser For Home Electric 200ml Large Humidifier Cool Mist Aromatherapy Premium Ultrasonic 4 In 1, 9 LED Lights, 4 Timer Adjust Settings And Waterless Auto-Off Home Fragrance",5017403123224,nan,B0D7BHB64L,2.28,18.99,7.39499999999999,0,900,1:1,7.39,,"High Title Sim, Brand Mismatch?",False
591,NEEDS_VERIFICATION,40,DEKTON UTILITY KNIFE SET,"Nuovva Sharp Kitchen Knife Set â€“ 7Pcs Stainless Steel Blades with Wooden Style Handles â€“ 360Â° Rotating Acrylic Knives Block Set with Sharpener â€“ Chef, Bread, Utility, Scissors, Paring & Carving Tools",5055441458748,nan,B0948Z8CMY,3.372,24.99,10.1349999999999,0,600,1:1,10.13,,"High Title Sim, Brand Mismatch?",False
592,NEEDS_VERIFICATION,40,GLASS DRINKING JAR WITH STRAW,"Rink Drink Drinking Mason Jars with Lids and Reusable Straw - Pack of 4-620ml Glass Drinking Jar Mugs with Handles and Screw Top for Overnight Oats, Smoothies, Cocktails, Drinks",6923456800816,5055415199554,B01AY03ZRA,0.744,13.99,3.51833333333333,0,50,1:1,3.52,,"High Title Sim, Brand Mismatch?",False
593,UNRELATED,15,CURLING RIBBON WHITE 5MX500M,"Gillette Antiperspirant Clear Gel Deodorant For Men, 48-Hour Invisible Sweat and Odour Protection, Pack of 6, 420 ML (6 X 70 ML), Sport Triumph",8001565204003,nan,B0BB35LDPJ,1.884,17.01,6.375,0,600,1:1,6.38,,Insufficient Evidence,True
594,UNRELATED,15,GIFTMAKER WREATH STORAGE BAG 45X15CM,"SEYMAC stock Case for iPad (A16) 11th/10th Generation 11''/10.9'' 2025/2022, Full Body Shockproof Cover with Screen Protector, Foldable Stand & Shoulder Strap for iPad 11 inch A16/10.9 inch, Black",5012128597411,nan,B0F8VHC6GY,2.148,17.99,7.03166666666666,0,100,1:1,7.03,,Insufficient Evidence,True
595,UNRELATED,15,BEAUTY WOOD EFFECT BRUSH RADIAL,"Kent 60mm Volumising Round Brush PF03 - Brush for Curling, Adding Volume & Shine to Medium to Long Hair, Handmade Beechwood Bristle & Nylon Mix",5014749141554,nan,B000V9KJXI,1.272,12.5,4.83416666666666,0,200,1:1,4.83,,Insufficient Evidence,True
596,UNRELATED,15,OVEN LOVE BAKING DISH OVAL WHITE 0.9L,Stapler Plier Stapler with 1000 Staples and Remover Set 20 Sheets Capacity Full Desktop Office Size Work,5018705740379,656664855519,B077R25DCR,2.4,18.99,7.655,0,100,1:1,7.66,,Insufficient Evidence,True
597,UNRELATED,15,OVEN LOVE BAKING DISH OVAL LIME GREEN 0.9L,Stapler Plier Stapler with 1000 Staples and Remover Set 20 Sheets Capacity Full Desktop Office Size Work,5018705740300,656664855519,B077R25DCR,2.4,18.99,7.655,0,100,1:1,7.66,,Insufficient Evidence,True
598,UNRELATED,20,CHAMPAGNE GLASS PLASTIC ASSORTED 177ML,"MATANA 24 Premium Plastic Champagne Flutes with Gold Glitter, 150ml - Reusable Champagne Glasses, Plastic Flutes, Prosecco Glasses for Cocktails, Wine, Dessert, Weddings, Birthdays, BBQ, Parties",8721037402613,5060630695699,B0D9KKTVZK,0.852,11.99,3.78166666666666,0,300,1:1,3.78,,Insufficient Evidence,True
599,NEEDS_VERIFICATION,40,COTTON CARE KIT,100 Pieces Disposable Iodine Cotton swabs Portable Iodine Disinfection Cotton swabs for Emergency Wound Care,5056239472335,751713472881,B09KN3V2G5,1.008,9.6,4.17,0,50,1:1,4.17,,"High Title Sim, Brand Mismatch?",False
600,NEEDS_VERIFICATION,40,Plastic Food Containers 1000ml 4pk,ZENO Glass Food Storage with Lids 4 Pack | 1000ml Airtight Food Containers | BPA Free Food Storage Containers with Plastic Locking Lids | Glass Meal Prep Lunch Box Takeaway Containers,5056175988600,5060862671591,B09X7JR23L,1.476,17.95,5.33833333333333,0,200,1:1,5.34,,"High Title Sim, Brand Mismatch?",False
601,UNRELATED,15,MUNCH CRUNCH RAWHIDE SHOES SMALL 3PK,Good Boy - Medium Rawhide Chomp Sticks - Dog Chews - Made From 100 Percent Natural Hide - Pack of 100 - Dog Treats Natural,5053249204222,5000239050451,B003F16R9O,1.212,13.59,4.675,0,200,1:1,4.67,,Insufficient Evidence,True
602,NEEDS_VERIFICATION,40,PLASTIC CLEAR 4 SECTION TRAY,"Junw 4 pack Clear Compartment Trays with 6 Section, Reusable Plastic Trays and Platters for Parties, 12"" Serving Tray Perfect for Appetizers Snacks, Veggie, Candy, Fruit & Nut",615867837371,767461986853,B0F28RTFV4,1.236,13.99,4.72833333333333,0,100,1:1,4.73,,"High Title Sim, Brand Mismatch?",False
603,UNRELATED,20,TULIP TEALIGHT HOLDER 6.5CM,"Set of 6 Glass Tea Light Candle Holders, Tulip Tealight Holders for Table Centerpiece, Votive Candle Holders for Christmas, Wedding, Birthday Party, Home Decor (Clear)",5024418611899,nan,B0FLVQNK11,1.476,14.99,5.32166666666666,0,50,1:1,5.32,,Insufficient Evidence,True
604,NEEDS_VERIFICATION,40,TALA FISH SCALER,"Fish Scaler Stainless Steel, Premium Fish Scale Remover Integrated Casting, Heavy Duty Wedge-Shaped Sawtooth Fish Descaler Tool, Ergonomic Handle Fish Scaler Remover No Mess, Fish Scaler Tool",5012904071951,nan,B0CH9BL1B3,2.616,19.99,8.15833333333333,0,50,1:1,8.16,,"High Title Sim, Brand Mismatch?",False
605,FILTERED_OUT,30,WOODEN CHOPPING BOARD SLIM 29.5X20X0.4CM,SOL 2pk Bamboo Cutting Board for Kitchen 30 x 20cm x 1cm Wooden Chopping Surface for Bread Meat Fruit and Vegetables Durable Serving Tray for Household Meal Preparation Everyday Use,6923456811188,nan,B0CDCP9X3Y,0.744,9.99,3.49625,0,200,Bundle 30x,-18.08,Multipack (x30),Negative Adjusted Profit,False
606,UNRELATED,20,CAST IRON PADLOCK 40MM,"SEPOXÂ® Heavy Duty Padlock Keyed Alike, 40MM 1-9/16"" Laminated Steel Lock Body, 2-3/8"" Extra Long Shackle, Ideal for Gym Locker, Sheds, Gate, Warehouse, Hasp (2 Same Keys)",5056338358110,nan,B074QKHZ94,0.744,9.99,3.49625,0,400,1:1,3.5,,Insufficient Evidence,True
607,NEEDS_VERIFICATION,40,CORRUGATED PAPER 10,600mm x 10m Corrugated Cardboard Paper Roll - 10 Metres,8719987799754,5056062669476,B0CP2HBK7H,1.344,12.8,4.98666666666666,0,100,1:1,4.99,,"High Title Sim, Brand Mismatch?",False
608,UNRELATED,20,EXTRASTAR 5W LED FLASLIGHT TORCH,"Luceco LED Tilting Torch Light with USB Power Bank, 2 Light Modes, Rechargeable, Black, IK05, 5W, 450lm, 6500K, LILT45T65",8432011550083,nan,B07N4FSYHR,2.892,19.99,8.78958333333333,0,50,1:1,8.79,,Insufficient Evidence,True
609,UNRELATED,20,NY COFFEE 3IN1 12PC 170G,Blissify - NY Coffee 3-in-1 Instant White Coffee Mix with Sugar 100 Satchet Case Pack - 10 Cases x 10 Packets - Value Pack,5900649084339,5060980497837,B0FYQXKFGS,1.476,14.99,5.28166666666666,0,50,1:1,5.28,,Insufficient Evidence,True
610,NEEDS_VERIFICATION,40,MENS LEATHER WALLET 1148,"Soft Leather Wallets for Men UK - RFID Blocking - Stylish Mens Wallet with Coin Pocket Everyday Use - Holds Bills, Credit Cards, Coins - Leather Craftsmanship - Gifts for Men.",5038756001489,8437025112654,B081WQLR5S,4.5,28.99,12.7383333333333,0,700,1:1,12.74,,"High Title Sim, Brand Mismatch?",False
611,UNRELATED,15,LUMINARC HARENA SOUP PLATE 23CM BLACK,"Music Theory Key Concepts Wheel, Guitar, Piano, Accelerated Learning Tool, Understand Chords, Scales, Keys - FAST! No Music Reading Needed. New for 2025.",883314568684,733968644107,B0DTBVMRSS,1.36799999999999,11.99,4.99166666666666,0,50,1:1,4.99,,Insufficient Evidence,True
612,UNRELATED,20,PPS PLASTIC CUTLERY ASST WHITE 48PCS,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",50304811950154,nan,B0DPNM9J3L,0.672,10.79,3.26166666666666,0,50,1:1,3.26,,Insufficient Evidence,True
613,UNRELATED,5,BLOOME OIL FRAGRANCE 2PK,"Arabian Oudh Diffuser Oil Set, Essential Oils by Dukhni | 3 x 10ml Oud Oil Gift Set for Diffuser & humidifier | 100% Pure Halal Oils | Relax with Home Aromatherapy, for Relaxation & Massage",5056175907663,8904467601386,B0D73FVN24,1.008,11.99,4.08166666666666,0,100,Bundle 3x,2.07,Multipack (x3),Insufficient Evidence,True
614,FILTERED_OUT,30,PPS SERVING PLATTER REUSABLE PLASTIC WHITE 35x21CM 2 PIECES,"MATANA 6 White Rectangular Serving Platters with Silver Rim, 30x23cm - Reusable Plastic Trays for Snack, Sandwich, Buffet Trays, Food Serving, Catering, Parties, Weddings, Birthdays",5030481984464,5060630696863,B0DFHLTLP2,0.683999999999999,9.99,3.285,0,50,Bundle 30x,-16.55,Multipack (x30),Negative Adjusted Profit,False
615,UNRELATED,20,SECURPLUMB PS STOP ENDS 15MM,John Guest Speedfit 15mm Stop Ends - (Pack of 2X PSE4615W),5019923196283,5065022550105,B0FCXZNPQC,0.708,9.8,3.33666666666666,0,100,1:1,3.34,,Insufficient Evidence,True
616,UNRELATED,15,APOLLO SILICONE PINCH GRIPS CDU,"MoveRays Hand Grip Strengthener, Forearm, Fingers Exerciser - Silicone Rings for Muscle Training, Sports, Rock Climbing, Fitness",5026180083492,627987373509,B097NJ5LDP,1.14,12.99,4.375,0,200,1:1,4.38,,Insufficient Evidence,True
617,UNRELATED,15,RAVENHEAD MYSTIQUE BRANDY GLASSES 48CL PK2,"Igluu Meal Prep Glass Containers with Air Vent Lids (5 Pack+Extra Lid) â€“ Airtight & BPA-Free â€“ Oven, Microwave, Freezer and Dishwasher Safe â€“ 840ml â€“ Durable Borosilicate Glass",5010853269108,604565355669,B07XJ68DCP,4.452,31.95,12.425,0,200,1:1,12.43,,Insufficient Evidence,True
618,UNRELATED,20,CAR PRIDE CAR VENT AIR FRESHENER VANILLA COCOA 4ML PACK OF 2,"SCENTORINI Car Air Freshener, Vent Clip, 2 Fragrance, Cotton, Vanilla for Cars, New Car Smell, Adjustable Scent Strength, Cars Perfume Air Freshener 6 Pack",5053249281827,nan,B0DRNZ7P94,1.14,11.69,4.37041666666666,0,100,1:1,4.37,,Insufficient Evidence,True
619,UNRELATED,15,SCOURER XL STAINLESS STEEL 40G PK10,"Cole & Mason 605 Salt and Pepper Mill Set, Precision+/Ceramic Mechanisms, Adjustable Salt and Pepper Grinders, Acrylic, 144mm, Cooking/Seasoning, Lifetime Mechanism Guarantee",5011251182440,5011268823138,B0C9MMVLW7,3.624,24.98,10.3666666666666,0,100,1:1,10.37,,Insufficient Evidence,True
620,UNRELATED,20,CERAMIC MUG PATTERN ASST DESIGN,Lesser & Pavey Reactive Glaze Mugs for Tea and Coffee | Large Ceramic Earthenware Mug 400ml for Kitchen | Premium Designs Reactive Glaze S2 Mugs 2 ASST Stoneware Mug Set of 2 - Elements,6923456795372,5010792725925,B0CNS21KRN,1.008,12.52,4.03333333333333,0,50,1:1,4.03,,Insufficient Evidence,True
621,UNRELATED,20,DINOSAUR  PLASTIC  DRINKING BOTTLE 500ML ASSORTED,"Ion8 Water Bottle, 500ml/18oz, Slim Leak Proof & BPA-Free Drinking Bottle, Secure Lock Prevents Spills, Dishwasher Safe, Carry Handle, Ideal for Adults & Kids - Travel, Gym & School, Blue, Dinosaur",5050565421586,619098088793,B0BS6VWFK5,1.332,14.0,4.81666666666666,0,100,1:1,4.82,,Insufficient Evidence,True
622,UNRELATED,15,PRICE & KENSINGTON 2 CUP TEAPOT JADE GREEN,English Pewter Company Stag Head Whisky Glass Tumbler with Pewter Base [STAG104],5010853210841,5060400676286,B00XA0196G,5.736,35.0,15.4566666666666,0,100,1:1,15.46,,Insufficient Evidence,True
623,NEEDS_VERIFICATION,40,PRIMA STAINLESS STEEL PEELER SWIVEL,OXO Steel Swivel Peeler,5038673131511,719812052175,B09BW19KZ9,1.008,11.0,4.02666666666666,0,100,1:1,4.03,,"High Title Sim, Brand Mismatch?",False
624,UNRELATED,15,BLUE CANYON UNIVERSAL HEIGHT ADUSTER 22-28MM CHROME,SKYLEO Desk Lamp - LED Desk Light - 5 Color Modes X 11 Brightness Levels - Adjustable Swing Arm - Timmer & Memory Function - 12W Study Lamp - Black,5056295706894,603134706802,B0D1DLY4H4,3.564,24.99,10.1949999999999,0,600,1:1,10.19,,Insufficient Evidence,True
625,FILTERED_OUT,30,SILVER METALLIC MAILERS PK3 230X340MM SIZE F,"Bubble Mailers 100 Pack, Metallic Foil Bubble Mailer Waterproof Self Seal Shipping Gold Silver Black or Pink, Padded Envelopes for Mailing Packaging (Silver, 140x175mm)",5061024360247,5061007790856,B0CKLXPPMX,1.476,14.72,5.14666666666666,0,50,Bundle 140x,-200.02,Multipack (x140),Negative Adjusted Profit,False
626,UNRELATED,20,ASHLEY BIODEGRADABLE STRAWS BLACK 40PCE,"500 x Black Paper Drinking Straws Biodegradable Eco 8"" (20cm) Approx (2x250) by Healthy Home",5017403134350,nan,B0DH4XN19H,1.008,12.49,4.01833333333333,0,300,1:1,4.02,,Insufficient Evidence,True
627,UNRELATED,15,LIBERTY GLASS HIBALL PK3,"354pcs 25mm Wet Dry Sanding Discs Drums for Dremel Sanding Bits 60-10000 Grit Sandpaper Compatible with Dremel Rotary Tools, Micromesh Pads Polishing Kit for Resin Wood Jewelry Metal",8692952002366,nan,B0FG26SCQ4,2.172,16.99,6.81833333333333,0,100,1:1,6.82,,Low Text Similarity,True
628,NEEDS_VERIFICATION,40,SIL WATER BOTTLE WITH PILL BOX,BOTTLE BOTTLE Insulated Water Bottle 950ml(32oz) Stainless Steel Sports Water Bottles with Straw Dual-use Lid Drink Flask Design for Gym with Pill Box (Rabbits),5024418539377,nan,B0FHDQ6V5N,2.688,18.69,8.03875,0,100,1:1,8.04,,"High Title Sim, Brand Mismatch?",False
629,UNRELATED,15,MASON CASH DINNER PLATE 26CM CREAM,"Vtopmart Glass Mixing Bowls with Lids, Set of 5 Borosilicate Glass Salad Bowl, Nesting Kitchen Serving Bowls for Prep, Cooking, Baking, Microwave Freezer Dishwasher Safe (0.2/0.5/1.0/2.0/3.5 L)",5010853236735,nan,B0F9F4MHPV,2.616,23.27,7.85166666666666,0,200,1:1,7.85,,Insufficient Evidence,True
630,UNRELATED,15,MASON CASH SIDE PLATE 20CM CREAM,"Vtopmart Glass Mixing Bowls with Lids, Set of 5 Borosilicate Glass Salad Bowl, Nesting Kitchen Serving Bowls for Prep, Cooking, Baking, Microwave Freezer Dishwasher Safe (0.2/0.5/1.0/2.0/3.5 L)",5010853236742,nan,B0F9F4MHPV,2.616,23.27,7.85166666666666,0,200,1:1,7.85,,Insufficient Evidence,True
631,FILTERED_OUT,5,DISH BRUSHES PK4,"MR.SIGA Round Dish Brush, Size: Dia 5.5 x 25cm - Pack of 3",5056239420282,6925828215686,B013378936,1.476,13.99,5.11833333333333,0,200,Bundle 5x,-0.79,Multipack (x5),Negative Adjusted Profit,False
632,UNRELATED,20,BABY PIPKIN FEEDING SPOONS 7PCE,NumNum GOOtensil Pre-Spoons - Baby Spoons Set for 6+ Months - Silicone Self Feeding Utensils BPA-Free - Baby Led Weaning (BLW) Supplies & Feeding Essentials - 2 Spoons (Blue & Orange),5055706660015,nan,B01GEOZEVU,1.2,9.99,4.455,0,700,Split Candidate,4.46,,Insufficient Evidence,True
633,FILTERED_OUT,65,LAV NECTAR TUMBLER 3PC 280ML,LAV 12x 280ml Nectar Glass Tumblers - Dishwasher Safe Kitchen Water Cocktail Juice Gin Wine Whisky Drinking Glassware Glasses Set,8692952070839,5055512045112,B0B1N8DRF7,2.544,17.99,7.66291666666666,0,50,Bundle 12x,-20.32,"Brand Match, Multipack (x12)",Negative Adjusted Profit,False
634,NEEDS_VERIFICATION,40,CERAMIC WAX/OIL BURNER,Grey Ombre Glaze Tea Light Essential Oil Burner | Ceramic Wax Melt Burner Fragrance Oil Burner Diffuser | Round Tealight Holder Oil Burner,5055566999041,nan,B0CKLQ3G62,1.008,10.99,3.98458333333333,0,200,1:1,3.98,,"High Title Sim, Brand Mismatch?",False
635,NEEDS_VERIFICATION,40,SIL TOILET ROLL HOLDER STAINLESS STEEL,"Free-Standing Toilet Roll Holder, Stainless Steel, Silver, Holds 5 Rolls",5024418537410,nan,B09377NPKH,1.008,12.1,3.97333333333333,0,600,1:1,3.97,,"High Title Sim, Brand Mismatch?",False
636,UNRELATED,20,DEKTON HOBBY KIT 7PC,"Aussel Gundam Model Tools Kit, Model Basic Tools Craft Set, Hobby Building Craft Set, for Basic Model Building Repairing and Fixing, 26 Pcs",5055441428031,732046997494,B07TT3CR46,1.344,13.99,4.75833333333333,0,100,1:1,4.76,,Insufficient Evidence,True
637,NEEDS_VERIFICATION,40,CRAFT PAINT 200ML NEON,6 Cans Of Fluorescent Neon Spray Can Paint 200ML Graffiti (Banksey) N0 CFCs,5056170314992,nan,B071KL5K2C,1.008,10.93,3.94208333333333,0,200,1:1,3.94,,"High Title Sim, Brand Mismatch?",False
638,UNRELATED,20,151 TAPE MASKING 40M,Point One Products 120m WIDE MASKING TAPE. 4 ROLLS. Thick Masking Tape for Painting and Decorating - Multi-Use Paper Tape. 4 x 30m rolls of 48mm Low Tack Masking Tape,5053249246772,5070000542034,B0BPYXS2SZ,1.14,12.49,4.24833333333333,0,600,1:1,4.25,,Insufficient Evidence,True
639,FILTERED_OUT,5,HOT POT TRIVET 30CM,"2 Pack Silicone Trivets for Hot Pans and Pots, 40x30cm Large Multipurpose Silicone Trivets for Kitchen Worktops, Flexible Heat Resistant Mat Kitchen Worktop Protector for Hot Dishes Pots No Slip",6923456816145,nan,B0CPPD16QG,0.804,9.99,3.44625,0,100,Bundle 40x,-27.91,Multipack (x40),Negative Adjusted Profit,False
640,UNRELATED,20,PPS PLASTIC PINT 12 TUMBLERS,"Set of 6 Unbreakable Polycarbonate Plastic Pint Glasses. Capacity (1 pint / 568ml / 20oz). Ideal for bbq's, camping, glamping, boats and general use.. Dishwasher safe.",5030481960208,nan,B00O2F0LT4,0.804,9.99,3.44625,0,300,1:1,3.45,,Insufficient Evidence,True
641,UNRELATED,20,ADORN REUSABLE SHOT GLASSES COLORED 20 PACK,"Volila Heavy Base Shot Glasses - 25ml (6 Pack) Coloured Set for Alcohol, Vodka, Expresso, Tequila & Desserts - Durable & Reusable for Home, Bars & Party",6923456802063,nan,B0CJ9LXBJD,0.804,9.99,3.44625,0,600,Split Candidate,3.45,,Insufficient Evidence,True
642,UNRELATED,15,GIFTMAKER CARD GLASSES,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",5012213505086,nan,B0D7T8LTNV,0.804,9.99,3.44625,0,300,1:1,3.45,,Insufficient Evidence,True
643,UNRELATED,15,EVERBUILD PLUMBERS PUTTY 750ML BEIGE,"Libraton PVC Pipe Cutter 63mm, Large PVC Cutter, Improved Blade for Heavy-Duty, Plastic Pipe Cutter for Cutting PVC Pipe, PEX Pipe, Plastic Pipes",5029347600655,630808009174,B093PRY4ZQ,3.768,23.99,10.4116666666666,0,100,1:1,10.41,,Insufficient Evidence,True
644,UNRELATED,20,FIRST STEPS SOOTHER & STERILISER BOX,BIBS Dummy Box with Elastic Band Steriliser Box for Dummies 100% BPA Free Material Blossom,5015302108519,5713795246731,B0BTYR7BQP,0.804,9.71,3.44166666666666,0,50,1:1,3.44,,Insufficient Evidence,True
645,UNRELATED,15,"KIYOTO CEREAL BOWL BLACK 6""","Delta Kites for Kids and Adults, Easy to Fly Kite, beginner kites for kids ages 6-10,Kite Handle and Line Included,",8694169938612,702103825879,B0D8WL7Z3L,1.14,12.99,4.225,0,100,1:1,4.22,,Insufficient Evidence,True
646,UNRELATED,15,"KIYOTO CEREAL BOWL  6""","Delta Kites for Kids and Adults, Easy to Fly Kite, beginner kites for kids ages 6-10,Kite Handle and Line Included,",8694169938582,702103825879,B0D8WL7Z3L,1.14,12.99,4.225,0,100,1:1,4.22,,Insufficient Evidence,True
647,UNRELATED,15,COPE COFFEE MUG 11CM,"Delta Kites for Kids and Adults, Easy to Fly Kite, beginner kites for kids ages 6-10,Kite Handle and Line Included,",8694169940158,702103825879,B0D8WL7Z3L,1.14,12.99,4.225,0,100,1:1,4.22,,Low Text Similarity,True
648,FILTERED_OUT,30,SECURIT SHELF BRACKET GREY 12X10 INCH,Merriway BH05567 (8 Pcs) London Style Shelf Brackets 300 x 250mm (12 x 10 Inch) Grey - Pack of 8 Pieces,5019923770179,nan,B01N25E7Z0,0.912,10.45,3.68208333333333,0,50,Bundle 300x,-269.01,Multipack (x300),Negative Adjusted Profit,False
649,FILTERED_OUT,30,ELECTRONIC LIGHTER 3PC 6 ASS DESIGN,KARAN KING 50PK ELECTRONIC LIGHTER 5 COLOR CHILD SAFE UK SELLER,8711252795362,7426974490341,B08B4P1M78,1.008,10.88,3.90666666666666,0,600,Bundle 50x,-45.49,Multipack (x50),Negative Adjusted Profit,False
650,FILTERED_OUT,30,ELECTRONIC LIGHTERS PK4-CARS,KARAN KING 50PK ELECTRONIC LIGHTER 5 COLOR CHILD SAFE UK SELLER,5056239441126,7426974490341,B08B4P1M78,1.008,10.88,3.90666666666666,0,600,Bundle 50x,-45.49,Multipack (x50),Negative Adjusted Profit,False
651,UNRELATED,15,BRIGHT & HOMELY GARDEN HEDGE SHEARS,"Darlac Telescopic Hedge Shear - Extendable Handles Adjust to Exact Length Required - Super Lightweight Approx 1kg - Razor Sharp Blade Ideal for Hedge Trimming, Green Growth & Light Woody Growth",5050796010511,5038210010002,B0028YPW68,4.032,28.99,10.9883333333333,0,50,1:1,10.99,,Insufficient Evidence,True
652,UNRELATED,15,MARKSMAN STAINLESS STEEL HOOKS 5PCE,"Josmimic 10 Pack Aluminum Wall Hooks for Hanging: 10KG Metal Strong Hook with Screw, Individual Hangers for Clothes Coat Towel, for Bathroom Door, Black 10cm",5038673686202,nan,B0D4TLBR3M,1.008,9.99,3.905,0,200,1:1,3.9,,Insufficient Evidence,True
