SupplierTitle,AmazonTitle,ASIN,EAN_fixed,match_method,Tier,confidence_level,bought_in_past_month,amazon_sales_badge,NetProfit,ROI,SupplierPrice_exVAT,SellingPrice_incVAT,Bucket,Unit_Qty_Flag,Unit_Qty_Note,SupplierURL,AmazonURL,fba_seller_count,total_offer_count
PILL BOX 3 ASSORTED,"Zoolion Weekly Pill Box 7 Day 3 Times a Day (Morn/noon/Night), Daily Portable Travel Pill Box Organiser, Tablet Organiser with Large Compartments, Hold for Fish Oils, Vitamins, Supplements (Black)",B0BG6WZY39,5010790000000,title,T2_TITLE_MATCH,medium,2000,,1.098333333,46.93732194,1.79,7.99,A,MATCH,,https://www.efghousewares.co.uk/pill-box-3-assorted-116468,https://www.amazon.co.uk/dp/B0BG6WZY39,Available (see Keepa data),1
SOUDAL EXPANDING FOAM HAND HELD 150ML,Soudal 750ml Champagne Gap Filler Expanding Foam Handheld Spray with Nozzle & Gloves (3),B07STZLCM6,5411180000000,EAN,T1_EAN_EXACT,high,400,400,5.474583333,174.9068158,2.58,15.55,A,MATCH,,https://www.efghousewares.co.uk/soudal-expanding-foam-hand-held-150ml,https://www.amazon.co.uk/dp/B07STZLCM6,,
HANKIE LADIES 5 PRINTER HANKIES ASSORTED,"URAQT Men's Handkerchiefs, 12 Pack Soft Gents Hankies Set, Mens Premium Handkerchiefs Assorted Pocket Square Hankies for Men and Women, Classic Hankie for Grooms, Weddings, Prom, Celebration, Party",B0B71NVP9X,5020130000000,report_reconstruction,T2_TITLE_MATCH,high,1000,,2.187,140.3722721,1.008,6.99,A,MATCH,,https://www.efghousewares.co.uk/hankie-ladies-5-printer-hankies-assorted,https://www.amazon.co.uk/dp/B0B71NVP9X,Available (see Keepa data),1
PRIMA SHOE RACK WOODEN TWO TIER WALNUT,"LEMIKKLE Shoe Rack, Oak Wooden Shoe Storage Rack, 2 Tier Stainless Steel Expandable Design, Ideal for Small Shoe Rack for Narrow Space, Suitable for Entrances, Garages, Bedrooms, Cloakrooms",B0CJ8MGXPH,5038670000000,title,T2_TITLE_MATCH,medium,200,200,10.91166667,224.5198903,4.31,29.99,A,MATCH,,https://www.efghousewares.co.uk/prima-shoe-rack-wooden-two-tier-walnut,https://www.amazon.co.uk/dp/B0CJ8MGXPH,Available (see Keepa data),1
DENIM FACE WASH CAHRCOAL DETOX 100ML PK6,"Lumin Charcoal Face Wash Daily Detox, Purifying Cleanser for Men with Charcoal, Rose Oil & Centella, 100ml",B07XVJR8W7,18717300000000,title,T2_TITLE_MATCH,medium,800,800,2.7,69.23076923,3.35,14.4,A,MATCH,,https://www.efghousewares.co.uk/denim-face-wash-100ml-detox-char-pk6,https://www.amazon.co.uk/dp/B07XVJR8W7,Available (see Keepa data),2
CREATOR ZONE CHALK MARKERS 6PC,"Liquid Chalk Pens – 8 Bright Chalk Markers for Blackboards & Chalkboards, Windows & Glass | Erasable 6mm Pens for Kids, Classrooms & Crafts",B015R6JFNY,5056680000000,report_reconstruction,T2_TITLE_MATCH,high,700,700,3.079916667,197.6839966,1.008,9.95,A,MATCH,,https://www.efghousewares.co.uk/creator-zone-chalk-markers-6pc-120852,https://www.amazon.co.uk/dp/B015R6JFNY,,
KIDS CREATE PUSH AND CREATE KIT,"Zoyrin Push-in Craft Kits for Kids–DIY Craft Kits Gifts for Girls & Boys Ages 4, 5, 6, 7, 8, 9, Mess-Free Craft Set with 800+ Fabric & Foam Pieces",B0FHBYHGFX,5012130000000,report_reconstruction,T2_TITLE_MATCH,high,400,400,5.386333333,384.1892534,0.852,13.99,A,MATCH,,https://www.efghousewares.co.uk/kids-create-push-and-create-kit-119256,https://www.amazon.co.uk/dp/B0FHBYHGFX,Available (see Keepa data),1
KRAFT PAPER TAPE  50MMX30M,"ADHES Heavy Duty Kraft Paper Tape Eco Friendly Packing Tape Writable Non-Coated Surface for Masking, Sealing, and Packaging Use,2” x 43 Yards,3Rolls",B091C3M122,5021830000000,report_reconstruction,T2_TITLE_MATCH,high,700,700,3.069666667,136.9164437,1.692,11.99,A,MATCH,,https://www.efghousewares.co.uk/kraft-paper-tape-50mmx30m-114500,https://www.amazon.co.uk/dp/B091C3M122,Available (see Keepa data),1
CASA & CASA ELECTRONIC KITCHEN SCALE CUP CAKE,"Duronic Digital Kitchen Scale KS5000 Electronic Kitchen Scales with Bowl and Large Display 5kg Capacity Weighing Scales - Ideal Food Measurement, Baking scales, Pet Food, and parcel scales.",B0085L24RS,5056300000000,title,T2_TITLE_MATCH,medium,400,400,5.349583333,83.58723958,5.85,19.99,A,MATCH,,https://www.efghousewares.co.uk/casa-casa-electronic-kitchen-scale-cup-cake-120686,https://www.amazon.co.uk/dp/B0085L24RS,,
DURANE GARLIC PRESS ARC 11X5X7CM 12173,"Jsdoin Professional Kitchen Garlic Press/Mincer/Crusher UK, Peeler Squeezer Heavy Duty Garlic Presser,User-Friendly Chopper, Easy to Clean and Durable",B07DNBX1C4,5055490000000,title,T2_TITLE_MATCH,medium,2000,,1.061666667,81.66666667,0.75,5.99,A,MATCH,,https://www.efghousewares.co.uk/durane-garlic-press-arc-11x5x7cm-12173-107327,https://www.amazon.co.uk/dp/B07DNBX1C4,Available (see Keepa data),1
LADIES FASHION GLOVES WITH FUR INSIDE,Vagasi Women Touch Screen Gloves - Winter Warm Fleece Lined Touchscreen Gloves Ladies Thermal Suede Gloves Fur Cuff Full Finger Mittens for Women Girls Texting Skiing Outdoor Gifts UK,B08FDH654K,5060610000000,title,T2_TITLE_MATCH,medium,900,900,2.348333333,119.2047377,1.42,7.99,A,MATCH,,https://www.efghousewares.co.uk/ladies-fashion-gloves-with-fur-inside-123666,https://www.amazon.co.uk/dp/B08FDH654K,Available (see Keepa data),1
BLOCK TECH STORAGE BOX 250PC,Storage Organiser for Lego 3 Layers Stackable Kids Toy Box With Base Plates Lids Plastic Multi Compartment Building Blocks Craft Sorting Container,B0CH9MDGWW,5015930000000,title,T2_TITLE_MATCH,medium,100,100,21.05625,433.2561728,4.31,39.99,A,MATCH,,https://www.efghousewares.co.uk/block-tech-storage-box-250pc-121859,https://www.amazon.co.uk/dp/B0CH9MDGWW,,
SMART CHOICE 10 RAWHIDE CHICKEN TREAT,Smartbones 10 Chicken Sticks Rawhide Free Chew Dog Treats,B07R97DV7D,1072560000000,title,T2_TITLE_MATCH,medium,900,900,2.331666667,116.0033167,1.46,9.89,A,MATCH,,https://www.efghousewares.co.uk/smart-choice-10-rawhide-chicken-treat,https://www.amazon.co.uk/dp/B07R97DV7D,,11
MAXIM BLUETOOTH METALLIC HEADPHONES,"JYPS Kids Headphones Wireless,Metallic Childrens Bluetooth Headphones with Mic,Wireless & Wired Kids Headphones Over Ear for Teenage Girls,Toddler Headphone for iPad/Fire Tablet/School",B0DBH495X6,5054060000000,title,T2_TITLE_MATCH,medium,1000,,2.096666667,21.54847551,9.18,21.98,A,MATCH,,https://www.efghousewares.co.uk/maxim-bluetooth-metallic-headphones-123529,https://www.amazon.co.uk/dp/B0DBH495X6,Available (see Keepa data),1
THE MAD SCIENTIST KIT,"UNGLINGA 100+ Science Lab Experiments Kit for Kids, STEM Activities Educational Scientist Toys Gifts Chemistry Set, Gemstone, Volcano, Glowing Worms, Fizzy Reaction",B0BGK6QG7R,5015930000000,title,T2_TITLE_MATCH,medium,300,300,6.862083333,269.1013072,2,16.69,A,MATCH,,https://www.efghousewares.co.uk/the-mad-scientist-kit-122187,https://www.amazon.co.uk/dp/B0BGK6QG7R,,
MENS HEEL & TOE 3 SOCKS CONTRAST PACK OF 4,"Black Socks for Men in Heel and Toe Style, Men’s Socks, 12 Pairs",B08NFF86VM,5020130000000,report_reconstruction,T2_TITLE_MATCH,high,4000,,0.514333333,10.25794442,4.464,10.99,A,MATCH,,https://www.efghousewares.co.uk/sock-mens-3-toe-socks-pk4,https://www.amazon.co.uk/dp/B08NFF86VM,Available (see Keepa data),1
APOLLO TONGS METAL 9IN,"HOTEC Stainless Steel Kitchen Tongs Set of 2-9"" and 12"", Locking Metal Food Tongs Non-Slip Grip",B0749KYFXX,5026180000000,title,T2_TITLE_MATCH,medium,800,800,2.565,164.4230769,1.01,9.99,A,MISMATCH_CHECK,"Amazon pack of 2, supplier single unit",https://www.efghousewares.co.uk/apollo-tongs-metal-9in-9-2,https://www.amazon.co.uk/dp/B0749KYFXX,Available (see Keepa data),1
CREATE IT POSTER PAINT BOTTLES,"Scola Readymix Water Based Tempera Paint, 6 Assorted Bright Colours, 600ml Bottles, Safe Non-Toxic Poster Paints, Craft Projects, Suitable for 3+",B003LVYN6M,5055320000000,report_reconstruction,T2_TITLE_MATCH,high,600,600,3.415,245.6834532,0.84,14.85,A,MATCH,,https://www.efghousewares.co.uk/create-it-poster-paint-bottles-111636,https://www.amazon.co.uk/dp/B003LVYN6M,,4
PUZZLE PIRATE,"Galt Toys, Magic Puzzle - Pirate Ship, Magic Jigsaw Puzzle, Ages 4 Years Plus",B007ST0MCM,5015930000000,title,T2_TITLE_MATCH,medium,600,600,3.353333333,254.040404,0.77,10,A,MATCH,,https://www.efghousewares.co.uk/puzzle-pirate-108774,https://www.amazon.co.uk/dp/B007ST0MCM,,
ASHLEY STAINLESS STEEL STRAINER PLUG,Upgraded Kitchen Sink Plug Strainer Stainless Steel Strainers Sink Plugs Replacement Drain Stopper for Food/Hair Catcher - UK Sinks Hole Diameter (78mm),B09K7D38BN,5017400000000,title,T2_TITLE_MATCH,medium,2000,,0.987,45.73679333,1.608,6.63,A,MATCH,,https://www.efghousewares.co.uk/asley-stainless-steel-strainer-plug-121969,https://www.amazon.co.uk/dp/B09K7D38BN,Available (see Keepa data),2
HAT MENS HAT BLACK WITH LINING,"Blackrock Black Beanie Hat for Men and Women, Running, Lightweight, Skull Caps, Thermal Beanie, Winter Work Hat, Unisex - One Size",B00PASK2UK,5060610000000,report_reconstruction,T2_TITLE_MATCH,high,3000,,0.658,37.34392736,1.212,6.18,A,MATCH,,https://www.efghousewares.co.uk/hat-mens-hat-black-with-lining-74731,https://www.amazon.co.uk/dp/B00PASK2UK,,3
POWERPLUS 1.7LTR JUG KETTLE BLACK,"Swan SK31020N Brushed Stainless Steel Jug Kettle, Cordless Design, 2000W, 1 Litre, Silver",B00KLGPNUK,5055200000000,title,T2_TITLE_MATCH,medium,500,500,3.94125,55.51056338,6.55,18.99,A,MATCH,,https://www.efghousewares.co.uk/powerplus-1-7ltr-jug-kettle-black-114891,https://www.amazon.co.uk/dp/B00KLGPNUK,,
OIL COLOUR PAINTS 8PC,"Ohuhu Oil Paints for Artists, 24 Colours x 12ml Tubes Oil Paint Set - Rich Pigment & Non-Toxic, Creamy Texture on Paper Canvas Wood Ceramic Fabric, Ideal for Wall Art, Landscape & Portrait Painting",B0882N9F19,5056240000000,report_reconstruction,T2_TITLE_MATCH,high,300,300,6.517916667,385.6755424,1.14,14.99,A,MATCH,,https://www.efghousewares.co.uk/oil-colour-paints-8pc,https://www.amazon.co.uk/dp/B0882N9F19,,
DEKTON HIGH POWER TYPE C RECHARGEABLE FLASHLIGHT,"WUBEN E7 1800 Lumen Torch Light with Magnet - Super Bright 6 Modes EDC Flashlight, Typ-C Rechargeable LED Flash Light; IP68 Pocket Flashlight for Headlamp Use, Rescue, Camping",B0CLTVVT14,5055440000000,title,T2_TITLE_MATCH,medium,200,200,9.771666667,178.3150852,4.93,26.09,A,MATCH,,https://www.efghousewares.co.uk/dekton-high-power-type-c-rechargeable-flashlight-106703,https://www.amazon.co.uk/dp/B0CLTVVT14,Available (see Keepa data),1
PPS FOIL ROASTING DISHES LARGE,"10 Pack Large Aluminium Foil Trays Deep (3500ml) - Tin Foil Food Containers for Cooking, Baking, Roasting, and BBQ (32x26x7)",B0DZNWNYV7,5030480000000,title,T2_TITLE_MATCH,medium,400,400,4.882916667,406.9097222,0.65,11.99,A,MATCH,,https://www.efghousewares.co.uk/pps-foil-roasting-dishes-large,https://www.amazon.co.uk/dp/B0DZNWNYV7,,
MAGIC PUZZLE CUBE,Coolzon Speed Cube Set 5 Pack Magic Puzzle Cubes Pyraminx Pyramid + Megaminx + 2x2x2 + 3x3x3 + 4x4x4 Cube Toys with Carbon Fiber Sticker for Kids Adults,B071VMBDFW,5050570000000,title,T2_TITLE_MATCH,medium,200,200,9.72125,736.4583333,0.77,18.99,A,MATCH,,https://www.efghousewares.co.uk/professional-speed-cube,https://www.amazon.co.uk/dp/B071VMBDFW,,
RYSONS PEST MOSQUITO REPELLENT 4PK,"4 Pack Mice Repellent, Insect Repellent Plug in, Advanced Ultrasonic Pest Repeller, Effective against Mouse, Spider, Cockroach, Fly, Mosquito Etc, Safe for Humans and Pets",B0FX9S847P,5056240000000,report_reconstruction,T2_TITLE_MATCH,high,200,200,9.693666667,622.186564,1.008,20.99,A,MATCH,,https://www.efghousewares.co.uk/rysons-pest-mosquito-repellent-4pk-105675,https://www.amazon.co.uk/dp/B0FX9S847P,Available (see Keepa data),1
BRIGHT & HOMELY SHOWER SPRAY 1.5M,"Magichome Shower Head and Hose 1.5m, 120mm Large Panel Shower Head with 5 Spray Modes, Universal Bathroom High Pressure Showerhead for Low Water Pressure",B0F6CTVPDF,5050800000000,title,T2_TITLE_MATCH,medium,400,400,4.818333333,116.6666667,3.58,16.99,A,MATCH,,https://www.efghousewares.co.uk/bright-homely-shower-spray-1-5m-123132,https://www.amazon.co.uk/dp/B0F6CTVPDF,Available (see Keepa data),1
BUBBLE MACHINE,Bubble Mania Bubble Machine - Bubble Blower Whale For Kids - Automatic Bubble Maker Machine,B07CSZY5WM,5033850000000,title,T2_TITLE_MATCH,medium,1000,,1.921666667,38.74327957,4.41,14.99,A,MATCH,,https://www.efghousewares.co.uk/bubble-machine-97744,https://www.amazon.co.uk/dp/B07CSZY5WM,,1
SMART CHOICE JUMBO BALL+ROPE TUG DOG TOY ASST,"Chuckit! Ultra Tug Dog Toy With Rubber Ball Tug Of War Interactive Fetch Toy for Dogs, Large",B008APMO7E,5052520000000,title,T2_TITLE_MATCH,medium,1000,,1.896666667,69.47496947,2.18,11.3,A,MATCH,,https://www.efghousewares.co.uk/smart-choice-jumbo-ball-rope-tug-dog-toy-asst,https://www.amazon.co.uk/dp/B008APMO7E,Available (see Keepa data),17
SOZALI ROUND CONTAINERS 220ML&450ML 2PCE SET,"[50 Pack 450ml - 16oz Round Stackable Plastic Food Container Set With Lids - Reusable, Leakproof, Dishwasher & Microwave Safe, BPA Free Meal Prep Containers",B0B6WFK4ZK,5055710000000,title,T2_TITLE_MATCH,medium,500,500,3.784583333,238.024109,1.04,10.99,A,MATCH,,https://www.efghousewares.co.uk/sozali-2-round-containers-220ml-450ml,https://www.amazon.co.uk/dp/B0B6WFK4ZK,,
BUBBLE BLOWER,"Betheaces NO.321 Bubble Machine with 2 Bottles of Liquid, Automatic Bubble Maker Toys for Kids Boys Girls Baby Toddlers, Bubble Blower 500 Bubbles per Minute Gifts for Indoor Outdoor Garden Game",B07CT8S1T4,5056180000000,title,T2_TITLE_MATCH,medium,500,500,3.778333333,309.6994536,0.67,11.89,A,MATCH,,https://www.efghousewares.co.uk/bubble-blower,https://www.amazon.co.uk/dp/B07CT8S1T4,Available (see Keepa data),1
151 TAPE DOUBLE SIDED 10M,"Emitever 6703 Double Sided Tape Heavy Duty - 20mm x 5.5m - Acrylic Foam Strong Adhesive Temperature Resistance Waterproof, For Automotive Bonding, Mounting, Fixing, Decorating, Office, Grey",B0DSK5S6RW,5050380000000,report_reconstruction,T2_TITLE_MATCH,high,300,300,6.271666667,418.1111111,0.95,14.99,A,MATCH,,https://www.efghousewares.co.uk/151-tape-double-sided-10m,https://www.amazon.co.uk/dp/B0DSK5S6RW,Available (see Keepa data),1
REMOTE CONTROL TRUCK WITH LIGHTS ASSORTED,"Remote Control Cars 3 4 5 6 7 8 Year old Boys, 360°Flips LED Flash Light Monster Truck Indoor Outdoor Toys for Kids Birthday Gifts",B0BR4ZS5B1,5050790000000,title,T2_TITLE_MATCH,medium,500,500,3.751666667,70.65285625,4.76,17.99,A,MATCH,,https://www.efghousewares.co.uk/remote-control-truck-with-lights-assorted-121670,https://www.amazon.co.uk/dp/B0BR4ZS5B1,,1
APOLLO LIME PRESS,"Rekix lemon Squeezer, Max Extraction Hand Press Lemon Juicer, Heavy Duty Manual Orange Juicer, Sturdy Metal Lime Squeezer, Durable Citrus Fruit Squeezer, Easy to Clean",B0CFXB35C3,5026180000000,title,T2_TITLE_MATCH,medium,3000,,0.625,21.55172414,2.35,9.99,A,MATCH,,https://www.efghousewares.co.uk/apollo-lime-press,https://www.amazon.co.uk/dp/B0CFXB35C3,Available (see Keepa data),1
DENTIPLUS TOOTHBRUSH HEADS UNIVERSAL PACK OF 4,"Ordo Replacement Sonic Toothbrush Heads with Pulse Technology for Teeth Cleaning, Plaque Removal, Silicone Polishing, Deep Clean Bristles, Adults, Pack of 4, Black Charcoal Grey",B0BFXQP23T,5020540000000,report_reconstruction,T2_TITLE_MATCH,high,600,600,3.12,143.7788018,1.62,12,A,MISMATCH_CHECK,"Amazon pack of 4, supplier single unit",https://www.efghousewares.co.uk/dentiplus-toothbrush-heads-universal-4pce-111156,https://www.amazon.co.uk/dp/B0BFXQP23T,Available (see Keepa data),1
APOLLO STAINLESS STEEL SHARPENING STEEL,"Professional Carbon Steel Black Knife Sharpening Steel, Black 12 Inch",B074HFNS9B,5026180000000,title,T2_TITLE_MATCH,medium,300,300,6.227916667,314.5412458,1.43,14.99,A,MATCH,,https://www.efghousewares.co.uk/apollo-s-s-sharpening-steel,https://www.amazon.co.uk/dp/B074HFNS9B,,
TREND SILICONE WHISK,"Anaeat 23cm Silicone Balloon Whisk, Perfect for Non-Stick Cookware, Milk and Egg Beater Blender, Heat Resistant Kitchen Whisks for Whisking, Cooking, Baking, Beating, Frothing & Stirring (Black)",B0B1J6NMP1,5056280000000,report_reconstruction,T2_TITLE_MATCH,high,600,600,3.10825,199.5025674,1.008,9.99,A,MATCH,,https://www.efghousewares.co.uk/trend-silicone-whisk,https://www.amazon.co.uk/dp/B0B1J6NMP1,,
THE CHRISTMAS WORKSHOP 40 FAIRY LIGHTS  CLEAR,40M 800 LED Fairy Lights Outdoor Christmas Lights Plug in Clear Wire String Lights with Remote Timer 8 Modes Waterproof for Outside Garden Tree Yard Patio Party Wedding Decorations-Warm White,B0FP2FYNHZ,5025300000000,title,T2_TITLE_MATCH,medium,200,200,9.311666667,241.8614719,3.3,23.99,A,MATCH,,https://www.efghousewares.co.uk/christmas-workshop-fairy-lights-40-clear-9500,https://www.amazon.co.uk/dp/B0FP2FYNHZ,Available (see Keepa data),1
JAUNTY GENERIC BIRTHDAY CUPS 15PC,"ZOPPER Party Cup 450ml,10Red -10Blue Plastic Cups with 4 Ping Pong Balls, 24pcs Party Game Pong Set for Students Party Cups for Birthday,Party,Picnics, Weddings, Christmas, Anniversary, Summer Fun",B0FF56RSBV,5055570000000,report_reconstruction,T2_TITLE_MATCH,high,1000,,1.859583333,133.7829736,0.84,7.99,A,MATCH,,https://www.efghousewares.co.uk/time-to-party-generic-birthday-cups-15pc,https://www.amazon.co.uk/dp/B0FF56RSBV,,1
GLOVE MENS THERMAL GLOVES BLACK,"Blackrock HEAT Thermal Gloves, Mens Gloves, Womens Gloves, Winter Gloves, Black Gloves, Womens Mens Accessories, Warm, Heated Clothing, Wooly Gloves, Warmer, Hiking, Fleece, Unisex Large/XL",B00PASR2YE,5026310000000,report_reconstruction,T2_TITLE_MATCH,high,1000,,1.859333333,137.3215165,0.804,7.48,A,MATCH,,https://www.efghousewares.co.uk/glove-mens-thermal-gloves-black-62237,https://www.amazon.co.uk/dp/B00PASR2YE,,4
DEKTON COB HEADLAMP,"Blukar Head Torch Rechargeable, Super Bright COB Headlamp Headlight with Sensor Control & Red Lights, 8 Light Modes, Spotlight Floodlight Combination, Waterproof, Long Battery Life for Work,Emergency",B0CBPHGWJ2,5055440000000,title,T2_TITLE_MATCH,medium,1000,,1.858333333,67.08784597,2.22,10.99,A,MATCH,,https://www.efghousewares.co.uk/dekton-storage-cabinet-with-drawers-115743,https://www.amazon.co.uk/dp/B0CBPHGWJ2,Available (see Keepa data),1
MASON T-HANDLE BICYCLE PUMP,"Bicycle Pump – Mini Bike Pump Portable – Aluminum Alloy Cycle Pump For Presta & Schrader Valve, Super Fast Tyre Inflation – For Road & Mountain Bikes",B089NM5MX4,5060300000000,title,T2_TITLE_MATCH,medium,500,500,3.715,267.2661871,0.84,9.99,A,MATCH,,https://www.efghousewares.co.uk/mason-t-handle-bicycle-pump-123882,https://www.amazon.co.uk/dp/B089NM5MX4,Available (see Keepa data),3
ALBERO DEFROST TRAY,Andrew James Defrost Tray Thaw Board Plate | Up to 5 Times Faster Defrosting for Meat and Frozen Foods | No Electricity Required (with Drip Tray),B09KYG4TZ4,8414930000000,title,T2_TITLE_MATCH,medium,300,300,6.183333333,372.4899598,1.11,16.24,A,MATCH,,https://www.efghousewares.co.uk/albero-defrost-tray,https://www.amazon.co.uk/dp/B09KYG4TZ4,Available (see Keepa data),2
PRIMA INDUCTION BASE CASSEROLE POT 22CM,"Homatz Induction Stock Pot 24cm Dia, 5L Stainless Steel Pot with Glass Lid | Non-Stick Large Cooking Pot for Soups, Stews | Oven Safe Upto 200 °C - Casserole Dish Pot, Silver",B0CCPP7ZCG,5038670000000,title,T2_TITLE_MATCH,medium,500,500,3.705,43.58823529,7.95,24.99,A,MATCH,,https://www.efghousewares.co.uk/prima-induction-base-casserole-pot-22cm-112237,https://www.amazon.co.uk/dp/B0CCPP7ZCG,Available (see Keepa data),2
PRINCESS CARRIAGE DOLL SET ASSORTED,"Mattel Disney Princess Carriage to Castle Transforming Playset with Aurora Small Doll, 3 Levels, 6 Play Areas, 4 Figures, Furniture & Accessories, HWX17",B0CMGBYR4X,5012870000000,title,T2_TITLE_MATCH,medium,100,100,18.35458333,456.581675,3.47,34.99,A,MATCH,,https://www.efghousewares.co.uk/princess-carriage-doll-set-assorted-120226,https://www.amazon.co.uk/dp/B0CMGBYR4X,,
JEWELLERY BOX ORGANISER,"Granbest 5-Tier Jewellery Box with Glass Top, Large Capacity Jewellery Organiser with Drawers & Mirror, PU Leather Jewellery Storage Case for Necklaces, Earrings, Rings, Bracelets (Beige)",B0FMPR43HF,5056280000000,title,T2_TITLE_MATCH,medium,100,100,18.345,331.7359855,4.98,39.99,A,MATCH,,https://www.efghousewares.co.uk/jewellery-box-organiser-116628,https://www.amazon.co.uk/dp/B0FMPR43HF,Available (see Keepa data),1
GRAFIX ULITMATE TATTOO STUDIO GIRLS,Clementoni - Crazy Chic Studio: Temporary Tattoo Kit for Kids with Stencils & Paints (6+ Years),B0F9L147VK,5015930000000,title,T2_TITLE_MATCH,medium,800,800,2.273333333,83.27228327,2.18,14.44,A,MATCH,,https://www.efghousewares.co.uk/grafix-ulitmate-tattoo-studio-girls,https://www.amazon.co.uk/dp/B0F9L147VK,,4
APOLLO FOOD TONGS 31CM,"Hotec 12-Inch Stainless Steel Tongs, Multipurpose Tweezer Food Tongs Stainless Steel Steak Clip BBQ Long Tweezer Tongsg, Grilling and Baking, Cooking Tweezers Precision Serrated Tips, Set of 2",B0B9M7N2YG,5026180000000,title,T2_TITLE_MATCH,medium,500,500,3.615,244.2567568,0.93,9.99,A,MISMATCH_CHECK,"Amazon pack of 2, supplier single unit",https://www.efghousewares.co.uk/apollo-food-tongs-31cm,https://www.amazon.co.uk/dp/B0B9M7N2YG,Available (see Keepa data),1
PET PLAY & SNUFFLE BLANKET 40X40CM,"OSDUE Snuffle Mat for Dogs, Dog Snuffle Mat, Pet Slow Feeding Mat Encourages Natural Foraging Skills Slow Eating, Smell Training, Stress Relief, Puzzle Training Toy for Large Medium Puppies-39 * 39CM",B0DNJYVCG7,5052520000000,title,T2_TITLE_MATCH,medium,900,900,2.005,51.27877238,3.36,12.99,A,MATCH,,https://www.efghousewares.co.uk/pet-play-snuffle-blanket-40x40cm-104183,https://www.amazon.co.uk/dp/B0DNJYVCG7,Available (see Keepa data),1
Jellopy Gummy Party Mix 160g,BG Quality Pick & Mix Sweets - Gummy Candy Jelly Filled Mix Sweeties 800g Pouch,B0DHFXTRPR,8681860000000,report_reconstruction,T2_TITLE_MATCH,high,700,700,2.567916667,184.7422062,0.84,8.99,A,MATCH,,https://www.efghousewares.co.uk/jellopy-gummy-party-mix-160g-106965,https://www.amazon.co.uk/dp/B0DHFXTRPR,,
KIDS CREATE DOUGH SET AND TOOLS 12PCE,"Dough Tools and Cutters for Kids, 41Pcs Dough Accessories Molds, Shape, Scissors, Rolling Pin, Play Mat with Storage Bag, Arts and Crafts Kits Gift for Boys Girls",B09177BJ3V,5012130000000,report_reconstruction,T2_TITLE_MATCH,high,500,500,3.580333333,132.703237,2.148,13.99,A,MATCH,,https://www.efghousewares.co.uk/kids-create-dough-set-and-tools-12pce-119063,https://www.amazon.co.uk/dp/B09177BJ3V,Available (see Keepa data),2
SMART CHOICE CRINKLE BOTTLE DOG TOY 3 ASSTD,LYMIN Squeaky Plush Dog Toy with Crinkle Paper - Indestructible Interactive Teething Toys for Small & Medium Breed Dogs - Gift for Christmas Birthday,B0G1P1DRCJ,5052520000000,title,T2_TITLE_MATCH,medium,500,500,3.575,164.7465438,1.62,12.99,A,MATCH,,https://www.efghousewares.co.uk/smart-choice-crinkle-bottle-dog-toy-3-asstd-116339,https://www.amazon.co.uk/dp/B0G1P1DRCJ,,1
BLACKSPUR WINDOW INSULATION KIT,"1.6m x 10m Window Insulation Kit, Plastic Clear Film, Tear Resistant Heat Shrink Window Film with Double-Side Tape for Winterizing and Keeping Cold Out",B0FCBVT881,5017400000000,report_reconstruction,T2_TITLE_MATCH,high,300,300,5.941583333,381.3596491,1.008,13.99,A,MATCH,,https://www.efghousewares.co.uk/blackspur-window-insulation-kit-109561,https://www.amazon.co.uk/dp/B0FCBVT881,,
VFM  TRADE CONT MATT PAINT WHT 10L,Johnstone'S Trade 10 Litre Covaplus Vinyl Matt Brilliant White,B00CITKJVQ,5023610000000,title,T2_TITLE_MATCH,medium,100,100,17.82291667,184.1210399,9.13,42.23,A,MATCH,,https://www.efghousewares.co.uk/vfm-trade-cont-matt-paint-wht-10l,https://www.amazon.co.uk/dp/B00CITKJVQ,,4
RUBBER BONE TOY WITH SQUEAK 4 COLOURS,CHIWAVA 4PCS 2.4'' Squeak Latex Puppy Toy Funny Animal Sets Pet Interactive Play for Small Dog Assorted Color,B01MQFTC1R,5015300000000,title,T2_TITLE_MATCH,medium,1000,,1.766666667,74.22969188,1.83,9.98,A,MATCH,,https://www.efghousewares.co.uk/rubber-bone-toy-with-squeak-4-colours-116384,https://www.amazon.co.uk/dp/B01MQFTC1R,Available (see Keepa data),1
TIGER LEVER ARCH FILE PASTEL,"Oxford A4 Lever Arch Files, Pastels, Heavy Duty Folders, Laminated Paper on Board, Pink, Lilac & Mint (Pack of 3)",B08JQ3RPKW,5016870000000,report_reconstruction,T2_TITLE_MATCH,high,600,600,2.944,104.9180328,2.256,11.52,A,MISMATCH_CHECK,"Amazon pack of 3, supplier single unit",https://www.efghousewares.co.uk/tiger-lever-arch-file-pastel,https://www.amazon.co.uk/dp/B08JQ3RPKW,,
CHEF AID KNIFE SHARPENER SOFTGRIP HANDLE,Navaris Diamond Knife Sharpener Steel - Japanese Chefs Knife Sharpener with Ergonomic Handle - Honing Rod for Chef's Knives Carving Knives and More - Diamond Sharpening Rod,B06Y1L9G65,5012900000000,title,T2_TITLE_MATCH,medium,400,400,4.404583333,164.9656679,2.12,13.39,A,MATCH,,https://www.efghousewares.co.uk/chef-aid-knife-sharpener-softgrip-handle-28-2,https://www.amazon.co.uk/dp/B06Y1L9G65,,
