,EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI %,bought_in_past_month
80,5013922068909,746268064421.0,B07WWY27PT,ART BOX CREATIVE COLOURING KIT WITH PENCILS,"Shuttle Art 106 Piece Deluxe Art Set, Art Supplies in Wooden Case, Painting Drawing Art Kit with Pencils Oil Pastels Watercolour Cakes Colouring Book Sketch Pad for Kids Adults",0.852,33.99,17.095,1356.74603174603,800
304,5055441446554,609613846212.0,B00YA95TZI,GOODYEAR SNOW FOAM 1 LITRE,Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,3.22799999999999,32.99,16.9616666666666,523.508230452675,200
307,8002522592317,,B0G2493WDV,METALTEX ELECTRONIC MILK FROTHER,"Milk Frother Electric 4 in 1 - Automatic Milk Frothers and Milk Steamer 400ML,Warm and Cold Foam Maker for Coffee, Latte, Cappuccino, Macchiato, Hot Chocolate,Ideal for Home & Office Use",3.252,33.99,16.835,516.411042944785,600
228,8711252173559,,B0CL5YG3TW,DUNLOP BICYCLE MINI PUMP,"Electric Bike Pump, 150Psi Portable Bicycle Tire Pump with Digital Pressure Gauge for E-Bike, Road and Mountain Bicycle Pump, Mini Bike Pump with Presta, Schrader, Dunlop Valve Accessories",2.484,29.99,16.7416666666666,638.994910941475,900
359,5055441429595,609613846212.0,B00YA95TZI,DEKTON PLIERS LONG NOSE 8 INCH,Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,3.696,32.99,16.5716666666666,456.519742883379,200
1177,5059001500861,5059001500861.0,B07WDRQ4J7,AIRWICK REED DIFFUSER MULLED WINE 33ML PK5,"Air Wick Essential Oils Reed Diffuser Air Freshener Mulled Wine Scent, 5 Bottles X 30 ml",13.4279999999999,46.0,16.5533333333333,140.999432140829,200
98,5056170351324,729920105601.0,B0BKGQLN8Z,FOREVER BEAUTIFUL DETANGLING BRUSH,"SYLSTAR 30W Rechargeable Work Light, 3000 Lumen Magnetic Work Light Battery Powered, Waterproof Portable Cordless Job Site Lighting for Construction Site, Workshop, Garage, Camping, and Car Repairing",1.008,31.19,16.4816666666666,1185.7314148681,800
246,8721037348706,5056115737039.0,B0CX67VB8X,BBQ TOOL SET 3PCE,"VonHaus BBQ Tool Set with Case, 25Pcs BBQ Accessories Kit Including Spatula, Fork, Tongs, Thermometer, Barbecue Grill Mat, Basting Brush & Cleaner, Heavy Duty Utensils for Outdoor Cooking",2.616,35.99,16.4716666666666,603.357753357753,200
1450,5010131340826,,B0D8215F9Z,BERGER MATT EMULSION WHITE 5 LITRE,"NEU MASTER Electric Nail Gun/Staple Gun,Brad Nailer for Upholstery, Carpentry & Woodworking Projects, Staples 300pcs & Nails 100pcs Included,Uses 18G Nails and Type90 Staples",19.08,55.99,16.3883333333333,99.6251266464032,200
910,5060748076878,,B0FL27L2T8,GRIMALDI MAXISTONE FRYING PAN 28CM,"Tri-Ply Stainless Steel Frying pan 28cm, Skillet 11inch, Induction Cooking Pan, Fast & Even Heat, Compatible with All Cooktops Up to 315â„ƒ",9.48,42.99,16.295,192.84023668639,100
95,5023674207402,5060668270882.0,B09BNJMXKQ,COUNTRY CLUB 3 MICROFIBRE DUSTERS YELLOW,"Tracer ProScribe Tool with Deep Hole Pencil, Lead Holster and Carry Case (DIY, Woodworking, and Carpentry Multi-Function Scribe Tool)",0.972,29.45,16.2216666666666,1192.76960784313,700
408,5055441429489,609613846212.0,B00YA95TZI,DEKTON ROTARY SAW BLADE 6PC SET,Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,4.14,32.99,16.2016666666666,405.041666666666,200
705,5029594210737,4003773033813.0,B0001P0CC0,ROLSON DIAGONAL CUTTING PLIER VDE INSULATED 180MM,"KNIPEX 70 06 180 Diagonal Cutter chrome plated insulated with multi-component grips, VDE-tested 180 mm Multicoloured",6.92399999999999,35.95,16.1983333333333,256.302742616033,50
267,5052516216876,,B009S64OI6,WORLD OF PETS CAT LITTER SCENTED 3LT,World's Best Cat Litter 28lb (12.7kg) Lavender Scented,2.76,39.19,16.1383333333333,566.25730994152,800
664,5055441437057,,B0BXL6W7PN,DEKTON FOLD BACK KNIFE,"ENOKING Magnetic Knife Block Without Knives â€“ Double Sided Magnetic Knife Holder & Stand,Acacia Wood Knife Storage Rack for Cutlery â€“ Natural Wooden Knife Organiser,Quick-Fit Design",6.384,39.99,16.135,274.872231686541,100
79,5050796010498,,B0FQHQH4Q5,BRIGHT & HOMELY WOODEN PEGS 36 PACK,"LED Batten Light Under Cabinet Lights with Plug in. Fluorescent Strip Light 3000-6500K Dimming and Color. with Wireless Control Panel and Remote Control.15W for Garage,Closet,Office,Shed (40CM-1PCS)",0.744,29.99,16.0716666666666,1373.64672364672,50
1054,8435730660361,,B0CDXCTQP1,EXTRASTAR SOLAR SMART STRING LIGHT 15 CANDLE 6M WITH REMOTE,"3D Printer Enclosure with LED Light,Dustproof Tent Constant Temperature Protective Cover for Creality Ender 3 V3 SE/KE/Ender 3/Ender 3 Pro/Ender 3V2/Ender 3S1/Neo/Anycubic Elegoo, Medium",11.16,39.99,16.06625,163.109137055837,100
106,8711252456522,,B0773HXND3,BBQ SKEWER 4PC 24CM,DONYER POWER Convector Radiator Heater 2000W Room Heating with Adjustable Thermostat,1.008,27.99,16.0262499999999,1152.96762589928,500
534,8697722501834,605660957369.0,B0936QF6C5,THL 4 TIER VEGETABLE RACK ASSORTED,"Miyawell Fruit Vegetable Storage Basket Rack, 4 Tier Stackable Metal Wire Storage Baskets on Wheels, Fruit Vegetable Produce Basket Organizer Bins for Kitchen, Pantry, Bathroom Black",5.244,37.99,15.8783333333333,322.730352303523,50
255,5010303194004,5065016200122.0,B0CRN4161Q,FLASH MAX MOP HEAD,ReBorn - Recycled Washing Up Bowl - Kitchen Dish Wash & Drain - Large Carry Handles - Integrated Plug - Useful Pour Spout - 9 Litres Capacity - Made in Britain (Stone),2.58,33.94,15.8333333333333,586.419753086419,100
297,8696287111045,,B0DYYDR55Z,THL BABY BATH SEAT,"Baby Bath Seat 6 Months Plus,Sit Up Bath Seat with Temperature Alert,Baby Bath Chair for Babies 6 Months+,Baby Bath Support Toddler Bath tub seat with Open Backrest+4 Suction Cup Grey",2.94,29.99,15.8329166666666,527.763888888888,300
108,8682655106911,,B0BJTVLVX4,THL LINEA ROUND BOWL 2L ASSORTED COLOURS,"vancasso Bonita Pasta Bowls 38 oz, Large Ceramic Salad Bowls, Pasta Bowl Set of 6, Microwave & Dishwasher Safe Soup Bowls, Serving Bowls, Warm Colors",1.008,32.99,15.8116666666666,1137.52997601918,300
62,5033601868323,,B0C3LYMSZ5,EUROWRAP TISSUE PAPER 6SHTS LIGHT BLUE,"Toddler Toys for 2 3 4 5 6 Years Old Boys, Die-Cast Transport Truck Car Toys 61-Inch Race Track for Boys Kids, Toddler Car Toys Set for Kids Boys Girls",0.468,26.99,15.7679166666666,1677.43794326241,100
219,8720573452700,,B09LQ9CQT8,BBQ KNIFE STAINLESS STEEL,"PAUDIN 12 Inch Carving Knife, Premium Slicing Knife with with High Carbon Stainless Steel for Cutting Smoked Brisket, BBQ Meat, Turkey - Ergonomic G10 Handle",2.22,28.99,15.7245833333333,655.190972222222,200
128,6923456822498,762765667798.0,B0DHGVMVTJ,COLOUR GLASS SOAP DISPENSER WITH PUMP 400ML ASSORTED COLOURS,"PH4 Wireless Gaming Headset with Microphone, Game/Music Mode, 2.4GHz Bluetooth Gaming Headphones for PS5, PS4, PC, Switch, Low Latency Lossless Sound Foldable Noise Cancelling Black Green",1.236,29.99,15.7216666666666,995.042194092826,100
1164,15013159004227,,B0BPLGMW1B,ELLIOTT GLOVES SMALL HOUSEHOLD PK12,OLEVS Mens Watches Designer Calendar Dress Metal Stainless Steel Quartz Analog Waterproof Luminous Wrist Watch Gent Large,12.4319999999999,42.77,15.5416666666666,142.453406660556,100
112,5024418198727,,B085LF2GYC,TILE PLACEMAT,Navaris Natural Slate Serving Plates - Set of 6 Slate Place Mat Serving Trays - Medium Rectangular Stone Table Mat Serving Platter Tiles - 30 x 20 cm,1.008,27.29,15.5304166666666,1117.29616306954,100
