Supplier_Title,Amazon_Title,Match_Type,Tier,EAN_Status,Sales,Net_Profit,ROI,Bucket,Inclusion_Reason,Rationale,Confidence,Validation_Required,Priority,Similarity
DOVE GIFT SET CLEANSE & CARE MENS 2PC EACH,"Dove Men+Care Cleanse+Care Body Wash & Socks Gift Set with a 3-in-1 hair, face & body wash and socks in a stylish cracker perfect gifts for men 1 piece",EAN,T1,Confirmed,100.0,-1.9510000000000007,-39.28715263793799,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.32
RUSTINS BLACK MATT 500ML,"RUSTINS Quick Drying Matt Black Paint 500ml -Easy DIY Application for a Professional Finish in Minutes, Ideal for Interior & Exterior Surfaces",EAN,T1,Confirmed,300.0,-1.9516666666666664,-30.16486347243689,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.27
HG BATH SHINE (SOLD EACH),"HG Bathroom Cleaner Shine Restorer, Bath Cleaner & Light Limescale Remover, Bathroom Floor Cleaner & Sink Cleaner, Bathtub Cleaner, Shower Spray Liquid & Toilet Cleaner - 500ml (Packing May Vary)",EAN,T1,Confirmed,100.0,-1.9616666666666667,-42.27729885057472,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.21
SUPER DREAMER FITTED SHEET SINGLE BLACK,GC GAVENO CAVAILIA Fitted Sheet Single Bed (91 x 190cm) - Black Bedding Sheets - Plain Dyed Microfiber Bed Sheets Single - (10 inch) 25cm Deep Pocket Bottom Sheet - Easycare - Wrinkle & Fade Resistant,EAN,T1,Confirmed,200.0,-1.9883333333333326,-64.76655808903364,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.04
VINERS EVERYDAY BREEZE 16PC CUTLERY SET,Viners Everyday Breeze 16 Piece 18/0 Silver Stainless Steel Cutlery Set,EAN,T1,Confirmed,100.0,-2.019999999999995,-15.843137254901924,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.71
AUTO EXTREME DASHBOARD CLEANER,Rapide Auto Extreme Dashboard Cleaner 720ml,EAN,T1,Confirmed,50.0,-2.0293333333333328,-100.16452780519907,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.82
SUPER DREAMER FITTED SHEET DOUBLE WHITE,"GC GAVENO CAVAILIA Microfiber Fitted Sheet Double - Plain Bed Sheets - Deep Pocket 10 inch (25cm) - Shrinkage, Fade & Wrinkle Resistant Bottom Sheet, White to Mattress (137x193 cm) - Machine Washable",EAN,T1,Confirmed,900.0,-2.0516666666666667,-59.81535471331391,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.25
STATUS TWIN USB PLUG THROUGH ADAPTOR 1PK,"STATUS Multi USB Plug Adapter White, 2 Port USB Adaptor Plug Through, S2USBPTAWH1PK3",EAN,T1,Confirmed,100.0,-2.0533333333333337,-40.82173624917164,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.52
EXTRA SELECT SWAN AND DUCK FEED 5L,"Extra Select Premium Floating Swan and Duck Feed, 5 Litre",EAN,T1,Confirmed,900.0,-2.054999999999999,-36.37168141592919,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.75
PRODEC LOW TACK MASKING TAPE 50MMX50M,"ProDec 2 inch x 50m Low Tack Multi Surface Painters Masking Tape for Delicate Surfaces Gives Sharp Paint Lines for Indoor Painting and Decorating, Compatible with All Paints, 2"" 50mm wide",EAN,T1,Confirmed,200.0,-2.076666666666666,-63.120567375886516,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.29
RUSTINS BLACK MATT 250ML,"RUSTINS Quick Drying Matt Black Paint 250ml -Easy DIY Application for a Professional Finish in Minutes, Ideal for Interior & Exterior Surfaces",EAN,T1,Confirmed,200.0,-2.079999999999999,-54.02597402597401,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.27
CHEF AID CHOPPING BOARD BLUE 40X30CM,"Chef Aid Large Blue Poly Chopping Board, Multipurpose Anti-Slip Surface, Easy Clean and Dishwasher Safe with Handle, Measures 40 x 30cm, Other Colour Options Available",EAN,T1,Confirmed,50.0,-2.088333333333333,-71.51826484018264,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.34
151 GLUE PORCELAIN FIX 30ML,Water Resistant Porcelain Fix Glue Ceramics China Crack Chips Repair Adhesive,EAN,T1,Confirmed,300.0,-2.0923333333333334,-110.47166490672298,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.35
151 FILLER ALL PURPOSE 600G,"151 Smooth All Purpose Filler - Interior & Exterior Use | No Sagging, Shrinking or Cracking - Easy To Use Ready Mixed Paste | Repairs for Plaster, Plasterboard, Brick, Wood and Stone (White, 600g)",EAN,T1,Confirmed,100.0,-2.0926666666666662,-103.29055610398157,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.19
RUSTINS MASONRY PAINT WHITE 500ML,"RUSTINS Masonry Paint, White, 500 ml (Pack of 1)",EAN,T1,Confirmed,200.0,-2.093333333333331,-35.00557413600888,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.81
BALTUS NIGHT LIGHTS 8HRS UNSCENTED PK20,Baltus Pack of 20 Unscented Wax Night Lights Tealights Candles 8 Hour Burn Time,EAN,T1,Confirmed,400.0,-2.0949999999999998,-96.5437788018433,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.44
HG DRAIN CLEANER STICKS (SOLD EACH),"HG Drain Unblocker, Drain Sticks, Powerful Cleaner, Sink Unblocker, pack of 6",EAN,T1,Confirmed,200.0,-2.1399999999999997,-56.315789473684205,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.43
CHEF AID FUNNELS SET OF 4,"Chef Aid Set of Funnels, Colours May Vary",EAN,T1,Confirmed,100.0,-2.1449999999999996,-97.49999999999997,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.61
RUSTINS BLACK SATIN 500ML,"RUSTINS Quick Drying Satin Black Paint 500ml - Effortless Application for a Smooth, Professional Finish – Perfect for DIYers Seeking Fast Results and Durability on Interior & Exterior Surfaces",EAN,T1,Confirmed,50.0,-2.1816666666666666,-33.61581920903955,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.2
SEALAPACK BOXED FREEZERS 15  BAGS,"Sealapack Large Freezer Bags, Resealable & Reuseable Food Storage | Easy to Open & Close - Pack Of 15 Bags (25.4cm x 30cm)",EAN,T1,Confirmed,100.0,-2.201666666666666,-130.27613412228794,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.31
CHEF AID SET 3 FUNNELS,"Chef Aid Set of 3 Funnels, White, 10E01749",EAN,T1,Confirmed,800.0,-2.2300000000000004,-138.50931677018636,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.69
HG CHANDELIER CLEANER 500ML (SOLD EACH),"HG Chandelier Cleaner Spray, Specialist Crystal & Glass Cleaner Spray for Lighting Fixtures, Gentle on Delicate Surfaces, Spray On & Drip Dry, Dissolves Dirt - 500ml",EAN,T1,Confirmed,600.0,-2.2316666666666665,-36.34636264929424,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.26
PRODEC 10PACK FOAM GLOSS REFILLS,"Fit For The Job 10 pack 4 inch Foam Mini Rollers for DIY Painting with Gloss and Satin Paints, Gives A Smooth Finish on Skirting Boards, Window Sills, Panel Doors, Cabinets, Metal and More, 4"" 100mm",EAN,T1,Confirmed,500.0,-2.248333333333333,-59.32277924362356,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.23
BG 45A SWITCH C/W SOCKET & NEON BRUSHED CHROME,"BG Electrical Cooker Switch with Socket and LED, Cooker Control Unit, Control Socket, Double Pole, Raised Profile, Round Edges, Nexus Metal, Brushed Steel, Grey Inserts, 45A, NBS70G",EAN,T1,Confirmed,400.0,-2.255,-23.29545454545454,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.31
RUSTINS LINT FREE CLOTH,Rustins Lint Free Cloths - 3 x 300mm square,EAN,T1,Confirmed,100.0,-2.2583333333333337,-68.64235055724419,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.7
BALTUS NIGHT LIGHTS 8HRS WHITE PK50,Baltus Pack of 50 Unscented Wax Night Lights Tealights Candles 8 Hour Burn Time,EAN,T1,Confirmed,100.0,-2.2650000000000006,-53.54609929078015,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.46
DUZZIT BOX APPLIANCE DESCALER 2PK EACH,"Duzzit Appliance Descaler Easy To Use Sachets For Kettle Coffee Machine Removes Limescale, Purple (Pack Of 2)",EAN,T1,Confirmed,100.0,-2.29,-135.50295857988166,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.42
151 TAPE 3 DOUBLE SIDED FOAM,"151 Double Sided Foam Tape, 3 Rolls, 18Mm X 2.6M, White",EAN,T1,Confirmed,300.0,-2.3283333333333327,-137.7712031558185,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.51
RUSTINS MDF WHITE 250M,"RUSTINS Quick Drying MDF White Primer 250ml-Quick-Drying, Smooth Finish Primer for Bare MDF Wood and Interior Surfaces; Excellent Adhesion; Seals and Prepares for Painting",EAN,T1,Confirmed,200.0,-2.331666666666667,-58.00165837479271,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.23
ELBOW GREASE DISH BRUSH REFILL 3 PACK 22/7/24,"Elbow Grease Dish Brush Refill Sponges - Fill, Dispense, Replace | Washing Up Sponges (Yellow - 3 Pack)",EAN,T1,Confirmed,300.0,-2.3549999999999995,-139.34911242603548,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.5
RODO SAFETY SPECTACLE CLEAR,"Blackrock Safety Glasses Clear, Polycarbonate Anti-Scratch Lens, For Work, Eye Protection, Protective, Shooting, Cycling, Mens Womens Unisex, Good Viewing, Laboratory, Gardening",EAN,T1,Confirmed,100.0,-2.3616666666666664,-136.51252408477842,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.18
DURACELL BATTERIES 100% PLUS 16PCE AAA,Duracell Plus AAA 1.5V Battery (Pack of 16),EAN,T1,Confirmed,50.0,-2.381666666666667,-27.12604403948367,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.49
LAVA MISKET COCTAIL GLASSES 6PC 175CC,LAV 6x Clear 175ml Misket Martini Glasses - Dishwasher Safe Classic Party Bar Champagne Espresso Cocktail Glass Gift Set,EAN,T1,Confirmed,50.0,-2.418333333333333,-39.386536373507056,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.33
DEKTON 13''  TOOLBOX WITH LIFT OUT CARRY TRAY,"Dekton 13'' Toolbox With Lift Out Carry Tray-13"" (32cm)| Dimensions: 150mm X 320mm X 135mm| Ideal For Engineers, Workshops And Tool Storage| Durable Carry Handle| Durable Plastic Storage Solution",EAN,T1,Confirmed,50.0,-2.465,-64.86842105263158,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.37
HARRIS ARTIST BRUSHES FLAT 10PC,"Harris Seriously Good Flat Artist Arts and Crafts Paint Brushes, 10 Pack",EAN,T1,Confirmed,500.0,-2.4783333333333335,-106.36623748211731,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.5
FIT F/T/JOB EMULTION ROLLER & TRAY 9 INCH SET,"Fit For The Job 5 Piece 9 inch Triple Paint Roller Set for DIY Painting with Emulsion Paints on Walls & Ceilings - Medium Pile Roller Sleeves for Smooth & Semi Smooth Surfaces, with Frame & Tray, 9""",EAN,T1,Confirmed,50.0,-2.5183333333333335,-61.72385620915033,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.24
MILTON LLOYD ESSENTIALS NO6 FW 50ML EDP,"MILTON-LLOYD ESSENTIALS No 6 Perfume for Women. 50ml Eau de Parfum. Luxury Fragrance - Ladies Perfume, Long Lasting Womens Perfumes by Milton-Lloyd",EAN,T1,Confirmed,50.0,-2.5220000000000002,-69.63003865267808,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.41
ALLIGATOR COLOURING SET LOL,Alligator Books LOL Surprise Colouring Set,EAN,T1,Confirmed,50.0,-2.5286666666666666,-138.78521770947677,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.67
HG 4 IN 1 FOR LEATHER (SOLD EACH),"HG 4-in-1 Leather Cleaner, Premium Real Leather & Faux Leather Cleaner, Leather Conditioner to Restore & Nourish Soft Furniture & Accessories, Effective Leather Polish - 250ml",EAN,T1,Confirmed,100.0,-2.535,-34.072580645161295,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.21
PRODEC ALUMINIUM OXIDE 60 GRIT 5M,"ProDec 5m Roll 60 Grit Coarse Grade Yellow Aluminium Oxide Abrasive Sanding Paper for Sanding Wood, Paint, Plaster, Filler, Metal and More, 115mm Wide Sandpaper Compatible with Machine Sanders",EAN,T1,Confirmed,100.0,-2.54,-84.66666666666667,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.27
BAUER 2 IN 1 BLOW DRY HAIR BRUSH STYLING SET,"Bauer Blow Dry Brush Set / 6x 38mm Detachable Barrels and 6x Styling Clips/Lightweight Round Hairbrush for Volume, Curl & Smooth Blowouts 39519",EAN,T1,Confirmed,100.0,-2.5583333333333327,-18.89463318562284,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.34
ELBOW GREASE DISH BRUSH REFILL PINK PACK OF 3,"Elbow Grease Dish Brush Refill Sponges - Fill, Dispense, Replace | Washing Up Sponges (Pink - 3 Pack)",EAN,T1,Confirmed,100.0,-2.5633333333333326,-151.6765285996055,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.55
GLOBAL GIZMOS MAGICAL BUBBLE LAMP ROSE GOLD 32CM,Global Gizmos Magical Unicorn Rainbow Bubble Lamp/Rose Gold Base with Colour Changing Liquid/Relaxing Bubbles / 7 Changing Colours/Atmospheric Mood Light,EAN,T1,Confirmed,50.0,-2.5704166666666675,-18.518852065321813,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.45
CHEF AID CHOPPING BOARD GREEN 40X30CM,"Chef Aid Large Green Poly Chopping Board, Multipurpose Anti-Slip Surface, Easy Clean and Dishwasher Safe with Handle, 40 x 30cm, Other Colour Options Available",EAN,T1,Confirmed,400.0,-2.6033333333333335,-89.15525114155251,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.37
CHEF AID CHOPPING BOARD WHITE 40X30CM,"Chef Aid Large White Poly Chopping Board, Multipurpose Anti-Slip Surface, Easy Clean and Dishwasher Safe with Handle, 40 x 30 X 0.4 cm, Other Colour Options Available.",EAN,T1,Confirmed,200.0,-2.6116666666666664,-89.44063926940639,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.35
WHAM EDEN DRAIN COVER BLACK,"Grid Drain Cover, Pack of 2",EAN,T1,Confirmed,500.0,-2.629999999999999,-168.58974358974353,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.63
SEALAPACK POACHIES BAG 10PCE,"SEALAPACK® SAP053 Healthy Egg Poaching Bags, Pack of 10",EAN,T1,Confirmed,50.0,-2.6550000000000002,-157.10059171597635,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.55
COMMAND BATH HOOKS LARGE,"Command 17083B Large Hook with Water Resistant Strips (Pack of 2, 1 Hook and 2 Large Adhesive Strips Each)",EAN,T1,Confirmed,500.0,-2.676666666666666,-69.5238095238095,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.23
KITCHEN PERFECTED HAND MIXER 2L 300W WHITE,"Kitchen Perfected Electric Stand Mixer with Bowl, 2L, 300W, Tilting Stand and Whisks and Dough Hooks, 5-Speed Hand Mixer with Turbo Function - E5434WH",EAN,T1,Confirmed,100.0,-2.678333333333332,-14.863115057343684,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.34
WESTLAND RESOLVA PRO XTRA TOUGH WEED KILL 6S,"Resolva 20300520 Pro Weed Killer Liquid Sachets Xtra Tough 6 x 100ml, Natural",EAN,T1,Confirmed,50.0,-2.6916666666666647,-33.18947801068637,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.43
PRODEC TIGER MEDIUM PILE 4 INCH PK10 MINI ROL,"ProDec 10 Pack 4 inch Medium Pile Mini Rollers for a Smooth Finish Painting with Trade & DIY Emulsion Paints on Interior Walls & Ceilings, 4"" Mini Paint Rollers for Painting Emulsion Behind Radiators",EAN,T1,Confirmed,50.0,-2.748333333333333,-63.18007662835249,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.24
VINERS MERMAZING KIDS CUTLERY SET 4 PC,Viners Kids Mermaid 4 Piece 18/0 Silver Stainless Steel Cutlery Set,EAN,T1,Confirmed,300.0,-2.76,-35.24904214559387,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.53
BRIWAX WAX FILLER STICKS GREY,"Briwax Filler Sticks Grey – Quick Wood Repair for Scratches, Cracks & Nail Holes | Assorted Shades",EAN,T1,Confirmed,50.0,-2.7733333333333325,-46.37681159420289,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.39
STATUS POWER CIRCUIT BREAKER WHITE,STATUS White Circuit Breaker | 13A UK Plug RCD Socket Adapter | SRCDX3,EAN,T1,Confirmed,50.0,-2.7833333333333323,-40.16354016354015,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.54
STATUS SINGLE USB PLUG,"STATUS USB Plug Adapter, Single Port Power Adaptor, White, 2400 mAh, S1USBPLUG1PK4",EAN,T1,Confirmed,50.0,-2.8216666666666663,-72.16538789428813,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.29
RUSTINS QUICK DRYING PRIMER & UNDERCOAT 1LTR,"RUSTINS White Primer/Undercoat 1ltr - – Smooth Finish Prep Coat with Quick Drying Formula; Excellent Coverage for Walls, Trim & Wood; Trusted Choice for Home Decorating Projects",EAN,T1,Confirmed,200.0,-2.8449999999999998,-22.796474358974354,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.33
FIT FOR THE JOB ROLLER KIT 4 INCH,"Fit For The Job 4 pc Multi Surface Mini Paint Roller Set for Painting with Emulsion, Gloss, Satin, Small Roller and Tray for Painting Walls, Ceilings, Wood & Metal",EAN,T1,Confirmed,100.0,-2.8933333333333335,-124.7126436781609,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.31
PRODEC ALUMINIUM OXIDE 80 GRIT 5M,"ProDec 5m Roll 80 Grit Medium Grade Yellow Aluminium Oxide Abrasive Sanding Paper for Sanding Wood, Paint, Plaster, Filler, Metal and More, 115mm Wide Sandpaper Compatible with Machine Sanders",EAN,T1,Confirmed,50.0,-2.8966666666666674,-96.55555555555559,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.27
MILTON LLOYD ESSENTIALS NO4 FW 50ML EDP,"MILTON-LLOYD ESSENTIALS No 4 Perfume for Women. 50ml Eau de Parfum. Luxury Fragrance - Ladies Perfume, Long Lasting Womens Perfumes by Milton-Lloyd",EAN,T1,Confirmed,100.0,-2.9403333333333332,-81.1798269832505,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.41
BG BLACK NICKEL SINGLE TV SOCKET,"BG Electrical Single Co-Axial Socket, Black Nickel",EAN,T1,Confirmed,50.0,-2.958333333333333,-62.28070175438596,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.37
DAEWOO 4 GANG (10M LEAD),"Daewoo 4 Way Extension Cable, 10 Meter cable",EAN,T1,Confirmed,50.0,-2.96,-29.394240317775573,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.53
PRODEC FLAT MASONRY BRUSH 4 INCH,"ProDec 4 inch Flat Masonry Paint Brush for Rapid Application of Smooth and Textured Masonry Paints on Outdoor Walls, Brick, Breeze Block, Render, Pebbledash and Other Rough Surfaces, 4"" 100mm",EAN,T1,Confirmed,300.0,-2.9683333333333337,-96.68838219326818,C,Pack Variation T1,Possible pack mismatch; high volume item.,HIGH,No,HIGH,0.28
SIMPLE REGIME GIFT SET EACH,"Simple Kind to Skin Regime 3 piece Gift Set with Face Wash, Sheet Mask & Moisturiser Perfect for Any Occasion",EAN,T1,Confirmed,500.0,-0.024000000000000243,-0.4058167061210728,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.38
STATUS LUGGAGE SCALE 16.06,"STATUS Mechanical Luggage Scale with 1 m Tape Measure, Portable Analog Travel Weighing Scale up to 32 kg Capacity for Suitcases & Bags, (SMLSCALE1PK4)",EAN,T1,Confirmed,500.0,-0.03666666666666596,-1.314217443249676,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.25
PRICES DINNER CANDLE PK10 RED,Price's Candles - Red Dinner Candles - 10 Pack - Unscented - Slow Burning Candles - Multi-Purpose - Smokeless Candles,EAN,T1,Confirmed,300.0,-0.06166666666666587,-1.5811965811965607,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.36
KILNER 1.5LTR SQUARE CLIP TOP JAR,Kilner Square Clip Top Jar 1.5L (1500ml) Airtight Glass Jar for Pickling Large Vegetables Preserving Whole Fruits and Storing Flour Pasta Lentils Dry Foods,EAN,T1,Confirmed,400.0,-0.16833333333333278,-4.1258169934640385,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.28
CHEF AID LADLE BLACK,"Chef Aid Black Nylon Ladle, BPA Free Kitchen Utensil for use with Non-Stick Cookware in Black Colour,10E02400",EAN,T1,Confirmed,300.0,-0.2133333333333327,-13.250517598343645,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.31
151 ADHESIVE HARD AS NAILS EXTERIOR 310ML,Hard As Nails High Power Instant Grab Exterior Adhesive (3 Pack),EAN,T1,Confirmed,300.0,-0.3290000000000002,-17.370644139387547,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.46
PPS WOODEN TEA COFFEE 1000 STIRRER,1000 x Wooden Coffee Stirrers Eco Friendly - 12cm,EAN,T1,Confirmed,300.0,-0.3333333333333326,-14.430014430014399,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.53
AMTECH WALL TILE ADHESIVE APPLICATOR,Amtech G1666 Wall Tile Adhesive applicator,EAN,T1,Confirmed,300.0,-0.4483333333333335,-28.924731182795703,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.92
SISTEMA TO GO DRESSING POTS 35ML 4PK,Sistema Lot+de+4+Boxes+food+%C3% A0+condiments+with+lid+dressing+To+Go+35cl+%28Coloris+assorted%29,EAN,T1,Confirmed,300.0,-0.4741666666666664,-16.87425860023724,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.36
HANDY HOMES NAILS ASSORTED 250PK,250pk Hardware Assorted Nails Set,EAN,T1,Confirmed,500.0,-0.4829999999999999,-31.001283697047487,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.43
BLACKSPUR RADIATOR SLEEVES,Blackspur Radiator pipe covers sleeves white 15mm - 8 pack,EAN,T1,Confirmed,500.0,-0.48333333333333317,-30.0207039337474,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.62
SEALAPACK POUCHES RESEALABLE,Sealapack 14 x Resealable Food Soup Bag Pouches Fridge Freeze 1L Storage Fruit,EAN,T1,Confirmed,700.0,-0.5823333333333331,-30.746216121084114,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.4
TALA STAINLESS STEEL SPATULA,Tala Stainless Steel Palette Knife,EAN,T1,Confirmed,400.0,-0.5883333333333332,-23.254281949934114,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.77
PRODEC DECORATORS BRUSH 12PC SET,"ProDec Decorator's Dozen 12 Piece Synthetic Paint Brush Set for a Smooth Finish Painting with Emulsion, Gloss, Satin Paints on Walls, Ceilings, Wood, Metal - 2x 1, 5x 1.5, 4x 2, 1x 3 inch",EAN,T1,Confirmed,600.0,-0.6116666666666675,-5.759573132454495,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.25
KIDS CREATE GLITTER GLUE PENS 10,Pack 10 Colour Glitter Sparkly Glue Pens Cards Scrapbook,EAN,T1,Confirmed,500.0,-0.6156666666666663,-41.76843057440069,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.52
AMTECH PLASTIC FILLING& SCRAPER 4PC SET,"Amtech G0946 Filler Applicator Kit, 4-Piece Plastic Scraper Set, Lightweight, Reusable and Easy to Clean, Sizes 50, 80, 100, 120mm",EAN,T1,Confirmed,500.0,-0.6433333333333331,-40.20833333333332,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.31
JUST STATIONERY SLIM SHOPPING PADS 6,Just-Stationery 75 x 210 mm Lined Paper Shopping Pad (Pack of 6),EAN,T1,Confirmed,400.0,-0.6653333333333332,-47.45601521635757,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.64
DURACELL BATTERIES LR44  PACK OF 2 sup,Duracell LR44 1.5 V Electronics Alkaline Battery (1x Pack of 2),EAN,T1,Confirmed,400.0,-0.6966666666666668,-44.65811965811966,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.51
COOPER & PALS SQUEAKY CHIKEN,Cooper & Pals Squawking Chicken Toy For Dogs,EAN,T1,Confirmed,700.0,-0.7216666666666665,-57.27513227513226,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.72
AMTECH GLUE GUN STICKS 12PCE 1865,"Amtech S1865 Glue Gun Sticks for Hot Melt Crafting, Decorating, Bonding, 12 Pieces, 7mm x 100mm",EAN,T1,Confirmed,500.0,-0.7450000000000001,-58.66141732283465,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.47
BG CO-AX POINT BRUSHED CHROME,BG Electrical Single Co-Axial Socket,EAN,T1,Confirmed,300.0,-0.8266666666666669,-25.514403292181075,C,Near Breakeven T1,Small price increase could flip to profit on confirmed item.,HIGH,No,MEDIUM,0.34
