Supplier_Title,Amazon_Title,ASIN,EAN,Match_Type,Tier,Confidence_Score,EAN_Exact_Match,Sales,Net_Profit,ROI,Supplier_Price,Amazon_Price,Bucket,Inclusion_Reason,Confidence,Validation_Required,Priority,Similarity,Unit_Qty_Flag,Unit_Qty_Note,Category,Supplier_URL,Amazon_URL,FBA_Sellers,Dashboard_Flags
BLACKSPUR RUBBER MALLET 16oz BOTH,Blackspur 1x 16oz Rubber Mallet with Wooden Handle - Home Nail Framing Roofing Straight Handle DIY Hand Tool,B000QF7EWQ,5017403832072,EAN,T1,80,TRUE,50.0,-0.62,-27.877429,2.016,5.89,C,Near-breakeven (-0.62) with 50 monthly sales,HIGH,No,MEDIUM,0.37,MATCH,,Blackspur   Pro User  Kingavon,https://www.efghousewares.co.uk/blackspur-rubber-mallet-16oz-both,https://www.amazon.co.uk/dp/B000QF7EWQ,Available (see Keepa data),UNPROFITABLE
KIMBA KITTEN MUG,Lesser & Pavey British Designed Barrel Coffee Mug | Ceramic Mugs for Home or Work | Large Mugs for Hot Drinks | Kimba Kitten Tea and Coffee Cups - Bug Art,B0CJWFTZ77,5010792341712,EAN,T1,40,TRUE,50.0,-0.62,-14.62745098,4.44,9.25,C,Near-breakeven (-0.62) with 50 monthly sales,HIGH,No,MEDIUM,0.18,MATCH,,Giftware,https://www.efghousewares.co.uk/kimba-kitten-mug-116483,https://www.amazon.co.uk/dp/B0CJWFTZ77,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
HARRIS ANGLED BRUSH 1 INCH NO BRISTLE LOSS,"Harris Seriously Good Walls and Ceilings Angled No-Loss Paint Brush | 1""",B0815B2CZS,5056287400311,EAN,T1,80,TRUE,50.0,-0.63,-29.63836478,1.884,4.25,C,Near-breakeven (-0.63) with 50 monthly sales,HIGH,No,MEDIUM,0.37,MATCH,,Harris Decorating,https://www.efghousewares.co.uk/harris-angled-brush-1-inch-no-bristle-loss,https://www.amazon.co.uk/dp/B0815B2CZS,Available (see Keepa data),UNPROFITABLE
CHEF AID VEGETABLE BRUSH,Chef Aid Vegetable Brush,B000TASKO4,5012904007776,Title,T2,45,FALSE,50.0,-0.65,-32.4120603,1.728,5.67,C,Near-breakeven (-0.65) with 50 monthly sales,MEDIUM,Yes,MEDIUM,1.0,MATCH,,Kitchen Gadgets   Utensils,https://www.efghousewares.co.uk/chef-aid-vegetable-brush,https://www.amazon.co.uk/dp/B000TASKO4,,"AMAZON_EAN_MISSING,UNPROFITABLE"
RAVENHEAD ENTERTAIN GLASS SET OF 2 COCKTAILS 42CL,ENTERTAIN SET OF 2 42CL COCKTAIL GLASSES,B00AZZGCHU,5010853189956,EAN,T1,40,TRUE,50.0,-0.65,-15.03875969,4.5,8.56,C,Near-breakeven (-0.65) with 50 monthly sales,HIGH,No,MEDIUM,0.63,MATCH,,Drinking Glasses,https://www.efghousewares.co.uk/entertain-glass-set-of-2-cocktails-42cl,https://www.amazon.co.uk/dp/B00AZZGCHU,,"BRAND_MISMATCH,UNPROFITABLE"
PRISTINE GLEAM FLOSS PICKS 75PC,"75 Pack Dental Floss Sticks D Shape Tooth Floss Picks Premium Polymer Threads Easy to Use, Durable & Portable Flossing",B09F94S9S6,5056175911752,EAN,T1,40,TRUE,50.0,-0.65,-46.64268585,1.008,2.99,C,Near-breakeven (-0.65) with 50 monthly sales,HIGH,No,MEDIUM,0.27,MATCH,,Bathroom   Cosmetics   Beauty,https://www.efghousewares.co.uk/pristine-gleam-floss-picks-75pc-106936,https://www.amazon.co.uk/dp/B09F94S9S6,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
ENERGIZER AAA ALKALINE POWER PK4,Energizer AAA Energizer Power Alkaline Batteries,B00546SKZM,7638900247893,EAN,T1,95,TRUE,50.0,-0.66,-30.1843318,1.944,4.29,C,Near-breakeven (-0.66) with 50 monthly sales,HIGH,No,MEDIUM,0.62,MATCH,,Batteries,https://www.efghousewares.co.uk/energizer-aaa-alkaline-power-pk4-115029,https://www.amazon.co.uk/dp/B00546SKZM,Available (see Keepa data),UNPROFITABLE
AMTECH DRILL BIT TITNIUM 5PC SET,"Amtech F1110 5 Piece 6.25mm (1/4"") Titanium coated high speed steel (HSS) drill bit set",B001OQMM1Y,5032759018628,EAN,T1,80,TRUE,100.0,-0.68,-37.89571695,1.488,3.95,C,Near-breakeven (-0.68) with 100 monthly sales,HIGH,No,MEDIUM,0.34,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-drill-bit-titnium-5pc-set,https://www.amazon.co.uk/dp/B001OQMM1Y,,UNPROFITABLE
APOLLO COFFEE PLUNGER 350ML PP FRAME,Apollo Black Coffee Plunger / 350ml Jug - 2 Cup/Caffettiera French Filter Press/Tempered Glass,B00BQDWJB8,5026180084130,EAN,T1,80,TRUE,100.0,-0.71,-18.53785901,3.936,8.52,C,Near-breakeven (-0.71) with 100 monthly sales,HIGH,No,MEDIUM,0.51,MATCH,,Kitchen Gadgets   Utensils,https://www.efghousewares.co.uk/apollo-coffee-plunger-350ml-pp-frame-114269,https://www.amazon.co.uk/dp/B00BQDWJB8,Available (see Keepa data),UNPROFITABLE
"DEKTON SELF LOCKING WRENCH 8""","Dekton Sum Self Locking Wrench 8""-Three-Sided Tooth Pattern Coverage| Not Easy to Slip| Strong Clamping| Applicable to Variety of Nuts & Screw| Large Opening Design, Range: 7-43mm| Fast Self-Locking",B0DKFJWB3L,5055441452494,EAN,T1,60,TRUE,50.0,-0.71,-12.18057922,6.384,9.99,C,Near-breakeven (-0.71) with 50 monthly sales,HIGH,No,MEDIUM,0.26,MATCH,,Dekton,https://www.efghousewares.co.uk/dekton-self-locking-wrench-8-118189,https://www.amazon.co.uk/dp/B0DKFJWB3L,Available (see Keepa data),UNPROFITABLE
KILNER DRINKS DISPENSER TAP,"Kilner Replacement Tap for Drinks Dispensers Drip-Free Design with Leak-Proof Silicone Washers Fits 3 L, 5 L and 8 Litre Dispensers Easy to Install and Clean",B01MR8VD4O,5010853233642,EAN,T1,60,TRUE,100.0,-0.71,-19.76851852,3.66,8.05,C,Near-breakeven (-0.71) with 100 monthly sales,HIGH,No,MEDIUM,0.28,MATCH,,Kitchen Accessories,https://www.efghousewares.co.uk/kilner-drinks-dispenser-tap-110030,https://www.amazon.co.uk/dp/B01MR8VD4O,Available (see Keepa data),UNPROFITABLE
AMTECH SCRAPER SORF GRIP 2INCH,"Amtech G0665 50mm (2"") Scraper with Soft Grip Handle",B00A2RPBI2,5032759020317,EAN,T1,80,TRUE,50.0,-0.72,-40.73033708,1.476,4.95,C,Near-breakeven (-0.72) with 50 monthly sales,HIGH,No,MEDIUM,0.61,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-scraper-sorf-grip-2inch,https://www.amazon.co.uk/dp/B00A2RPBI2,Available (see Keepa data),UNPROFITABLE
URBAN KICKS TRAINER ERASER 3PK,Trainer Eraser 3Pk,B0BKL965LF,5053249256740,EAN,T1,60,TRUE,100.0,-0.72,-48.11111111,1.14,4.69,C,Near-breakeven (-0.72) with 100 monthly sales,HIGH,No,MEDIUM,0.75,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/trainer-eraser-3pk-104095,https://www.amazon.co.uk/dp/B0BKL965LF,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
BLACKSPUR 20M x 4MM PP BRAIDED ROPE/REEL,Blackspur BB-TT117 20m*4mm Polypropylene Braided Rope on Reel,B004PIOXC4,5017403047650,EAN,T1,95,TRUE,100.0,-0.73,-52.75779376,1.008,4.7,C,Near-breakeven (-0.73) with 100 monthly sales,HIGH,No,MEDIUM,0.71,MATCH,,Blackspur   Pro User  Kingavon,https://www.efghousewares.co.uk/blackspur-20m-x-4mm-pp-braided-rope-reel,https://www.amazon.co.uk/dp/B004PIOXC4,Available (see Keepa data),UNPROFITABLE
ADDIS CUTLERY DRAINER LINEN,Addis Linen Cutlery Drainer With Removable Compartment,B0009K4HGE,5010303068145,EAN,T1,95,TRUE,50.0,-0.74,-20.32828283,3.696,8.53,C,Near-breakeven (-0.74) with 50 monthly sales,HIGH,No,MEDIUM,0.62,MATCH,,Plastic Kitchenware,https://www.efghousewares.co.uk/104593,https://www.amazon.co.uk/dp/B0009K4HGE,Available (see Keepa data),UNPROFITABLE
HARRIS PAINT GUARD SMALL,SGOOD Paint Guard Small,B081FFJTY4,5056287402681,EAN,T1,60,TRUE,50.0,-0.74,-55.63909774,0.936,3,C,Near-breakeven (-0.74) with 50 monthly sales,HIGH,No,MEDIUM,0.81,MATCH,,Harris Decorating,https://www.efghousewares.co.uk/harris-paint-guard-small,https://www.amazon.co.uk/dp/B081FFJTY4,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
STARLIGHTZ LED USB UNICORN,Lesser & Pavey Starlightz LED USB Unicorn for Home & Living Room | Lovely Led Lights for Home Decor & Night Light | Ideal Led Lights for Bedroom & Table | Durable for Daily Use,B0DJDJ47X8,5010792745497,EAN,T1,40,TRUE,50.0,-0.74,-5.361897846,15.864,23.99,C,Near-breakeven (-0.74) with 50 monthly sales,HIGH,No,MEDIUM,0.26,MATCH,,Giftware,https://www.efghousewares.co.uk/starlightz-led-usb-unicorn-116481,https://www.amazon.co.uk/dp/B0DJDJ47X8,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
MINIATURE KITCHEN PLAYSET 3 ASSORTED,"My Little Kitchen Play Food Set, Pink Refrigerator with Food Accessories, Kids Pretend Play Kitchen Toys",B0FH2KBSZQ,5012866301349,EAN,T1,40,TRUE,50.0,-0.75,-15.46639232,5.172,9.97,C,Near-breakeven (-0.75) with 50 monthly sales,HIGH,No,MEDIUM,0.43,MATCH,,Girls Toys,https://www.efghousewares.co.uk/miniature-kitchen-playset-3-assorted-116723,https://www.amazon.co.uk/dp/B0FH2KBSZQ,,"BRAND_MISMATCH,UNPROFITABLE"
RUSTINS HIGH HEAT BLK 400ML,RUSTINS High Heat Black Paint 400 ml (Pack of 1) Spray,B07NPTKK95,5015332002962,EAN,T1,80,TRUE,100.0,-0.76,-13.89902676,5.916,10.69,C,Near-breakeven (-0.76) with 100 monthly sales,HIGH,No,MEDIUM,0.67,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-high-heat-blk-400ml,https://www.amazon.co.uk/dp/B07NPTKK95,,UNPROFITABLE
GOODYEAR TELESCOPIC HANDLE SCRAPER,"Goodyear Telescopic Handle Scraper - Adjustable Ice Scraper with Extendable Handle | Sturdy Blade for Snow & Ice Removal | Ergonomic Grip | Compact and Durable Design | Ideal for Cars, Trucks & SUVs",B0DL9TR7T2,5055441459684,EAN,T1,60,TRUE,50.0,-0.76,-16.66666667,4.776,11.49,C,Near-breakeven (-0.76) with 50 monthly sales,HIGH,No,MEDIUM,0.29,MATCH,,Dekton,https://www.efghousewares.co.uk/goodyear-telescopic-handle-scraper-118169,https://www.amazon.co.uk/dp/B0DL9TR7T2,Available (see Keepa data),UNPROFITABLE
FIT FOR THE JOB MASONRY/EXTERIOR BLOCK BRUSH,"Fit For The Job 4 inch Block Brush, Masonry Brush for Rapid Painting with Smooth & Textured Masonry Paints on Brick, Breeze Block, Render, Pebbledash & More, Large Paintbrush",B0071QMXOW,5019200122677,EAN,T1,60,TRUE,50.0,-0.76,-23.79454927,3.156,6.88,C,Near-breakeven (-0.76) with 50 monthly sales,HIGH,No,MEDIUM,0.27,MATCH,,Fit For Job   Prodec Blackrock,https://www.efghousewares.co.uk/fit-for-the-job-masonry-exterior-block-brush,https://www.amazon.co.uk/dp/B0071QMXOW,,UNPROFITABLE
TRADITIONAL SNAP CARDS,"HTI Toys Snap Cards, 40235",B000XSWUZW,5014761402350,EAN,T1,40,TRUE,50.0,-0.76,-68.16816817,0.672,2.74,C,Near-breakeven (-0.76) with 50 monthly sales,HIGH,No,MEDIUM,0.58,MATCH,,Games,https://www.efghousewares.co.uk/traditional-snap-cards-111372,https://www.amazon.co.uk/dp/B000XSWUZW,,"BRAND_MISMATCH,UNPROFITABLE"
ELLIOTT WINDOW SQUEEGE 40CM,"Elliott Multi-Purpose Window Squeegee perfect for streak free cleaning on Windows, shower screens, cars and mirrors, Aluminium frame housing a 40cm rubber squeegee with an ergonomic Grey Handle.",B00ECGYLB2,5013159308700,EAN,T1,60,TRUE,50.0,-0.78,-30.51181102,2.388,6.99,C,Near-breakeven (-0.78) with 50 monthly sales,HIGH,No,MEDIUM,0.24,MATCH,,Mops  Squeegees,https://www.efghousewares.co.uk/elliott-window-squeege-40cm,https://www.amazon.co.uk/dp/B00ECGYLB2,,UNPROFITABLE
AMTECH COMBINATION CABLE LOCK,Amtech T1154 Combination Cable Lock,B06Y6H24GH,5032759046720,EAN,T1,95,TRUE,50.0,-0.8,-38.75404531,1.812,3.95,C,Near-breakeven (-0.80) with 50 monthly sales,HIGH,No,MEDIUM,0.91,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-combination-cable-lock,https://www.amazon.co.uk/dp/B06Y6H24GH,Available (see Keepa data),UNPROFITABLE
AMTECH DRILL HIGH SPEED 13PC SET,Amtech F1000 13 Piece high speed steel (HSS) drill set - small,B003XKKMZ2,5032759001781,EAN,T1,80,TRUE,100.0,-0.8,-31.87250996,2.352,4.92,C,Near-breakeven (-0.80) with 100 monthly sales,HIGH,No,MEDIUM,0.51,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-drill-high-speed-13pc-set,https://www.amazon.co.uk/dp/B003XKKMZ2,Available (see Keepa data),UNPROFITABLE
CHATSWORTH LOVE YOUR LAWN GRASS SEED & LAWN FERTILISER 375G +33% EXTRA FREE,"Chatsworth Love Your Lawn Grass Seed, Ready To Use, 500 G, Clear",B09ZVKSLRJ,5053249251462,EAN,T1,95,TRUE,100.0,-0.82,-44.38405797,1.548,5.38,C,Near-breakeven (-0.82) with 100 monthly sales,HIGH,No,MEDIUM,0.6,MATCH,,Fertilisers & Chemicals,https://www.efghousewares.co.uk/chatsworth-love-your-lawn-grass-seed-lawn-fertiliser-375g-33-extra-free-111210,https://www.amazon.co.uk/dp/B09ZVKSLRJ,,UNPROFITABLE
WHAM CASA SAGE SILVER SMALL CUTLERY TRAY,Wham Plastic Kitchen Cutlery Tray Organiser Rack Holder Drawer Insert Tidy Storage - Sage,B08SWKM9SF,5038135169083,EAN,T1,60,TRUE,50.0,-0.82,-42.79513889,1.644,6.25,C,Near-breakeven (-0.82) with 50 monthly sales,HIGH,No,MEDIUM,0.34,MATCH,,Plastic Kitchenware,https://www.efghousewares.co.uk/wham-casa-sage-silver-small-cutlery-tray,https://www.amazon.co.uk/dp/B08SWKM9SF,Available (see Keepa data),UNPROFITABLE
NUAGE DAILY MOISTURISING CREAM OATMEAL 600ML,"Nuage Oatmeal Daily Moisturizing Cream for All Skin Types with Soothing Oatmeal Extracts, Hydrating and Nourishing Formula, 600ml Pump Bottle",B0DDCPR8R6,5053249271958,EAN,T1,80,TRUE,50.0,-0.83,-38.32565284,1.944,5.29,C,Near-breakeven (-0.83) with 50 monthly sales,HIGH,No,MEDIUM,0.46,MATCH,,First Aid Pharmacy Personal,https://www.efghousewares.co.uk/nuage-oatmeal-daily-moisturising-cream-600ml-119967,https://www.amazon.co.uk/dp/B0DDCPR8R6,Available (see Keepa data),UNPROFITABLE
ART BOX GLUE PENS 4 50ML,THE ART BOXArtbox 50ml Water Based 4 Glue Pens,B00D79T3TK,5013922060156,EAN,T1,60,TRUE,50.0,-0.83,-59.22491679,1.0224,3.47,C,Near-breakeven (-0.83) with 50 monthly sales,HIGH,No,MEDIUM,0.49,MATCH,,Other,https://www.efghousewares.co.uk/art-box-glue-pens-4-50ml,https://www.amazon.co.uk/dp/B00D79T3TK,,"BRAND_MISMATCH,UNPROFITABLE"
AMTECH PADLOCK 5 DIGIT COMBINATION,Amtech T1144 5 Digit zinc Combination Padlock Black & Red,B017HH34IS,5032759043088,EAN,T1,95,TRUE,50.0,-0.84,-19.57364341,4.5,8.35,C,Near-breakeven (-0.84) with 50 monthly sales,HIGH,No,MEDIUM,0.59,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-padlock-5-digit-combination,https://www.amazon.co.uk/dp/B017HH34IS,Available (see Keepa data),UNPROFITABLE
OVEN MATE GLASS & CERAMIC HOB CLEANE  EACH,Oven Mate Glass & Ceramic Hob Cleaner 300ml,B0775TPMLP,5039295101043,EAN,T1,95,TRUE,50.0,-0.85,-27.43837085,3.072,6.98,C,Near-breakeven (-0.85) with 50 monthly sales,HIGH,No,MEDIUM,0.87,MATCH,,Kitchen   Oven Cleaning,https://www.efghousewares.co.uk/oven-mate-glass-ceramic-hob-cleane-each,https://www.amazon.co.uk/dp/B0775TPMLP,Available (see Keepa data),UNPROFITABLE
FIRST STEPS BABY POTTY PLASTIC ASSORTED,"First Steps Plastic Potty for Baby & Toddler for Potty Training, Assorted Color",B00E9906DO,5015302102081,EAN,T1,80,TRUE,50.0,-0.85,-56.88888889,1.14,5.6,C,Near-breakeven (-0.85) with 50 monthly sales,HIGH,No,MEDIUM,0.54,MATCH,,Baby Products,https://www.efghousewares.co.uk/first-steps-baby-potty-plastic-assorted,https://www.amazon.co.uk/dp/B00E9906DO,Available (see Keepa data),UNPROFITABLE
WHAM CASA SILVER SMALL CUTLERY TRAY,Wham Silver 5 Compartment Plastic Cutlery Holder Tray Drawer Organiser Rack,B01H7EL7GW,5038135169007,EAN,T1,80,TRUE,100.0,-0.86,-44.79166667,1.644,6.24,C,Near-breakeven (-0.86) with 100 monthly sales,HIGH,No,MEDIUM,0.47,MATCH,,Plastic Kitchenware,https://www.efghousewares.co.uk/wham-casa-silver-small-cutlery-tray,https://www.amazon.co.uk/dp/B01H7EL7GW,,UNPROFITABLE
151 SUPER GLUE HARD AS NAILS BRUSH APPLICATOR 20G,"151 Hard As Nails Adhesive, Brush On Super Glue",B084JNN26Q,5053249233130,EAN,T1,80,TRUE,100.0,-0.9,-50.28089888,1.476,3.39,C,Near-breakeven (-0.90) with 100 monthly sales,HIGH,No,MEDIUM,0.58,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/151-glue-super-hard-as-nails-brush-25-8,https://www.amazon.co.uk/dp/B084JNN26Q,Available (see Keepa data),UNPROFITABLE
EASYNOTE WEEKLY DESK PLANNER THINGS TO DO,1x A4 Flowers Layout Weekly Planner Pad Design at Random,B07KFLRBM7,5013922055077,EAN,T1,40,TRUE,50.0,-0.9,-58.38765754,1.1808,3.67,C,Near-breakeven (-0.90) with 50 monthly sales,HIGH,No,MEDIUM,0.49,MATCH,,Other,https://www.efghousewares.co.uk/easynote-weekly-desk-planner-things-to-do,https://www.amazon.co.uk/dp/B07KFLRBM7,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
151 FLEXIBLE GLUE FANTASTIC ELASTIC 20G,151 Fantastic Elastic Flexible Wateproof Glue,B004QX29CO,5050375101333,EAN,T1,80,TRUE,100.0,-0.91,-60.44444444,1.14,2.98,C,Near-breakeven (-0.91) with 100 monthly sales,HIGH,No,MEDIUM,0.55,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/151-glue-elastic-glue-20grm,https://www.amazon.co.uk/dp/B004QX29CO,Available (see Keepa data),UNPROFITABLE
HAMISH HIGHLAND COW MUG,The Leonardo Collection Bug Art Mug Hamish Highland Cow,B0CJWDD9KC,5010792341736,EAN,T1,60,TRUE,100.0,-0.91,-21.49019608,4.44,9.5,C,Near-breakeven (-0.91) with 100 monthly sales,HIGH,No,MEDIUM,0.49,MATCH,,Giftware,https://www.efghousewares.co.uk/hamish-highland-cow-mug-116484,https://www.amazon.co.uk/dp/B0CJWDD9KC,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
WINDOW INSULATION KIT,RYSONS Window Insulation Kit Fit Double Glazing Shrink Film Draught Excluder Condensation,B07QFLN7BD,5056239433329,EAN,T1,60,TRUE,100.0,-0.91,-65.34772182,1.008,3.05,C,Near-breakeven (-0.91) with 100 monthly sales,HIGH,No,MEDIUM,0.38,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/window-insulation-kit,https://www.amazon.co.uk/dp/B07QFLN7BD,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
WONDER BALM 50GM ORIGINAL,"Wonder Balm - Hand Balm/Cream for Lips, Hands and Nails - enriched with Aloe Vera for dry skin50ml",B07XRVR38Y,5020535013042,EAN,T1,60,TRUE,50.0,-0.92,-61,1.14,3.99,C,Near-breakeven (-0.92) with 50 monthly sales,HIGH,No,MEDIUM,0.26,MATCH,,Bathroom   Cosmetics   Beauty,https://www.efghousewares.co.uk/wonder-balm-50gm-original-4-6,https://www.amazon.co.uk/dp/B07XRVR38Y,Available (see Keepa data),UNPROFITABLE
APOLLO SET 4 WOOD EGG CUPS,"Apollo T4523 Beech 4 Egg Cup Set, Natural Wood, 24x5.5x5.5",B004V345VW,5026180045230,EAN,T1,80,TRUE,50.0,-0.94,-30.51031488,3.024,7,C,Near-breakeven (-0.94) with 50 monthly sales,HIGH,No,MEDIUM,0.45,MATCH,,Wooden Accessories,https://www.efghousewares.co.uk/apollo-set-4-wood-egg-cups,https://www.amazon.co.uk/dp/B004V345VW,Available (see Keepa data),UNPROFITABLE
BLACKSPUR HEAVY DUTY LEATHER PUNCH,Blackspur BB-RLP102 Heavy Duty Revolving Leather Punch,B001JYLJB0,5017403025801,EAN,T1,95,TRUE,50.0,-0.95,-35.5721393,2.556,5.9,C,Near-breakeven (-0.95) with 50 monthly sales,HIGH,No,MEDIUM,0.77,MATCH,,Blackspur   Pro User  Kingavon,https://www.efghousewares.co.uk/blackspur-heavy-duty-leather-punch,https://www.amazon.co.uk/dp/B001JYLJB0,Available (see Keepa data),UNPROFITABLE
AMTECH WASTE PIPE UNBLOCKER,"Amtech S1890 Waste Pipe and Drain Unblocker, Corrosion Resistant Galvanised Steel Sink Unblocker, 1.8m Length",B0156NG2P2,5032759043330,EAN,T1,80,TRUE,100.0,-0.95,-51.8115942,1.548,4.7,C,Near-breakeven (-0.95) with 100 monthly sales,HIGH,No,MEDIUM,0.4,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-waste-pipe-unblocker,https://www.amazon.co.uk/dp/B0156NG2P2,Available (see Keepa data),UNPROFITABLE
AMTECH PLIER MINI SIDE CUTTING,Amtech B3180 Mini Side Cutting Pliers,B0036L5HHG,5032759008094,EAN,T1,95,TRUE,100.0,-0.97,-55.23809524,1.44,3.28,C,Near-breakeven (-0.97) with 100 monthly sales,HIGH,No,MEDIUM,0.75,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-plier-mini-side-cutting,https://www.amazon.co.uk/dp/B0036L5HHG,Available (see Keepa data),UNPROFITABLE
151 IRONING BOARD COVER CLIPS PACK OF 4,Set Of 4 Iron Board Clips,B08DHLMJYY,5053249235745,EAN,T1,40,TRUE,100.0,-0.97,-57.49506903,1.368,3.25,C,Near-breakeven (-0.97) with 100 monthly sales,HIGH,No,MEDIUM,0.53,MATCH,,Other,https://www.efghousewares.co.uk/151-ironing-board-clips-4pc-25/9-104025,https://www.amazon.co.uk/dp/B08DHLMJYY,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
AMTECH DRILL BIT MASONRY 3PC SET 400MM,Amtech F2800 3 Piece 400mm masonry drill bit set,B004HKYXH0,5032759001989,EAN,T1,80,TRUE,100.0,-0.99,-30.92998955,3.168,7.36,C,Near-breakeven (-0.99) with 100 monthly sales,HIGH,No,MEDIUM,0.47,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-drill-bit-masonry-3pc-set-400mm,https://www.amazon.co.uk/dp/B004HKYXH0,Available (see Keepa data),UNPROFITABLE
HG ECO LIMESCALE REMOVER (SOLD EACH),"HG ECO Limescale Remover, All Purpose Cleaner, Kitchen Cleaner & Bathroom Cleaner Spray, Sink, Tap & Toilet Cleaner with Fresh Scent, Eco Conscious HG Cleaning Products, Recyclable - 500ml (683050106)",B0CBVXRH6P,8711577289409,EAN,T1,60,TRUE,50.0,-0.99,-21.40804598,4.908,9.62,C,Near-breakeven (-0.99) with 50 monthly sales,HIGH,No,MEDIUM,0.23,MATCH,,Hagesan,https://www.efghousewares.co.uk/hg-eco-limescale-remover-120946,https://www.amazon.co.uk/dp/B0CBVXRH6P,,UNPROFITABLE
ROLSON ALUMINIUM RAFTER ANGLE SQUARE,Rolson 50855 Aluminium Square,B07SM9Z2ZS,5029594508551,EAN,T1,80,TRUE,50.0,-1.0,-46.00614439,1.944,4.13,C,Near-breakeven (-1.00) with 50 monthly sales,HIGH,No,MEDIUM,0.71,MATCH,,Rolson Tools,https://www.efghousewares.co.uk/rolson-aluminium-rafter-angle-square,https://www.amazon.co.uk/dp/B07SM9Z2ZS,Available (see Keepa data),UNPROFITABLE
AMTECH PENCILS CARPENTER 6PC,Amtech H2105 6 Piece hardwood carpenter's pencil set,B00XHT38K0,5032759042319,EAN,T1,60,TRUE,500.0,-1.0,-55.12820513,1.524,3.68,C,Near-breakeven (-1.00) with 500 monthly sales,HIGH,No,MEDIUM,0.57,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-pencils-carpenter-6pc,https://www.amazon.co.uk/dp/B00XHT38K0,Available (see Keepa data),UNPROFITABLE
TIGER SPONGE DAMPER PAD,"Tiger Sponge Damper Pad - Premium Reusable Absorbent Crafting Essential | Achieve Crisp Stamps with Ease! | Perfect for Card Making, Scrapbooking and DIY Projects |Craft with Confidence and Precision",B00HZOGJZE,5016873017309,EAN,T1,60,TRUE,50.0,-1.01,-53.5374868,1.6128,3.48,C,Near-breakeven (-1.01) with 50 monthly sales,HIGH,No,MEDIUM,0.21,MATCH,,Other,https://www.efghousewares.co.uk/tiger-sponge-damper-pad,https://www.amazon.co.uk/dp/B00HZOGJZE,Available (see Keepa data),UNPROFITABLE
PRODEC COMBINATION SHAVE HOOK,ProDec Combination Shavehook for Removing Paint and Varnish From Flat and Irregular Surfaces,B00S9IXBVU,5019200008834,EAN,T1,60,TRUE,50.0,-1.02,-31.43004115,3.228,6.95,C,Near-breakeven (-1.02) with 50 monthly sales,HIGH,No,MEDIUM,0.46,MATCH,,Fit For Job   Prodec Blackrock,https://www.efghousewares.co.uk/prodec-combination-shave-hook,https://www.amazon.co.uk/dp/B00S9IXBVU,Available (see Keepa data),UNPROFITABLE
PAINT FACTORY COLOUR IT SPRAY PRIMER WHITE 400ML,All Purpose White Undercoat 400ML - Professional Satin Finish Spray Wood Color Paint,B078HG6HNS,5055319517348,EAN,T1,40,TRUE,50.0,-1.02,-43.73219373,2.148,5.78,C,Near-breakeven (-1.02) with 50 monthly sales,HIGH,No,MEDIUM,0.27,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/paint-factory-colour-it-spray-primer-white-400ml-111638,https://www.amazon.co.uk/dp/B078HG6HNS,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
PAN AROMA VAPOURISING OIL 10ML,Nuage Vapour Oil | Contains Soothing Menthol & Eucalyptol - Breathe Easy (10ml),B0BLT1QW8G,5053249249865,EAN,T1,40,TRUE,100.0,-1.02,-70.34482759,1.08,3.78,C,Near-breakeven (-1.02) with 100 monthly sales,HIGH,No,MEDIUM,0.31,MATCH,,Candles Air Fresheners Diffuse,https://www.efghousewares.co.uk/pan-aroma-vapourising-oil-10ml,https://www.amazon.co.uk/dp/B0BLT1QW8G,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
