Supplier_Title,Amazon_Title,ASIN,EAN,Match_Type,Tier,Confidence_Score,EAN_Exact_Match,Sales,Net_Profit,ROI,Supplier_Price,Amazon_Price,Bucket,Inclusion_Reason,Confidence,Validation_Required,Priority,Similarity,Unit_Qty_Flag,Unit_Qty_Note,Category,Supplier_URL,Amazon_URL,FBA_Sellers,Dashboard_Flags
FUNTIME SPINNING POPPING PALS,Funtime Spinning Popping Pals Toy,B000OFSN4Q,28503050049,Title,T2,45,FALSE,50.0,-1.03,-15.04360465,7.596,13.47,C,Near-breakeven (-1.03) with 50 monthly sales,MEDIUM,Yes,MEDIUM,0.94,MATCH,,Nursery Baby,https://www.efghousewares.co.uk/funtime-spinning-popping-pals,https://www.amazon.co.uk/dp/B000OFSN4Q,,"NO_SUPPLIER_EAN,UNPROFITABLE"
BELDRAY LINT REMOVER CORDLESS AND RECHARGABLE,"Beldray Easy Empty Electric Lint Remover - Cordless, Rechargeable Fabric Shaver, Remove Bobbles & Pills, 2 Speeds, Includes USB C Cable & Cleaning Brush, Suitable for All Fabrics, Up To 2.5 Hours Use",B0FND6FR1T,5054061513097,EAN,T1,80,TRUE,50.0,-1.04,-10.76101928,10.956,19.99,C,Near-breakeven (-1.04) with 50 monthly sales,HIGH,No,MEDIUM,0.34,MATCH,,Irons,https://www.efghousewares.co.uk/beldray-lint-remover-cordless-and-rechargable-123238,https://www.amazon.co.uk/dp/B0FND6FR1T,,UNPROFITABLE
ALARM CLOCK  SQUARE BLACK,Wm Widdop Quartz Travel Alarm - Black case/dial,B0094GKUCE,5017224042315,EAN,T1,40,TRUE,50.0,-1.04,-21.3648834,5.172,9.47,C,Near-breakeven (-1.04) with 50 monthly sales,HIGH,No,MEDIUM,0.33,MATCH,,Clocks,https://www.efghousewares.co.uk/alarm-clock-square-black-117997,https://www.amazon.co.uk/dp/B0094GKUCE,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
BACOFOIL FREEZER BAGS MEDIUM 3LTR 40PCS,Bacofoil 40 Freezer Bags Medium 3 Litre 25x32cm,B08GHXNMB6,5023139863617,EAN,T1,95,TRUE,50.0,-1.05,-40.92088197,2.424,5.59,C,Near-breakeven (-1.05) with 50 monthly sales,HIGH,No,MEDIUM,0.81,MATCH,,Disposable Tableware,https://www.efghousewares.co.uk/bacofoil-freezer-bags-medium-3ltr-40pcs-117165,https://www.amazon.co.uk/dp/B08GHXNMB6,Available (see Keepa data),UNPROFITABLE
MASTERPLAST RUB ORIENTAL BALM X,"Masterplast Extra Large Oriental Balm, Muscle Relief & Comfort, 36G",B07SS34BQ7,5053249227641,EAN,T1,80,TRUE,200.0,-1.05,-70.22222222,1.14,3.8,C,Near-breakeven (-1.05) with 200 monthly sales,HIGH,No,MEDIUM,0.57,MATCH,,First Aid Pharmacy Personal,https://www.efghousewares.co.uk/masterplast-rub-oriental-balm-xl-36g-4-12,https://www.amazon.co.uk/dp/B07SS34BQ7,,UNPROFITABLE
RED HOT COMPACT HAIR DRYER,Red Hot 37079 1200W Travel Hair Dryer with Folding Handle/Dual Voltage / 2 Heat Settings/Compact & Lightweight/Black,B0CGDR891J,5025301370794,EAN,T1,60,TRUE,100.0,-1.05,-13.92935982,8.4,13.99,C,Near-breakeven (-1.05) with 100 monthly sales,HIGH,No,MEDIUM,0.28,MATCH,,Hair   Body,https://www.efghousewares.co.uk/red-hot-compact-hair-dryer-105513,https://www.amazon.co.uk/dp/B0CGDR891J,,UNPROFITABLE
PRODEC PREMIER ANGLED CUTTING BRUSH 1 INCH,"ProDec 1 inch Premier Trade Professional Synthetic Long Handle Cutting In Paint Brush for Sharp Edge Lines Painting with Emulsion, Gloss, Satin Paints on Walls, Ceilings, Wood and Metal, 1"" 25mm",B097TS5DVH,5019200237784,EAN,T1,60,TRUE,200.0,-1.05,-57.1557971,1.548,3.25,C,Near-breakeven (-1.05) with 200 monthly sales,HIGH,No,MEDIUM,0.32,MATCH,,Fit For Job   Prodec Blackrock,https://www.efghousewares.co.uk/prodec-premier-angled-cutting-brush-1-inch,https://www.amazon.co.uk/dp/B097TS5DVH,Available (see Keepa data),UNPROFITABLE
151 LOVE YOUR WOOD FURNITURE TOUCH-UP MARKERS ASSORTED COLOURS PACK OF 3,Furniture Touch Up Markers,B01L8GLZ5I,5050375047105,EAN,T1,60,TRUE,100.0,-1.05,-70.33333333,1.14,3.15,C,Near-breakeven (-1.05) with 100 monthly sales,HIGH,No,MEDIUM,0.51,MATCH,,Diy   Tools,https://www.efghousewares.co.uk/love-your-wood-furniture-marker-16-11,https://www.amazon.co.uk/dp/B01L8GLZ5I,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
O'KEEFFE'S LIP REPAIR COOLING STICK 4.2G,O'Keeffe's Lip Repair Cooling Relief Lip Balm 4.2g,B01HWIEILY,5704947003425,Title,T2,45,FALSE,300.0,-1.05,-31.39303483,3.36,4.99,C,Near-breakeven (-1.05) with 300 monthly sales,MEDIUM,Yes,MEDIUM,0.8,MATCH,,Gorilla Glue,https://www.efghousewares.co.uk/okeeffes-lip-repair-cooling-stick-4-2g,https://www.amazon.co.uk/dp/B01HWIEILY,Available (see Keepa data),"AMAZON_EAN_MISSING,UNPROFITABLE"
FALCON ENAMEL OBLONG PIE DISH 30CM,FALCON Oblong Pie Dish WHT 30CM,B00309OC98,5012823030169,Title,T2,45,FALSE,50.0,-1.06,-16.24423963,7.152,11.1,C,Near-breakeven (-1.06) with 50 monthly sales,MEDIUM,Yes,MEDIUM,0.83,MATCH,,Bakeware,https://www.efghousewares.co.uk/enamel-30cm-oblong-pie-dish-each,https://www.amazon.co.uk/dp/B00309OC98,,"AMAZON_EAN_MISSING,UNPROFITABLE"
AMTECH BENT NOSE PLIER 11 INCH,Amtech B0845 11'' Bent Nose PLIER - 90 Degree,B0070NBB3U,5032759010219,Title,T2,45,FALSE,50.0,-1.06,-26.06732348,4.212,7.64,C,Near-breakeven (-1.06) with 50 monthly sales,MEDIUM,Yes,MEDIUM,0.64,MATCH,,Amtech Tools,https://www.efghousewares.co.uk/amtech-bent-nose-plier-11-inch,https://www.amazon.co.uk/dp/B0070NBB3U,,"AMAZON_EAN_MISSING,UNPROFITABLE"
PAN AROMA INCENSE HEX STICKS PINK BOX,Pan Aroma - Assorted Incense Stick Set - 80 Sticks (1),B00LK1NN5C,5053249224725,Title,T2,45,FALSE,300.0,-1.06,-72.87356322,1.08,4.12,C,Near-breakeven (-1.06) with 300 monthly sales,MEDIUM,Yes,MEDIUM,0.59,MATCH,,Candles Air Fresheners Diffuse,https://www.efghousewares.co.uk/pan-aroma-incense-hex-sticks-pink-box,https://www.amazon.co.uk/dp/B00LK1NN5C,,"AMAZON_EAN_MISSING,UNPROFITABLE"
TIGER CLEAR PENCIL CASE 8X5INCH,Tiger Pencil case - Clear See Through - Short 20x12.5cm x 1 Single,B002PMKV9G,5016873007942,EAN,T1,80,TRUE,100.0,-1.07,-85.29411765,0.8496,2.49,C,Near-breakeven (-1.07) with 100 monthly sales,HIGH,No,MEDIUM,0.45,MATCH,,Other,https://www.efghousewares.co.uk/tiger-clear-pencil-case-8x5inch,https://www.amazon.co.uk/dp/B002PMKV9G,Available (see Keepa data),UNPROFITABLE
ELBOW GREASE TOILET TABLETS 10 X 30G - BERRY,Elbow Grease Toilet Cleaning Tabs - No Scrubbing Needed | Removes Up To 100% Limescale (Berry Blast - Pack of 10 Tablets),B0CCJNGYTG,5053249250250,EAN,T1,60,TRUE,50.0,-1.07,-46.94323144,2.088,5.49,C,Near-breakeven (-1.07) with 50 monthly sales,HIGH,No,MEDIUM,0.33,MATCH,,Household Cleaning,https://www.efghousewares.co.uk/elbow-grease-toilet-tablets-10-x-30g-berry-103988,https://www.amazon.co.uk/dp/B0CCJNGYTG,,UNPROFITABLE
ELYSIUM SPA EPSOM SALTS ORIGINAL 1KG EACH,Elysium Spa Natural Original Epsom Salts 1Kg,B07H1TSNKZ,5020535010775,Title,T2,45,FALSE,500.0,-1.07,-49.48156682,1.944,4.95,C,Near-breakeven (-1.07) with 500 monthly sales,MEDIUM,Yes,MEDIUM,0.64,MATCH,,Bathroom   Cosmetics   Beauty,https://www.efghousewares.co.uk/elysium-spa-original-epsom-salt-1kg-each,https://www.amazon.co.uk/dp/B07H1TSNKZ,,"AMAZON_EAN_MISSING,UNPROFITABLE"
SONIC PRIME STICKER BOOK,"Alligator Sonic Prime Sticker Book with Lots of Reusable Stickers Inside Bouns Stand-Up Character On The Back Cover|Fun and Play Activity Books|Perfect for Travel, Birthday Gifts for Kids|Age 3+",1788246063,9781788246064,EAN,T1,40,TRUE,1000.0,-1.07,-60.93454408,1.4544,3.49,C,Near-breakeven (-1.07) with 1000 monthly sales,HIGH,No,MEDIUM,0.22,MATCH,,Other,https://www.efghousewares.co.uk/sonic-prime-sticker-book-124253,https://www.amazon.co.uk/dp/1788246063,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
PREMIER 200 LED TIMER MULTI ACTION LIGHTS VINTAGE GOLD,Premier 200 Vintage Gold and Red Supabrights Multi Action LED String Lights with Timer,B09CNV5CC4,5053844313954,EAN,T1,80,TRUE,300.0,-1.08,-13.8143891,8.736,13.99,C,Near-breakeven (-1.08) with 300 monthly sales,HIGH,No,MEDIUM,0.59,MATCH,,Christmas Lights,https://www.efghousewares.co.uk/premier-200-led-lights-timer-m-a-vintage-gold,https://www.amazon.co.uk/dp/B09CNV5CC4,Available (see Keepa data),UNPROFITABLE
APOLLO COFFEE PLUNGER 1.5L PP FRAME,French Press 12 Cup Coffee Plunger - 1500ml Capacity - Easy-Clean Filter - Heat Resistant Frame and Handle,B087ZKBSWC,5026180084178,EAN,T1,60,TRUE,100.0,-1.08,-11.97571744,10.212,16.47,C,Near-breakeven (-1.08) with 100 monthly sales,HIGH,No,MEDIUM,0.4,MATCH,,Kitchen Gadgets   Utensils,https://www.efghousewares.co.uk/apollo-coffee-plunger-1-5l-pp-frame-114274,https://www.amazon.co.uk/dp/B087ZKBSWC,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
PROPLAST FABRIC PLASTERS 100PK,"Fabric Plasters – Pack of 100 Assorted Sizes - Strong Adhesive Containing Latex for Secure, Flexible, and Comfortable Protection",B07SYM69PG,5056170300353,EAN,T1,40,TRUE,100.0,-1.08,-78.05755396,1.008,2.49,C,Near-breakeven (-1.08) with 100 monthly sales,HIGH,No,MEDIUM,0.25,MATCH,,First Aid Pharmacy Personal,https://www.efghousewares.co.uk/proplast-fabric-plasters-100pk-106631,https://www.amazon.co.uk/dp/B07SYM69PG,Available (see Keepa data),"BRAND_MISMATCH,UNPROFITABLE"
MASTERCLASS SALT/PEPPER MILL BLACK 17CM,"MasterClass Pepper Mill or Salt Grinder with Interchangeable Cap, Black, 17cm",B07MC8YD65,5028250807861,EAN,T1,95,TRUE,100.0,-1.09,-19.09356725,6.18,10.49,C,Near-breakeven (-1.09) with 100 monthly sales,HIGH,No,MEDIUM,0.59,MATCH,,Kitchen Gadgets   Utensils,https://www.efghousewares.co.uk/masterclass-salt-pepper-mill-black-17cm,https://www.amazon.co.uk/dp/B07MC8YD65,Available (see Keepa data),UNPROFITABLE
SEALAPACK BAGS TURKEY ROASTING 2S,"Sealapack Turkey Flavour Lock Roasting Bags, Two Pack",B002HRQMJC,5050375068216,EAN,T1,95,TRUE,100.0,-1.09,-73,1.14,2.79,C,Near-breakeven (-1.09) with 100 monthly sales,HIGH,No,MEDIUM,0.63,MATCH,,Disposables Party Bin Liners,https://www.efghousewares.co.uk/sealapack-bags-turkey-roasting-2s-1-1,https://www.amazon.co.uk/dp/B002HRQMJC,,UNPROFITABLE
PET STOR GORILLA TUFF TRAINING DUMMY - BLUE,"The Pet Store The Gorilla Tuff Floating Training Dummy for Throwing and Retrieval Games on land and in Water, Healthy Exercise for your Dog, Emperor Blue",B0B433SNLG,5034537035261,EAN,T1,60,TRUE,50.0,-1.09,-25.76470588,4.44,8.49,C,Near-breakeven (-1.09) with 50 monthly sales,HIGH,No,MEDIUM,0.43,MATCH,,Dog Products,https://www.efghousewares.co.uk/pet-stor-gorilla-tuff-training-dummy-yellow-108407,https://www.amazon.co.uk/dp/B0B433SNLG,,"BRAND_MISMATCH,UNPROFITABLE"
LOCTITE EXTREME NON/DRIPGLUE 20G,"Loctite Extreme Glue Gel, High-Strength Clear Adhesive for Tough Repairs, Bonds Wood, Metal, Glass, Stone & Plastics, Shock & Temperature Resistant, 20g Tube",B07TZK4SF1,5010305060178,EAN,T1,60,TRUE,100.0,-1.09,-29.98163453,3.696,5.75,C,Near-breakeven (-1.09) with 100 monthly sales,HIGH,No,MEDIUM,0.25,MATCH,,Loctite   Unibond   Solvite,https://www.efghousewares.co.uk/loctite-extreme-non-dripglue-20g,https://www.amazon.co.uk/dp/B07TZK4SF1,,UNPROFITABLE
RUSTINS MATT EMULSION MAGNOLIA 250ML,RUSTINS Matt Emulsion Paint Magnolia 250ml,B06XTTCP29,5015332002252,Title,T2,45,FALSE,200.0,-1.1,-31.22632576,3.564,6.82,C,Near-breakeven (-1.10) with 200 monthly sales,MEDIUM,Yes,MEDIUM,0.92,MATCH,,Rustins Ltd,https://www.efghousewares.co.uk/rustins-matt-emulsion-magnolia-250ml,https://www.amazon.co.uk/dp/B06XTTCP29,,"AMAZON_EAN_MISSING,UNPROFITABLE"
KILROCK GROUT CLEANER 500ML (SOLD EACH),Kilrock Grout Cleaner Spray 500ml Restorers Dirty Tile Grout Lines (1),B0CCMVBLQJ,5014353092433,Title,T2,45,FALSE,100.0,-1.1,-43.12091503,2.4,5.45,C,Near-breakeven (-1.10) with 100 monthly sales,MEDIUM,Yes,MEDIUM,0.55,MATCH,,Kilrock,https://www.efghousewares.co.uk/kilrock-grout-cleaner-500ml-110965,https://www.amazon.co.uk/dp/B0CCMVBLQJ,,"AMAZON_EAN_MISSING,UNPROFITABLE"
SOUDAL GLASS & MIRROR CLEANER,SOUDAL Glass & Mirror Cleaner 1l,B075GW9HGY,5411183083097,Title,T2,45,FALSE,200.0,-1.11,-33.73860182,3.288,6.48,C,Near-breakeven (-1.11) with 200 monthly sales,MEDIUM,Yes,MEDIUM,0.95,MATCH,,Soudal,https://www.efghousewares.co.uk/soudal-glass-mirror-cleaner,https://www.amazon.co.uk/dp/B075GW9HGY,,"AMAZON_EAN_MISSING,UNPROFITABLE"
