EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,RowID,sales,EAN_digits,EAN_OnPage_digits,title_match,EAN_digits_normalized,EAN_OnPage_digits_normalized,EAN_strict_valid,EAN_OnPage_strict_valid,is_exact_ean_strict,Sup_Qty,Amz_Qty,Qty_Ratio,Adjusted_Profit,Pack_Verdict,Category,Match_Verdict,Confidence,Filter_Reason,Key_Match_Evidence,Supplier_EAN_Display,Amazon_EAN_Display
5414886287533,nan,B0002HZPUG,EASY STORAGE VACUUM BAG 70X100CM,John Deere Ride-on Tractor with Loader and Detachable Trailer,https://www.efghousewares.co.uk/easy-storage-vacuum-bag-70x100cm,https://www.amazon.co.uk/dp/B0002HZPUG,100,,Available (see Keepa data),6.0,1.476,1.23,114.99,16.5,11.87,0.55,19.1649999999999,6.02999999999999,66.225,-6.02999999999999,65.675,3689.60674157303,36.18,68.5363944690842,11,100,5414886287533,,0.1935483870967742,5414886287533,,True,False,False,1.0,1.0,1.0,65.675,1:1 Match,,,0,,Title alignment,5414886287533,-
5050565743725,nan,B0FGCSDMBW,CEMENT FLOWER POT WITH SUCCULENT CIRCLE 3 ASSORTED,"Sewing Machine for Beginners â€“ Portable Electric with 12 Built-In Stitch Patterns, 6 Presser Feet, Foot Pedal, 2-Speed Control, Fast Sewing for Clothes, Fabrics, DIY & Home Use",https://www.efghousewares.co.uk/cement-flower-pot-with-succulent-circle-3-assorted-120175,https://www.amazon.co.uk/dp/B0FGCSDMBW,100,Available (see Keepa data),,1.0,0.804,0.67,74.99,11.25,5.42,0.55,12.4983333333333,3.578,45.1516666666666,-3.578,44.6016666666666,3655.87431693989,21.468,71.3721829577276,12,100,5050565743725,,0.2631578947368421,5050565743725,,True,False,False,1.0,1.0,1.0,44.6016666666666,1:1 Match,,,0,,Title alignment,5050565743725,-
5012904000425,659381335623,B0FLXV5TG6,CHEF AID MINI SPOUT BRUSH,"NiwNiw Heavy Duty Trailer Hitch Lock with Forged Steel Safety Ball Ifor Williams Knott Avonride 50mm Head (575003/575004/575005/575008),High Security Anti-Theft Caravan Tow Bar Coupling Lock",https://www.efghousewares.co.uk/chef-aid-mini-spout-brush,https://www.amazon.co.uk/dp/B0FLXV5TG6,50,Available (see Keepa data),,1.0,1.032,0.86,81.98,10.15,5.34,0.55,13.6633333333333,3.38,51.9666666666666,-3.38,51.4166666666666,3646.57210401891,20.28,75.2622590875823,13,50,5012904000425,659381335623,0.10232558139534884,5012904000425,659381335623,True,True,False,1.0,1.0,1.0,51.4166666666666,1:1 Match,,,0,,Title alignment,5012904000425,659381335623
5055706641151,717710483480,B0FGHZB8FM,PROKLEEN SPUNLACE FLOOR MOP & HANDLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",https://www.efghousewares.co.uk/prokleen-spunlace-floor-mop-handle,https://www.amazon.co.uk/dp/B0FGHZB8FM,50,Available (see Keepa data),,1.0,2.088,1.74,129.0,19.35,3.44,0.55,21.5,5.016,82.97,-5.016,82.42,3599.12663755458,30.096,76.6697674418604,14,50,5055706641151,717710483480,0.09691629955947137,5055706641151,717710483480,True,True,False,1.0,1.0,1.0,82.42,1:1 Match,,,0,,Title alignment,5055706641151,717710483480
5012904018475,nan,B0FLXV5TG6,TALA STAINLESS STEEL TOWEL HOLDER,"NiwNiw Heavy Duty Trailer Hitch Lock with Forged Steel Safety Ball Ifor Williams Knott Avonride 50mm Head (575003/575004/575005/575008),High Security Anti-Theft Caravan Tow Bar Coupling Lock",https://www.efghousewares.co.uk/tala-stainless-steel-towel-holder-5-1-23,https://www.amazon.co.uk/dp/B0FLXV5TG6,50,,,,1.164,0.97,81.98,10.2475,2.41,0.55,13.6633333333333,2.8355,54.6891666666666,-2.8355,54.1391666666666,3561.78728070175,17.013,79.2473774091241,15,50,5012904018475,,0.17937219730941703,5012904018475,,True,False,False,1.0,1.0,1.0,54.1391666666666,1:1 Match,,,0,,Common terms: steel,5012904018475,-
5055297302240,717710483480,B0FGHZB8FM,PLUNGER BUFFALO MINI PLUNGER,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",https://www.efghousewares.co.uk/plunger-buffalo-mini-plunger,https://www.amazon.co.uk/dp/B0FGHZB8FM,50,Available (see Keepa data),,1.0,2.196,1.83,129.0,19.35,3.44,0.55,21.5,5.034,82.88,-5.034,82.33,3459.24369747899,30.204,76.5860465116279,16,50,5055297302240,717710483480,0.1278538812785388,5055297302240,717710483480,True,True,False,1.0,1.0,1.0,82.33,1:1 Match,,,0,,Title alignment,5055297302240,717710483480
5030017011138,nan,B0FB36DTHD,PANASONIC UPRIGHT   SDB113,"ElecKeys Cordless Vacuum Cleaner,65 Mins 580W 48KPa 1.8L Vacuum Cleaners for Home,Self-Standing Anti-Tangle Vacuum,Handheld Vacuum Cleaner Rechargeable Wall-Mounted for Carpets Floors Pet Hair",https://www.efghousewares.co.uk/panasonic-upright-sdb113,https://www.amazon.co.uk/dp/B0FB36DTHD,300,Available (see Keepa data),,2.0,2.616,2.18,144.99,21.75,5.84,0.55,24.1649999999999,6.064,91.055,-6.064,90.505,3315.20146520146,36.384,74.9058555762466,17,300,5030017011138,,0.09174311926605505,5030017011138,,True,False,False,1.0,1.0,1.0,90.505,1:1 Match,,,0,,Title alignment,5030017011138,-
5012213580601,nan,B08KYJWQPV,TOM SMITH CHRISTMAS CARDS LUXURY SLIM FOLIAGE TEXT,Nilfisk Core 130 Bar High Pressure Washer with Power Control - Mini Power Washer for Patios and Car Cleaner (1500 W),https://www.efghousewares.co.uk/tom-smith-christmas-cards-luxury-slim-foliage-text-122728,https://www.amazon.co.uk/dp/B08KYJWQPV,50,,,,2.016,1.68,104.67,13.08375,2.41,0.55,17.4449999999999,3.54475,70.05125,-3.54475,69.50125,3116.64798206278,21.2685,79.6804241903124,18,50,5012213580601,,0.25301204819277107,5012213580601,,True,False,False,1.0,1.0,1.0,69.50125,1:1 Match,,,0,,Title alignment,5012213580601,-
5013922057019,nan,B0DB7DGKFK,PARTY CRAZY BALLOONS ASSORTED 20,"KODAK 10.1 Inch WiFi Digital Picture Frame with 32GB Storage, Electronic Smart Digital Photo Frame 1280x800 IPS Touch Screen, Auto-Rotate, Share Moments Instantly Gifts for Women Mothers Day Christmas",https://www.efghousewares.co.uk/party-crazy-balloons-asstd-20,https://www.amazon.co.uk/dp/B0DB7DGKFK,100,,,,0.852,0.71,60.34,7.5425,2.41,0.55,10.0566666666666,2.2425,39.6208333333333,-2.2425,39.0708333333333,3100.85978835978,13.455,77.7013589658601,19,100,5013922057019,,0.04310344827586207,5013922057019,,True,False,False,1.0,1.0,1.0,39.0708333333333,1:1 Match,,,0,,Title alignment,5013922057019,-
5038673411309,nan,B0FM3GQ9VQ,PRIMA PET BALL LAUNCHER 50CM,"Pet Prime Automatic Ball Launcher for Large Dog, Rechargeable Cordless Interactive Ball Thrower Toy with Random Distance, Fetch Machine with 6 Durable 2.5"" E-TPU Balls & Dog Whistle",https://www.efghousewares.co.uk/prima-pet-ball-launcher-50cm,https://www.amazon.co.uk/dp/B0FM3GQ9VQ,50,Available (see Keepa data),,1.0,1.344,1.12,86.69,13.0,7.17,0.55,14.4483333333333,4.368,50.9516666666666,-4.368,50.4016666666666,3018.06387225548,26.208,69.7681393470988,20,50,5038673411309,,0.21052631578947367,5038673411309,,True,False,False,1.0,1.0,1.0,50.4016666666666,1:1 Match,,,0,,"Common terms: launcher, ball, pet",5038673411309,-
5050565569936,nan,B0DL47ZJR2,PAPER EASTER 10 PLATES 7 INCH,"Mould King V8 Engine Building Blocks Sets, 10171 MOC Scale Model Kit with Battery and Motor, Collectible Set for Adults, Construction Toys for Teens(487 Pcs)",https://www.efghousewares.co.uk/paper-easter-10-plates-7-inch,https://www.amazon.co.uk/dp/B0DL47ZJR2,100,,,,0.744,0.62,50.99,6.37375,2.41,0.55,8.49833333333333,1.99075,33.0879166666666,-1.99075,32.5379166666666,2781.01851851851,11.9445,76.5748185918807,21,100,5050565569936,,0.10752688172043011,5050565569936,,True,False,False,1.0,487.0,487.0,-329.0460833333334,BUNDLE (487x) - LOSS,,,0,,Title alignment,5050565569936,-
5900627061383,198153749706,B0DRPCJDWW,AIRWICK CANDLE VANILLA & BROWN SUGAR 105G PK6,Lenovo Idea Tab Pro Android Tablet | 12.7 inch Full HD Display | MediaTek Dimensity 8300 | 128GB | Wi-Fi 6 | 8GB RAM | Luna Grey + Pen,https://www.efghousewares.co.uk/airwick-candle-vanilla-brown-sugar-105g-pk6-110640,https://www.amazon.co.uk/dp/B0DRPCJDWW,300,Available (see Keepa data),Available (see Keepa data),15.0,10.7399999999999,8.95,354.99,24.85,3.24,0.55,59.1649999999999,7.518,258.785,-7.518,258.235,2718.26315789473,45.108,87.2931631876954,22,300,5900627061383,198153749706,0.18994413407821228,5900627061383,198153749706,True,True,False,1.0,1.0,1.0,258.235,1:1 Match,,,0,,Title alignment,5900627061383,198153749706
5055706641182,717710483480,B0FGHZB8FM,PROKLEEN CHENILLE FLOOR MOP & EXTENDABLE HANDLE,"Oversize Turbo Dryer Blower,Car Accessories,Max Instantaneous Thrust 1.60KG,4 Speeds,64MM Super Big Electric Cordless Air Blower for Leaf,Patio Cleaning,Lawn Care & Car Drying (Shining Black)",https://www.efghousewares.co.uk/prokleen-extendable-chenille-floor-duster,https://www.amazon.co.uk/dp/B0FGHZB8FM,50,Available (see Keepa data),,1.0,3.024,2.52,129.0,19.35,3.44,0.55,21.5,5.172,82.19,-5.172,81.64,2659.28338762215,31.032,75.9441860465116,23,50,5055706641182,717710483480,0.13445378151260504,5055706641182,717710483480,True,True,False,1.0,1.0,1.0,81.64,1:1 Match,,,0,,Title alignment,5055706641182,717710483480
5060082728884,653391672419,B0734R66B4,DLUX WASHING BAG,"Tevlaphee Steering Wheel Lock, Steering Lock, Car Anti-Theft Device, Adjustable, Universal Fit, Heavy Duty Secure, 3 Keys, Emergency Hammer Window Breaker(Black)",https://www.efghousewares.co.uk/dlux-washing-bag,https://www.amazon.co.uk/dp/B0734R66B4,100,Available (see Keepa data),Available (see Keepa data),4.0,0.852,0.71,48.81,2.65,3.45,0.55,8.13499999999999,1.472,33.865,-1.472,33.315,2644.04761904761,8.832,81.9053472649047,24,100,5060082728884,653391672419,0.11299435028248588,5060082728884,653391672419,True,True,False,1.0,1.0,1.0,33.315,1:1 Match,,,0,,Title alignment,5060082728884,653391672419
6923456804005,nan,B09WDKDVZC,CAPPUCCINO CUP,"Tevlaphee Steering Wheel Lock with Alarm, 120dB, Wheel Spoke Width â‰¤2.75in, Battery Required, Crook Locks for Cars, Car Lock Anti-Theft Device, Heavy Duty",https://www.efghousewares.co.uk/cappuccino-cup,https://www.amazon.co.uk/dp/B09WDKDVZC,100,Available (see Keepa data),Available (see Keepa data),4.0,0.936,0.78,57.64,8.05,3.58,0.55,9.60666666666666,2.592,35.6233333333333,-2.592,35.0733333333333,2637.09273182957,15.552,73.0187369882026,25,100,6923456804005,,0.058823529411764705,6923456804005,,True,False,False,1.0,1.0,1.0,35.0733333333333,1:1 Match,,,0,,Title alignment,6923456804005,-
8414926510185,nan,B0DN6BWS36,SQUARE CANISTER CLASSIC 1.6L SURT VRM,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",https://www.efghousewares.co.uk/square-canister-classic-1-6l-assorted-vrm-118600,https://www.amazon.co.uk/dp/B0DN6BWS36,50,,,,2.508,2.09,99.99,12.49875,2.41,0.55,16.6649999999999,3.50975,66.32625,-3.50975,65.77625,2491.52462121212,21.0585,78.9393939393939,26,50,8414926510185,,0.1320754716981132,8414926510185,,True,False,False,1.0,1.0,1.0,65.77625,1:1 Match,,,0,,Title alignment,8414926510185,-
8711252476247,nan,B0FHK2CM5W,DUNLOP BIKE BRAKE CABLE INNER CABLE,"Peradix Wooden Chess Set, 19"" Large Foldable Chess Board Game with 3.75"" King & 2 Extra Queens, Professional Classic Chess Set for Adults and Kids",https://www.efghousewares.co.uk/dunlop-bike-brake-cable-inner-cable-116177,https://www.amazon.co.uk/dp/B0FHK2CM5W,100,Available (see Keepa data),,1.0,0.708,0.59,49.99,7.5,5.15,0.55,8.33166666666666,2.758,28.4183333333333,-2.758,27.8683333333333,2444.59064327485,16.548,66.8973794758951,27,100,8711252476247,,0.19889502762430938,8711252476247,,True,False,False,1.0,1.0,1.0,27.8683333333333,1:1 Match,,,0,,Title alignment,8711252476247,-
5056170355988,nan,B0D25HS86F,CHRISTMAS VELVET COLOURING SET 2PC,"KableRika LED Desk Lamp for Office, Double Head Desk Lamp with Base, Dimmable Architect Desk Light, Eye Caring Monitor Light Bar with Timer, Task Lamp for Work Study Read Home Office Lighting",https://www.efghousewares.co.uk/christmas-velvet-colouring-set-2pc-115206,https://www.amazon.co.uk/dp/B0D25HS86F,200,,,,0.6,0.5,39.99,4.99875,2.41,0.55,6.66499999999999,1.69175,25.41625,-1.69175,24.86625,2368.21428571428,10.1505,74.6174043510877,28,200,5056170355988,,0.1511111111111111,5056170355988,,True,False,False,1.0,1.0,1.0,24.86625,1:1 Match,,,0,,Title alignment,5056170355988,-
6923456812901,198715902921,B0DK877SSC,PLATE 10.5 INCH ASSORTED,EVER ADVANCED Luxury Camping Chairs for Adults Heavy Duty Loadable 150kg High Back Oversized Folding Garden Chair Padded 6cm Comfy with Cup Holder Side Pocket Dining Chairs 4-Position Recliner,https://www.efghousewares.co.uk/plate-10-5-inch-assorted-115902,https://www.amazon.co.uk/dp/B0DK877SSC,50,Available (see Keepa data),,1.0,0.672,0.56,49.99,7.5,6.92,0.55,8.33166666666666,3.106,26.6783333333333,-3.106,26.1283333333333,2353.9039039039,18.636,62.7205441088217,29,50,6923456812901,198715902921,0.1574074074074074,6923456812901,198715902921,True,True,False,1.0,1.0,1.0,26.1283333333333,1:1 Match,,,0,,Title alignment,6923456812901,198715902921
5016574137825,nan,B0DN6BWS36,LYNWOOD MINI ROLLER SET 5PACK,"Mould King V8 Engine Building Blocks Set, 2250 PCS Combustion Engine Model Kit That Runs, Mini Engine for Adults with Battery, Engineering Construction STEM Toy for Boys Girls",https://www.efghousewares.co.uk/lynwood-mini-roller-set-5pack,https://www.amazon.co.uk/dp/B0DN6BWS36,50,,,,2.82,2.35,99.99,12.49875,2.41,0.55,16.6649999999999,3.56175,66.06625,-3.56175,65.51625,2259.18103448275,21.3705,78.6273627362736,30,50,5016574137825,,0.19607843137254902,5016574137825,,True,False,False,5.0,1.0,0.2,67.77225,SPLIT (1/5) - OK,,,0,,Common terms: mini,5016574137825,-
5050565712875,nan,B0D62LX8W5,SNOW WHITE CHRISTMAS RIBBON  SILVER,OLEVS Watches for Men Stainless Steel Analog Quartz Waterproof Luminous Luxury Dress Date Diamond Business Casual Mens Wrist Watchï¼ˆGold/Blue/Black/White Dialï¼‰,https://www.efghousewares.co.uk/snow-white-christmas-ribbon-silver-122740,https://www.amazon.co.uk/dp/B0D62LX8W5,100,,,,0.876,0.73,45.77,5.72125,2.41,0.55,7.62833333333333,1.88225,29.2804166666666,-1.88225,28.7304166666666,2244.56380208333,11.2935,75.3255407472143,31,100,5050565712875,,0.14213197969543148,5050565712875,,True,False,False,1.0,1.0,1.0,28.7304166666666,1:1 Match,,,0,,Common terms: white,5050565712875,-
5050565512352,nan,B0D62LX8W5,LOVE SCENTED WAX MELTS,OLEVS Watches for Men Stainless Steel Analog Quartz Waterproof Luminous Luxury Dress Date Diamond Business Casual Mens Wrist Watchï¼ˆGold/Blue/Black/White Dialï¼‰,https://www.efghousewares.co.uk/valentines-love-scented-wax-melts,https://www.amazon.co.uk/dp/B0D62LX8W5,100,Available (see Keepa data),,1.0,0.804,0.67,45.77,6.87,2.77,0.55,7.62833333333333,2.172,27.8316666666666,-2.172,27.2816666666666,2236.20218579234,13.032,71.5272012235088,32,100,5050565512352,,0.13043478260869565,5050565512352,,True,False,False,1.0,1.0,1.0,27.2816666666666,1:1 Match,,,0,,Title alignment,5050565512352,-
5038673190075,8700216280167,B0CM3SM41B,PRIMA DINNER PLATE FLOWER DESIGN 26.5CM,"Gillette Intimate Trimmer i5 - Pubic Hair & Body Groomer for Men, SkinFirst Waterproof Manscaping Trimmer, Cordless Wet/Dry Body Hair Shaver for Private Parts & Sensitive Areas",https://www.efghousewares.co.uk/prima-dinner-plate-flower-design-26-5cm-sp04-112325,https://www.amazon.co.uk/dp/B0CM3SM41B,300,,,1.0,1.704,1.42,70.19,10.53,3.1,0.55,11.6983333333333,3.12,43.4416666666666,-3.12,42.8916666666666,2177.24196277495,18.72,73.3295341216697,33,300,5038673190075,8700216280167,0.13953488372093023,5038673190075,8700216280167,True,True,False,1.0,1.0,1.0,42.8916666666666,1:1 Match,,,0,,Title alignment,5038673190075,8700216280167
11179373161,nan,B0FP2P7WNL,UNIQUE CANDLE NUMBER W/DECOR 6,"Lehoo Castle Dino Construction Truck Sit and Spin Toys for Toddlers 1-3 Boys, 360Â° Toddler Spinning Seat with Lights and Music, Sensory Toys Christmas Birthday Gift for Kids Age 2 3 4 5",https://www.efghousewares.co.uk/unique-candle-number-w-decor-6,https://www.amazon.co.uk/dp/B0FP2P7WNL,300,Available (see Keepa data),,2.0,0.708,0.59,45.99,6.9,5.63,0.55,7.66499999999999,2.734,25.205,-2.734,24.655,2162.71929824561,16.404,64.3313763861709,34,300,11179373161,,0.18518518518518517,011179373161,,True,False,False,1.0,1.0,1.0,24.655,1:1 Match,,,0,,Title alignment,011179373161,-
5050796011778,nan,B0C7FJY9SL,BRIGHT & HOMELY STAINLESS STEEL SCOURER 4 PIECES,"Pristar Remote Control Car Hand Gesture Controlled Car, 1:14 RC Stunt Auto 360Â° Rotation 3 Control Methods 2.4 GHz Drift Glove Controlled Cars Gift Toy for Kids Boy Girls Age 5 6 7 8 9 10 11 12",https://www.efghousewares.co.uk/bright-homely-stainless-steel-scourer-4-pieces-121532,https://www.amazon.co.uk/dp/B0C7FJY9SL,400,Available (see Keepa data),,1.0,0.744,0.62,42.99,6.45,3.24,0.55,7.16499999999999,2.172,25.515,-2.172,24.965,2133.76068376068,13.032,69.6859734822051,35,400,5050796011778,,0.21487603305785125,5050796011778,,True,False,False,4.0,1.0,0.25,25.523,SPLIT (1/4) - OK,,,0,,Title alignment,5050796011778,-
5019923202892,nan,B0CQP7TT72,SECURPAK POZI COUNTERSUNK SCREWS ZP 5X60MM,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",https://www.efghousewares.co.uk/securpak-pozi-countersunk-screws-zp-5x60mm,https://www.amazon.co.uk/dp/B0CQP7TT72,50,,,,0.792,0.66,39.99,4.99875,2.41,0.55,6.66499999999999,1.72375,25.25625,-1.72375,24.70625,2041.8388429752,10.3425,74.1372843210802,36,50,5019923202892,,0.1958762886597938,5019923202892,,True,False,False,1.0,1.0,1.0,24.70625,1:1 Match,,,0,,Title alignment,5019923202892,-
