RowID,bucket,MLS,MLS_band,title_match,sales,is_exact_ean_strict,EAN_digits,EAN_OnPage_digits,EAN_digits_normalized,EAN_OnPage_digits_normalized,EAN_strict_valid,EAN_OnPage_strict_valid,Supplier EAN,Amazon EAN,pack_supplier_count,pack_amazon_count,pack_supplier_evidence,pack_amazon_evidence,Qty_Ratio,Adjusted_Profit_baseline,NetProfit,NetProfit_num,ROI,ASIN,SupplierTitle,AmazonTitle,SupplierPrice_incVAT,SellingPrice_incVAT,ip_risk
561,OTHER,9,UNLIKELY_OTHER,0.12206572769953052,100.0,False,6260348201185,,6260348201185,,True,False,6260348201185,-,,,,,,,2.98333333333333,2.98333333333333,165.74074074074,B0FGP1NRNC,SHAKILA CERIEL BOWL,6 Sets 6 Inch Cereal Bowls - 26 Oz Unbreakable Lightweight White Soup Bowls Set Dishwasher Safe For Fruit Salad Kitchen Ramen Mixing Scratch Resistant Reusable Gift For Wedding Home Everyday Use,1.5,11.92,False
562,FILTERED_OUT,38,POSSIBLE_LOW_PRIORITY,0.328042328042328,300.0,False,5017403138532,5056243601714,5017403138532,5056243601714,True,True,5017403138532,5056243601714,2.0,2.0,2pce,2 pack,1.0,3.315,3.315,3.315,164.925373134328,B084ZHD1XS,KINGAVON 2PCE DOOR AND WINDOW ENTRY ALARM SET,VOXON Wireless Door and Window Alarm Sensor 2 Pack 2 Modes Magnetic Window Door Burglar Alarm with 100dB Loud for Kids Safety Home Shop Security,1.752,9.99,False
563,NEEDS_VERIFICATION,56,NEEDS_VERIFICATION,0.5094339622641509,100.0,False,8693357033344,,8693357033344,,True,False,8693357033344,-,,6.0,,set of 6,,,2.86166666666666,2.86166666666666,163.523809523809,B00I1JW98I,PASABAHCE CIHANGIR TEA GLASS 95 CC 6PC,"Pasabahce Istanbul tea glass, set of 6, drinking glasses with handle",1.44,11.99,False
564,OTHER,13,UNLIKELY_OTHER,0.17142857142857143,100.0,False,8435730660361,,8435730660361,,True,False,8435730660361,-,,,,,,,16.06625,16.06625,163.109137055837,B0CDXCTQP1,EXTRASTAR SOLAR SMART STRING LIGHT 15 CANDLE 6M WITH REMOTE,"3D Printer Enclosure with LED Light,Dustproof Tent Constant Temperature Protective Cover for Creality Ender 3 V3 SE/KE/Ender 3/Ender 3 Pro/Ender 3V2/Ender 3S1/Neo/Anycubic Elegoo, Medium",11.16,39.99,False
565,LOW_PRIORITY,36,POSSIBLE_LOW_PRIORITY,0.2831858407079646,200.0,False,5060357992170,,5060357992170,,True,False,5060357992170,-,,5.0,,(5 pack); 5 pack,,,4.99625,4.99625,162.744299674267,B07GZGXQYG,SUPERIOR FOIL 5 CONTAINERS & LID 2400ML,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",3.024,14.79,False
566,OTHER,7,UNLIKELY_OTHER,0.09734513274336283,100.0,False,5056295709161,6975075048759,5056295709161,6975075048759,True,True,5056295709161,6975075048759,,,,,,,12.19,12.19,162.101063829787,B0CGN24TL6,BLUE CANYON FIGARO BIN SLATE BLUE 5 LITRE,"Electric Space Heater, 2000W Fan Heaters For Home Energy Efficient, Slient, Thermostat, 3 Modes, 60Â° Oscillation, 12H Timer, Overheat & Tip-Over Protection, ECO Portable Ceramic Heater",8.364,36.12,False
567,OTHER,23,UNLIKELY_OTHER,0.20952380952380953,50.0,False,5017403044123,5060970843989,5017403044123,5060970843989,True,True,5017403044123,5060970843989,,,,,,,6.78833333333333,6.78833333333333,162.012728719172,B0BKQMNV23,BLACKSPUR LEVER LATCH SET,"Decoranddecor Spectra Matt Black Aluminium Lever Handles â€“ Internal Door Set with Mortice Latch, Sleek Contemporary Design for Bedrooms, Bathrooms, and Modern Home or Office Interiors",4.368,19.99,False
568,OTHER,30,UNLIKELY_OTHER,0.2131979695431472,100.0,False,5060743590249,5060737606109,5060743590249,5060737606109,True,True,5060743590249,5060737606109,25.0,25.0,25pcs,25pcs,1.0,2.275,2.275,2.275,161.347517730496,B0CV2P6WM4,ECO WISE PAPER CUPS 12OZ 25PCS,"FOOGO Green 25pcs 12oz Disposable Strong Triple-Wall Brown Paper Coffee Cups with Secure Lids, FSCÂ® Certified, Fully Compostable, for Hot Drinks, Takeaway and Parties",1.032,9.99,False
569,OTHER,6,UNLIKELY_OTHER,0.08333333333333333,300.0,False,5055441436968,,5055441436968,,True,False,5055441436968,-,,,,,,,3.49166666666666,3.49166666666666,160.906298003072,B0F1MV33H3,DEKTON VOLTAGE TESTER 2PC,"Jorest 25 in 1 Multi Bit Screwdriver Set All in One, Magnetic Screw Driver with Torx Philips Hex Slotted Square, Birthday Tool Gifts for Men Dad Him, Pocket Repair Hand Tool for Gameboy, Bike",1.944,11.99,False
570,OTHER,31,UNLIKELY_OTHER,0.24324324324324326,900.0,False,5030481943034,5060984597199,5030481943034,5060984597199,True,True,5030481943034,5060984597199,,274.0,,274x137cm; 2pk,,,1.875,1.875,160.25641025641,B0C8JB8SK1,PPS PLASTIC 2 TABLECLOTHS RED,"SOL 2pk Long Red Table Cloth Party 274x137cm Rectangle Plastic Cover Disposable Tablecloths for Parties - Spill Protection - Christmas Decorations New Years Eve 2026 Birthdays Weddings, Buffets",0.744,6.99,False
571,OTHER,26,UNLIKELY_OTHER,0.2517482517482518,50.0,False,5055441454986,,5055441454986,,True,False,5055441454986,-,,,,,,,4.51166666666666,4.51166666666666,159.98817966903,B0C9QC376J,GOODYEAR SPANNER 21MM,Meccion Fixed Head Ratchet Spanner 21mm Professional Chrome Vanadium Steel Forged Combination Wrench - Black Nickle Plated,2.724,13.49,False
572,OTHER,10,UNLIKELY_OTHER,0.14563106796116504,800.0,False,5032759026661,696952854817,5032759026661,696952854817,True,True,5032759026661,696952854817,,,,,,,2.86166666666666,2.86166666666666,159.869646182495,B089YD9C3L,AMTECH TILE SPACERS 300PC 4MM,"Gifts for Men Dad Magnetic Wristband for Screws Tools for Men Gadgets, Christmas Stocking Fillers for Men Husband Him, DIY Handyman Xmas Gifts for Dad Ideas Advent Calendar 2025",1.488,8.99,False
573,OTHER,29,UNLIKELY_OTHER,0.21333333333333335,100.0,False,5053249000022,717378076703,5053249000022,717378076703,True,True,5053249000022,717378076703,,100.0,,100 pcs,,,2.22166666666666,2.22166666666666,159.832134292565,B0B5ZPP3Q5,QUEEN OF CAKES CUPCAKE MUFFIN 100 CASES,"100 Pcs Cupcake Cases, Cake Muffin Liners, Greaseproof Foil Baking Cups Paper Wrappers, Foil Metallic Cupcake Paper Cups Household Oven Birthday Wedding Party Muffins Pastry Molds (Gold)",1.008,9.89,False
574,OTHER,28,UNLIKELY_OTHER,0.182648401826484,400.0,False,,,,,False,False,-,-,,8.0,,5x7 inch; 8x10 inch,,,6.79125,6.79125,159.794117647058,B0DP24V73R,WOOD FRAME 1INCH OAK 8X10,"8x10 Picture Frame, Solid Oak Wood 8x10 inch Natural Wood Photo Frame for Home & Wall Decor, 8x10 Picture Frame with Mount for 5x7 Inch with Tempered Real Glass, Tabletop & Wall Mounting Display",4.44,18.99,False
575,OTHER,32,UNLIKELY_OTHER,0.23414634146341465,100.0,False,8693357153677,,8693357153677,,True,False,8693357153677,-,2.0,2.0,2pk,2 pack,1.0,3.525,3.525,3.525,158.783783783783,B0CCSHX1CX,PASABACHE GLASS TEA MUG 250ML 2PK,"2 Pack Double Walled Glass Mug, Cappuccino Drinking Cups, Insulated Glass Coffee Cup with Handle, Perfect for Espresso, Latte, Espresso, Tea, Juice, Beverage (250ml/ 8.5oz)",2.004,12.99,False
576,OTHER,20,UNLIKELY_OTHER,0.25742574257425743,200.0,False,5055441411873,6949509231673,5055441411873,6949509231673,True,True,5055441411873,6949509231673,,,,,,,5.38833333333333,5.38833333333333,158.015640273704,B083HYF63J,DEKTON HSS DRILL 13PC SET 2MM TO 8MM,"Bosch Professional 9pc PointTeQ Hex Drill Bit Set (for Metal, Ã˜: 2-8 mm, Total Length: 60-117 mm, Â¼â€™â€™ Hex Shank, Accessory for Impact Drivers and Drill Drivers)",3.432,15.49,False
577,OTHER,12,UNLIKELY_OTHER,0.17647058823529413,50.0,False,5060082728365,,5060082728365,,True,False,5060082728365,-,,,,,,,2.27833333333333,2.27833333333333,157.126436781609,B0F4XS55PZ,DLUX TELESCOPIC DUSTER ASSORTED COLOURS,Benjia 18th Birthday Banner Decorations for Boys Girls Born in 2007 UK Background Happy 18 Years Old Birthday Backdrop Cheers to 18 Years Banners Black Gold Poster Bday Gift Home Decor Party Supplies,1.08,7.99,False
578,OTHER,26,UNLIKELY_OTHER,0.27149321266968324,100.0,False,5023674163289,,5023674163289,,True,False,5023674163289,-,61.0,45.0,61x38cm,45 x 65 cm,0.7377049180327869,5.325550546448084,4.57958333333333,4.57958333333333,156.8350456621,B07L9W5W2B,COUNTRY CLUB BATH MAT RETRO ASSORTED 61x38CM,"Morbuy Non-Slip Bath Mat, 45 x 65 cm Green Leaf Bathroom Floor Mat Super Soft and Water Absorbent, Machine Washable Microfiber Bathroom Rug for Shower, Bedroom, Kitchen, Doorway",2.844,13.99,False
579,OTHER,23,UNLIKELY_OTHER,0.2145922746781116,100.0,False,5055441460741,,5055441460741,,True,False,5055441460741,-,,133.0,,133 piece,,,2.755,2.755,154.775280898876,B01D93Z9ZA,DEKTON GECKOSLIDE ASSORTED FURNITURE PADS  56,X-PROTECTOR Premium Two Colors Pack Furniture Pads 133 Piece! Felt Pads Furniture Feet Brown 106 + Beige 27 Various Sizes - Best Wood Floor Protectors. Protect Hardwood & Laminate Flooring,1.476,8.91,False
580,LOW_PRIORITY,38,POSSIBLE_LOW_PRIORITY,0.3103448275862069,50.0,False,5030481930157,,5030481930157,,True,False,5030481930157,-,,,,,,,1.71458333333333,1.71458333333333,154.466966966966,B01HILDGK4,PPS FOIL ROAST DISH OVAL 46CM,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,0.672,7.39,False
581,OTHER,5,UNLIKELY_OTHER,0.05106382978723404,100.0,False,8435730660378,,8435730660378,,True,False,8435730660378,-,,,,,,,20.9933333333333,20.9933333333333,154.362745098039,B0BB2GFK23,EXTRASTAR SOLAR SMART STRING LIGHT 25 BALL WITH REMOTE,"Remote Control Dinosaur Jurassic T Rex Toys for Boys Electronic RC Spray Raptor Walking Roaring Tyrannosaurus Rex Realistic 18.1"" Rechargeable Birthday Gift for Kids Girls 3 4 5 6 7",15.66,52.24,False
582,FILTERED_OUT,41,POSSIBLE_LOW_PRIORITY,0.45454545454545453,50.0,False,742288758937,5057982093273,742288758937,5057982093273,True,True,742288758937,5057982093273,,,,,,,17.355,17.355,154.266666666666,B0BT51TC8X,MASTER COOK CASSEROLE NON-STICK 24CM,"MasterClass Cast Aluminium Cream Casserole Dish, 24cm, 4 Litre, Gift Boxed",12.84,48.99,False
583,OTHER,14,UNLIKELY_OTHER,0.20689655172413793,100.0,False,8003653033670,,8003653033670,,True,False,8003653033670,-,,,,,,,6.74833333333333,6.74833333333333,154.071537290715,B0D5QGWXR9,TONTIKA BROOM & HANDLE MAXI OUTDOOR,"Electric Citrus Juicer Rechargeable - Electric Juicer Machines with USB and Cleaning Brush Portable Compact Juicer for Orange, Lemon, Limes",4.596,21.19,False
584,OTHER,32,UNLIKELY_OTHER,0.2572614107883817,50.0,False,5060010430599,,5060010430599,,True,False,5060010430599,-,,,,,,,1.96958333333333,1.96958333333333,153.873697916666,B0CH7TZDL1,POWERPLUS CONTINENTAL TRAVEL ADAPTOR UK TO EU,"Uk To European Plug Adapter, Grounded Eu Europe Schuko Travel Power Adaptor With 2 Usb Ports,Continental Plug UK to EU Euro France Iceland Germany Spain Greece Portugal Poland Netherlands Type E/F",0.876,7.99,False
585,OTHER,32,UNLIKELY_OTHER,0.25116279069767444,200.0,False,5024418433538,8717847150677,5024418433538,8717847150677,True,True,5024418433538,8717847150677,7.0,8.0,7x7.5m,8 x 7 cm; pack of 4,1.1428571428571428,2.909476190476187,3.16833333333333,3.16833333333333,153.802588996763,B0B8D1MP1X,CANDLE PILLAR CANDLE GLITTER GOLD 7X7.5M,Bolsius Rustic Pillar Candle - Shimmer Gold - Pack of 4 - Long Burning Time of 35 Hours - Interior Decoration - Unscented - Includes Natural Vegan Wax - No Palm Oil - 8 x 7 cm,1.812,12.25,False
586,LOW_PRIORITY,36,POSSIBLE_LOW_PRIORITY,0.2824858757062147,400.0,False,8721037327206,,8721037327206,,True,False,8721037327206,-,,3.0,,3 pairs,,,1.79625,1.79625,153.525641025641,B0BNL3LYHD,GARDEN GLOVES LADIES 3 ASSORTED COLOURS,"3 Pairs Gardening Gloves for Women, Ladies Garden Glove Gardening Working Glove Floral Garden Gloves with Elastic Cuffs for Yard, Cleaning",0.744,7.59,False
587,OTHER,32,UNLIKELY_OTHER,0.20430107526881722,50.0,False,,,,,False,False,-,-,,3.0,,3 pack; set of 3,,,5.39625,5.39625,153.302556818181,B09ST8LX3B,WOOD FRAME 1INCH OAK 6X8,"A4 Oak Wood Effect Photo Frame set of 3 with mount for 6x8 photo, Natural Wood A4 Picture frames 3 Pack, A5 frames With Perspex Front for Tabletop or Wall Display",3.564,15.99,False
588,OTHER,20,UNLIKELY_OTHER,0.2643171806167401,100.0,False,6991543101009,,6991543101009,,True,False,6991543101009,-,40.0,40.0,40x60cm,40 x 60 cm,1.0,2.81916666666666,2.81916666666666,2.81916666666666,153.215579710144,B08CDT4P6J,LONDONER INDOOR DOORMAT 40X60CM ASSORTED DESIGNS,"Washable Door Mats - Heavy Duty, Non-Slippery & Stylish Floor Mat - Door mat indoor Large Rubber Indoor & Outdoor Doormats for Perfect Dust Grabbing (Anthracite-waved, 40 x 60 CM)",1.548,9.98,False
589,LOW_PRIORITY,41,POSSIBLE_LOW_PRIORITY,0.42105263157894735,200.0,False,5032759005833,,5032759005833,,True,False,5032759005833,-,,,,,,,2.60208333333333,2.60208333333333,152.168615984405,B01LYX9RRV,AMTECH DRAIN CLEANER,Amtech S1895 Flexible Drain Auger & Waste Pipe Unblocker,1.392,9.49,False
590,LOW_PRIORITY,36,POSSIBLE_LOW_PRIORITY,0.30097087378640774,50.0,False,5035288173387,,5035288173387,,True,False,5035288173387,-,,2.0,,set of 2,,,9.86166666666666,9.86166666666666,151.951720595788,B0DL9TZLJZ,OCIO TOUCH LAMP RECHARGABLE GOLD 2 ASSORTED DESIGNS,"Aooshine Gold Cordless Table Lamps Set of 2, Touch Lamp with 3-Color Modes Rechargeable Night Light, Wireless Touch Control Bedside Lamps for Bedroom(Gold)",7.128,29.99,False
591,OTHER,12,UNLIKELY_OTHER,0.1694915254237288,400.0,False,6933890382533,192233028750,6933890382533,192233028750,True,True,6933890382533,192233028750,,,,,,,10.6016666666666,10.6016666666666,151.669051025274,B07FJ91KN5,DELI SOGA BOWL AND PLATE SET,"Amazon Basics 18-Piece Dinnerware Set - Modern Beams, Service for 6, 17 cm, 19 cm, 24.4 cm",7.728,34.55,False
592,OTHER,23,UNLIKELY_OTHER,0.21645021645021645,700.0,False,6923456822917,,6923456822917,,True,False,6923456822917,-,,,,,,,2.37791666666666,2.37791666666666,150.50105485232,B07MTQ7GKK,ADORN COLOUR MANICURE SET WITH CASE,"Lily England Manicure Set for Women & Girls - Nail Kit & Pedicure Tools with a Rose Gold Travel Case - Stainless Steel Nail Set Includes a Filer, Tweezer, Dual Cuticle Pusher, Scissors & a Clipper",1.236,8.99,False
593,OTHER,13,UNLIKELY_OTHER,0.16,200.0,False,5010853262123,,5010853262123,,True,False,5010853262123,-,,5.0,,set of 5,,,6.35166666666666,6.35166666666666,150.157604412923,B0F9F4MHPV,MASON CASH PASTA BOWL 23CM CREAM,"Vtopmart Glass Mixing Bowls with Lids, Set of 5 Borosilicate Glass Salad Bowl, Nesting Kitchen Serving Bowls for Prep, Cooking, Baking, Microwave Freezer Dishwasher Safe (0.2/0.5/1.0/2.0/3.5 L)",4.416,23.27,False
594,OTHER,15,UNLIKELY_OTHER,0.19161676646706588,200.0,False,5055441414157,711379655752,5055441414157,711379655752,True,True,5055441414157,711379655752,,20.0,,20pcs,,,2.34166666666666,2.34166666666666,150.106837606837,B08RJJ445Q,DEKTON HOOKS X 6INCH 2PC,"20PCS S Hooksï¼ŒPremium Stainless Steel Metal Hanging Hooks Multifunction,Heavy-Duty Hangers for Kitchen Office Bathroom Bedroom (Black, Large)",1.212,8.99,False
595,OTHER,15,UNLIKELY_OTHER,0.21951219512195122,100.0,False,5055706641236,,5055706641236,,True,False,5055706641236,-,,,,,,,4.76666666666666,4.76666666666666,149.895178197064,B09C8VQ1NT,PROKLEEN TWIST MOP WITH EXTENDABLE HANDLE & SPONGE PAD 132CM,Newcastle Beer Mats x9,3.15599999999999,14.36,False
596,OTHER,19,UNLIKELY_OTHER,0.06086956521739131,50.0,False,827016128630,,827016128630,,True,False,827016128630,-,,2.0,,set of 2,,,3.505,3.505,149.786324786324,B0B9GSWPD8,VINOD TURKISH COFFEE POT 350ML,"Dicunoy Set of 2 Milk Butter Warmer Pot, 350ml/650ml Turkish Coffee Pot with Cleaning Brush, Stovetop Chocolate Melting Pan, Cezve Ibrik Briki Greek Arabic Coffee Heater for Maple Syrup, Sauce Heating",2.148,13.29,False
597,OTHER,11,UNLIKELY_OTHER,0.1630901287553648,300.0,False,5029347000516,5016743105204,5029347000516,5016743105204,True,True,5029347000516,5016743105204,,3.0,,3 pcs,,,3.175,3.175,149.764150943396,B0D7T8LTNV,EVERBUILD FLEXIBLE DECORATORS FILLER 290ML,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",1.884,9.99,False
598,OTHER,6,UNLIKELY_OTHER,0.08743169398907104,400.0,False,8711252545561,,8711252545561,,True,False,8711252545561,-,,4.0,,4 pack,,,2.24541666666666,2.24541666666666,149.694444444444,B0827DN46N,CITRONELLA BUCKET CANDLE 6CM,GMY Halogen G9 Oven Bulbs 40W 230V G9 Oven Lamp for Neff/Zanussi/Bosch/AEG Microwave Cooker Bulb Applications 300 Degree C Heat Tolerant Light Bulbs 4 Pack,1.14,8.69,False
599,LOW_PRIORITY,37,POSSIBLE_LOW_PRIORITY,0.3,400.0,False,,,,,False,False,-,-,,,,,,,3.14833333333333,3.14833333333333,149.210110584518,B094CRFHT2,EXTRASTAR 3 WAY WALL ADAPTOR WHITE,"ExtraStar 4 Way Extension Lead with Surge Protection, 13A/250V~ Multi Sockets Power Strips, 3120W Fused UK Plug Wall Mounted Power Socket with 3M Extension Cord-White",1.872,12.31,False
600,LOW_PRIORITY,39,POSSIBLE_LOW_PRIORITY,0.32142857142857145,50.0,False,8720573116121,,8720573116121,,True,False,8720573116121,-,,,,,,,4.48958333333333,4.48958333333333,149.155592469546,B01A8BEZB0,GARDEN PLANTER 3D FLOWERS HANGING,OGIMA 10 x Metal Iron Flower Pot Vase Hanging Balcony Garden Planter Home Decor,2.952,13.99,False
601,OTHER,11,UNLIKELY_OTHER,0.1564245810055866,500.0,False,26102289556,,026102289556,,True,False,026102289556,-,,4.0,,4 pack,,,2.68166666666666,2.68166666666666,148.981481481481,B0827DN46N,DIWALI DINNER PLATE 25CM,GMY Halogen G9 Oven Bulbs 40W 230V G9 Oven Lamp for Neff/Zanussi/Bosch/AEG Microwave Cooker Bulb Applications 300 Degree C Heat Tolerant Light Bulbs 4 Pack,1.5,8.69,False
602,FILTERED_OUT,40,POSSIBLE_LOW_PRIORITY,0.34854771784232363,300.0,False,5033298010913,713153939430,5033298010913,713153939430,True,True,5033298010913,713153939430,5.0,32.0,5 x 21 cm,32x24cm,6.4,-3.5259333333333407,2.11166666666666,2.11166666666666,148.708920187793,B076HV7FNH,ESSENTIAL PLASTIC SERVING TRAY CLEAR REUSABLE 26.5 X 21 CM,"MATANA 6 Large Rectangular Serving Platters, 32x24cm - Clear Plastic Trays for Food Serving, Catering, Parties, Weddings, Birthdays - Sturdy & Reusable Snack, Sandwich, & Buffet Trays",1.044,9.89,False
603,OTHER,12,UNLIKELY_OTHER,0.1650485436893204,100.0,False,5019200325115,5060345836325,5019200325115,5060345836325,True,True,5019200325115,5060345836325,,,,,,,17.775,17.775,148.496240601503,B01FJLXFIS,PRODEC 18PC EMULSION VALUE BOX,"Xpert - Defiant S3 Safety Dealer Boots. Pull On Chelsea Steel Toe Cap Shoes, Comfortable And Water Resistant Work Boots For Men With Midsole Design For Safety and Ankle Support",13.704,48.99,False
604,LOW_PRIORITY,40,POSSIBLE_LOW_PRIORITY,0.3431952662721893,200.0,False,5019923199734,,5019923199734,,True,False,5019923199734,-,,,,,,,3.79625,3.79625,147.714007782101,B0CH9NSXP8,SECURPLUMB CISTERN LEVER ARM STANDARD,"Toilet Flush Handle Eeplacement Kit Zinc Alloy Metal Toilet Handle Replacement, Toilet Cistern Lever Arm with Chain - Adjustable Arm",2.424,12.39,False
605,OTHER,32,UNLIKELY_OTHER,0.26548672566371684,100.0,False,5000185034673,,5000185034673,,True,False,5000185034673,-,,,,,,,10.3662499999999,10.3662499999999,147.039007092198,B0FJFMSSKQ,EASY WASHING POWDER COLOUR 13 WASH PK6,Persil Non Bio Colour Washing Powder 8.4kg Family Pack Gentle Laundry Detergent for Sensitive Skin and Bright Clothes - Deep Cleaning Powder for Colours with Fresh Fragrance and Protection,7.8,27.99,False
606,LOW_PRIORITY,40,POSSIBLE_LOW_PRIORITY,0.34951456310679613,400.0,False,,,,,False,False,-,-,,,,,,,2.77625,2.77625,146.891534391534,B0FTMP3GYP,FESTIVE MAGIC CHRISTMAS STOCKING PLUSH FOIL,evelay Highland Cow Christmas Stocking | Luxury Plush Festive Decoration with 3D Ears & Horns | Rustic Faux Fur & Felt Stocking | 60cm Large Xmas Fireplace Hanging,1.608,9.99,False
607,OTHER,34,UNLIKELY_OTHER,0.2980392156862745,700.0,False,5050796012676,5061003180675,5050796012676,5061003180675,True,True,5050796012676,5061003180675,,36.0,,36 x 8 cm; pack of 3,,,1.84833333333333,1.84833333333333,146.693121693121,B0DT7BP95C,BRIGHT & HOMELY FOIL ROASTING TRAY OVAL 468MM X 355MM X 85MM,"Large Oval Disposable Aluminium Foil Trays for Baking, Roasting, Broiling, Cooking, Food Storage & Party Use â€“ Premium Quality 46 x 36 x 8 cm, Pack of 3, Ideal for BBQs, Catering, and Meal Prep",0.852,10.99,False
608,OTHER,13,UNLIKELY_OTHER,0.16,300.0,False,8721037310802,,8721037310802,,True,False,8721037310802,-,,6.0,,6 pack,,,2.85791666666666,2.85791666666666,146.559829059829,B08MFCFKT8,SEEDER TRAYS 4PC,"YAUNGEL Seed Trays, 6 Pack 72 Cells Propagator Growing Thicken Seedling Starter Growing Trays with Clear Lids/Adjustable Window for Greenhouse & Gardens, Green",1.68,10.19,False
609,OTHER,29,UNLIKELY_OTHER,0.2183406113537118,500.0,False,5050565796714,762763569582,5050565796714,762763569582,True,True,5050565796714,762763569582,,,,,,,3.42666666666666,3.42666666666666,146.438746438746,B0D4JNBKP1,NIGHTLIGHT DINOSAUR COLOUR CHANGING,Kids Night Light Squishy Dinosaur Nightlight for Kids Room 7 Color Changing Children Bedside Lamp Portable Rechargeable Touch Dimmable Baby Silicone Cute Night Light Dinosaur Lamp for Boys Girls,2.148,12.74,False
610,OTHER,30,UNLIKELY_OTHER,0.2,50.0,False,8906106597876,5060913008826,8906106597876,5060913008826,True,True,8906106597876,5060913008826,,,,,,,20.8516666666666,20.8516666666666,146.122401308105,B0FDL5S7FC,TRIPLY CASSEROLE STAINLESS STEEL 20CM,Stainless Steel Casserole Dish with Lid â€“ Induction Hob Cooking Pots Set â€“ Non Stick Dutch Oven â€“ 20cm 2.7L & 24cm 4.3L (2 Pots + 2 Glass Lids) â€“ by Nuovva,16.464,59.99,False
611,OTHER,22,UNLIKELY_OTHER,0.2948207171314741,200.0,False,5015302109400,,5015302109400,,True,False,5015302109400,-,,,,,,,1.78166666666666,1.78166666666666,146.03825136612,B0DK8KPTT1,FIRST STEPS WATERFILLED TEETHING 2 ASSORTED  03.03.24,"Freezable Baby Teether Toys,Water Fillable Baby Teething Relief,Chill Teether for Babies 0-3-6-12-24 Months, Cools & Massages Sore Gums,No Chill Handle,BPA-Free Soft Silicone Infant Chew Toys (Cyan)",0.804,7.64,False
612,OTHER,24,UNLIKELY_OTHER,0.23931623931623933,100.0,False,,,,,False,False,-,-,,,,,,,2.34791666666666,2.34791666666666,145.833333333333,B0FJ8V3XGT,FESTIVE MAGIC TINSEL WREATH WITH DOTS 30CM,"LATERN 30CM Christmas Wreath, Artificial Christmas Front Door Wreath Merry Christmas Pine Garland with Bowknot Glitter Flower Red Berry Ball for Door Wall Fireplace Window Xmas Tree Decoration",1.272,8.99,False
613,NEEDS_VERIFICATION,51,NEEDS_VERIFICATION,0.46846846846846846,100.0,False,8693357033733,,8693357033733,,True,False,8693357033733,-,,6.0,,set of 6,,,2.73166666666666,2.73166666666666,145.301418439716,B00I1JW98I,PASABAHCE KANDILLI OPTIC TEA GLASS 90CC 6PC,"Pasabahce Istanbul tea glass, set of 6, drinking glasses with handle",1.596,11.99,False
614,OTHER,31,UNLIKELY_OTHER,0.24545454545454545,200.0,False,5033298004905,5060357992217,5033298004905,5060357992217,True,True,5033298004905,5060357992217,,5.0,,(5 pack); 5 pack,,,3.86499999999999,3.86499999999999,145.300751879699,B07GZGXQYG,ESSENTIAL FOIL LARGE 5 DISH & LID,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",2.532,14.79,False
615,FILTERED_OUT,39,POSSIBLE_LOW_PRIORITY,0.38202247191011235,50.0,False,5055441407890,3253562460288,5055441407890,3253562460288,True,True,5055441407890,3253562460288,,,,,,,5.99833333333333,5.99833333333333,145.238095238095,B0001IWB6C,DEKTON SQUARE COMBINATION 12INCH,"STANLEY 2-46-028 Combination Die Cast Square, 300mm/ 12''",4.296,17.47,False
616,OTHER,34,UNLIKELY_OTHER,0.2782608695652174,100.0,False,5030481970634,7426968333029,5030481970634,7426968333029,True,True,5030481970634,7426968333029,25.0,25.0,25 pieces,25 pcs,1.0,2.57833333333333,2.57833333333333,2.57833333333333,144.850187265917,B09LZ6NQWZ,PPS COMPOSTABLE KRAFT DOUBLE WALL CUP 12OZ 25 PIECES,"Paper Cups - Double Wall Coffee Cup - Unique Aqueous Lining, Plastic-Free - Certified Home & Industrial Compostable - 12 oz - Biodegradable for Hot & Cold Drinks 25 Pcs (No Lids)",1.476,10.99,False
617,OTHER,28,UNLIKELY_OTHER,0.19895287958115182,400.0,False,742288762521,3168430325869,742288762521,3168430325869,True,True,742288762521,3168430325869,,,,,,,9.26166666666666,9.26166666666666,144.038361845515,B09K82CDFB,ALUMINIUM FRYING PAN 26CM,"Tefal Comfort Max 26cm Stainless Steel Frying Pan, Durable Non-Stick Pan with Thermo-Spot Heat Indicator, Induction Compatible Base, Comfortable Grip Handle, G7260544",7.056,29.03,False
618,OTHER,9,UNLIKELY_OTHER,0.12560386473429952,50.0,False,883314714685,882791528839,883314714685,882791528839,True,True,883314714685,882791528839,,,,,,,5.93333333333333,5.93333333333333,143.66424535916,B0829P4BBP,DIWALI BOWL GREY 21CM,"SEYMAC stock Case for iPad Mini 5th/4th Generation 7.9'', Full-body Protective Case with Screen Protector, Pencil Holder, 360Â° Rotating Stand & Hand Strap for iPad Mini 5/ Mini 4, Black",4.296,19.54,False
