RowID,SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,NetProfit,Adjusted_Profit,ROI,sales,title_match,is_exact_ean_strict,Brand_Match,RSU,Pack_Verdict,Category,SubCategory,Filter_Reason
1020,SIL CRAFT STENCILS ASS,"Tree of Life Stencils - 12 Pcs Reusable Stencils for Painting, Crafts, DIY Art & Wall DÃ©cor",5024418247340,nan,B0D46W6SHS,1.85166666666666,1.85166666666666,0.013321342925659401,100,0.2631578947368421,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1021,PHOODS FOIL TRAY COOKIE SHEETS,"10-Pack Disposable Aluminum Foil Baking Trays - Food Storage Catering Aluminum Foil Tray - Containers for Meal Prep, Cooking, Baking, Roasting, BBQ, Freezer Storage - 32cm x 20cm x 3.3cm",5060357992293,5065003583696,B0CN1KT83C,1.95499999999999,-7.98100000000001,0.013299319727891099,900,0.21296296296296297,False,,10.0,BUNDLE (10x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1022,BRIGHT & HOMELY HANGERS WOODEN 2 PACK,HANGERWORLD Box of 10 Wooden 45cm Coat Clothes Garment Hangers with Non Slip Trouser Bar (Natural),5050796010115,5060316212165,B002P9YBTU,1.925,1.925,0.013275862068965501,300,0.3111111111111111,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1023,GLASS CANDLEPOT PUMPKIN 8.5CM,"Pumpkin Spice Candle - 9.7 oz /275g Pumpkin Candle in Orange Frosted Glass Jar with Wooden Lid and Wooden Crackling Wick in Luxurious Gift Box - Cosy, Warm and Comforting",5024418564607,5060961901674,B0CZRSPCZT,4.445,4.445,0.0132686567164179,50,0.20100502512562815,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1024,CHRISTMAS GIFT BAG PK3 BURGANDY JOY,"Christmas Burgundy Gift Bags Medium for Present,6Pcs Wine Red Birthday Gift Bag with Tissue Paper Gift Card,Paper Party Bag with Handle for Girls Women Bridesmaid Wedding Thank You Christmas Party",5015302170967,nan,B0FJQXX4NS,2.65625,2.65625,0.013215174129353201,50,0.2510822510822511,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1025,PRIMA CORKSCREW BOTTLE OPENER CHROME PLATED,"Wing Corkscrew Wine Bottle Opener with Bottle Stopper, Premium Corkscrew Cork and Cap Bottle Opener for Waiters Wine Enthusiast",5038673130835,nan,B0BMKW3Q1C,2.45208333333333,2.45208333333333,0.0131832437275985,300,0.4117647058823529,False,,1.0,1:1 Match,NEEDS_VERIFICATION,CHECK,Moderate title match - verify brand
1026,MASON HEAVY DUTY PAINT SCRAPER WITH 3 SPARE BLADES,"BLOSTM 5"" Wallpaper Scraper - Long Handle Heavy Duty Scraper Tool with 5 Inch Wide Head & Soft Grip, Tile Scraper Removes Wallpaper, Vinyl Flooring, Tiles, Paint & More - Includes 3 Spare Blades",5060298505828,5060914441592,B0B9N6VXPS,1.83166666666666,1.83166666666666,0.013177458033573099,50,0.39344262295081966,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1027,PORCELAIN FLOWERPOT ASSORTED,Nicola Spring Patterned Plant Pots - Assorted - 3 Pack - 14cm Porcelain Indoor Ceramic Planter with Drainage Holes Outdoor Garden Flower Pots for House & Garden Flowers,8721037008327,5055512090327,B071VNQFKV,5.06625,-2.85375,0.0131590909090909,50,0.24489795918367346,False,,3.0,BUNDLE (3x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1028,LADIES KNITTED HAT WITH FAUX FUR POM-POM,Sibba Bobble Hat for Women Winter Beanie Hats Thermal Fleece Lined Hat Ladies Knitted Wooly Hats with Faux Fur Pom Pom,5060605733807,nan,B0BHSR7XK1,2.47166666666666,2.47166666666666,0.0131471631205673,50,0.4936708860759494,False,,1.0,1:1 Match,NEEDS_VERIFICATION,CHECK,Moderate title match - verify brand
1029,TOWER PRESTO 1.7LTR ELECTRIC KETTLE GREY,"Aigostar 100W LED Work Light, 9000LM Job Site Light, Plug in Folding FloodLight with 13ft Wire & Switch, Portable Loft Construction Workman Lights 240V Mains Powered IP65 Waterproof",5056032975484,nan,B0D1V3KVPY,12.6945833333333,12.6945833333333,0.0131142389807162,200,0.08144796380090498,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1030,CITRUS COASTER 10X10CM,"Grandad Gifts Coaster, Gifts for Grandad, Grandad Gifts from Grandchildren, Grandad Christmas Fathers Day Birthday Gifts, Grandad Coaster 10cm x 10cm",5024418614906,nan,B0CM3KQZT2,2.14833333333333,2.14833333333333,0.0130995934959349,200,0.24561403508771928,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1031,DEKTON  PAINT SCRAPER SET 2PC,"Heavy Duty Long Handle Scraper Tool â€“ Floor & Wallpaper Removal Tool with 10 Spare Blades â€“ Tile Adhesive Remover, Paint, Vinyl, Carpet Glue Scraper â€“ Professional DIY Tool",5055441415925,5065019594037,B0FH5DP244,3.425,3.425,0.013072519083969399,100,0.2028985507246377,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1032,PLASTIC LOTA BLUE,Lota | Bodna | Toilet Wash Jug | 2.25 litres | Plastic (Grey),742288761234,6041218105730,B01E3U1S5S,2.83166666666666,2.83166666666666,0.013049155145929298,200,0.23076923076923078,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1033,PLASTIC LOTA BLACK,Lota | Bodna | Toilet Wash Jug | 2.25 litres | Plastic (Grey),742288761470,6041218105730,B01E3U1S5S,2.83166666666666,2.83166666666666,0.013049155145929298,200,0.20253164556962025,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1034,PLASTIC LOTA WHITE,Lota | Bodna | Toilet Wash Jug | 2.25 litres | White Plastic,742288761265,nan,B016EN1GMM,2.83166666666666,2.83166666666666,0.013049155145929298,50,0.1794871794871795,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1035,PLASTIC LOTA SILVER,Lota | Bodna | Toilet Wash Jug | 2.25 litres | Plastic (Grey),742288761258,6041218105730,B01E3U1S5S,2.83166666666666,2.83166666666666,0.013049155145929298,200,0.225,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1036,KINGFISHER LINERS 2LB LOAF TIN 15 CASES,"2lb Loaf Tin Liners â€“ Pack of 100 â€“ Non-Stick Siliconised Greaseproof Paper â€“ 24x15x6.5cm â€“ Perfect for Baking Bread & Cakes â€“ Oven, Microwave, Air Fryer Safe â€“ Halal & Kosher Certified",5013478130914,nan,B0FH54V6C8,1.63541666666666,-82.71258333333334,0.012979497354497301,100,0.1694915254237288,False,,100.0,BUNDLE (100x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1037,BLACKSPUR DRAUGHT EXCLUDER TAPE TYPE D BLACK 5M,"Weather Stripping Tape, Doors Windows Draught Excluder Self-Adhesive Anti-Collision Rubber D Type Foam Sealing Tape, Rubber Sound Insulation for Door Window Draught Stopper (Black-10m)",5017403137900,nan,B0BJ73QJQM,1.795,1.795,0.012913669064748199,300,0.329004329004329,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1038,FESTIVE MAGIC GIFT BOWS 12PK RED,"12 Pcs Christmas Bows for Gift Wrapping, 5â€Xmas Holiday Decoration Pull - Reusable Ribbons Bow for Tree Decorations, Present, Party, Crafts & Holiday Decoration",nan,nan,B0FNLK47N4,1.43124999999999,1.43124999999999,0.0128941441441441,300,0.17525773195876287,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1039,INCENSE ASHCATCHER MAGO BOLD CHAKRA,Something Different Chakra Balancing Kit Incense Sticks With Holder,5055071772986,nan,B07RPYHLMN,1.43124999999999,1.43124999999999,0.0128941441441441,100,0.29411764705882354,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1040,CASA & CASA SCOOP STRAINER,"Joseph Joseph Scoop Plus Colander, Spoon Drainer/Strainer, Scoop, Drain and Serve, heat resistant up to 200Â°C (392Â°F), Dishwasher safe, Large, Grey/Green, 4",5056295709352,5028420101607,B07FMB4RN8,2.22666666666666,2.22666666666666,0.012870905587668499,100,0.1956521739130435,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1041,MASON SPIRAL METAL DRAIN CLEANER 1M,"Drain Snake Unblocker Wire Tools Drain Unblocker Wire Rod Flexible Spring Cleaner Pipe Hair Removal Dirt Cleaning Tool Clog Remover for Sewer, Bathroom Drainage,Kitchen Sinks,Toilet 3M",5060298504784,nan,B0DPMKDJJR,1.78833333333333,1.78833333333333,0.0128657074340527,50,0.2100456621004566,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1042,PRICES ALADINO JASMINE JAR,Price's Candles - Aladino Jasmine Scented Tea Lights 50 Pack - 021961D,8005730029163,5010414320118,B07HZ1MMHX,1.97333333333333,-56.23866666666667,0.0128138528138528,50,0.5,False,,50.0,BUNDLE (50x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1043,LOVE YOUR WOOD RING AND MARK REMOVER,"Guardsman Wood Ring and Water Mark Remover Cloth - 1 Pack - Clean & Remove Marks from Wooden Surface | Removes Marks Caused by Liquid, Moisture and Heat from Wooden Furniture, Surfaces & Flooring",5053249261362,9328612001316,B00LLK64LW,1.91499999999999,1.91499999999999,0.0127666666666666,600,0.2510822510822511,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1044,PARTY INVITES UNICORN PK20,36 Unicorn Party Invites Kids Party Invitations Kid's Party Invites Childrens Birthday Party Invitation's Girls Party Invitations with Folding Envelope Design and Holographic Stickers,5033601021520,5060801252348,B0C6FKY8HQ,1.62833333333333,1.62833333333333,0.012721354166666601,100,0.1722488038277512,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1045,D-C-FIX SELF ADHESIVE DEKORE ZULADI 2MX45CM,"FULLOSUN Tractor 3D Illusion Lamp Birthday Gift Night Light Kids Beside Table Lamp, 16 Colors Auto Changing Touch Switch Desk Decoration Lamps for Boy Men",4007386714282,727380548266,B086JQPX7T,4.18166666666666,4.18166666666666,0.0127102330293819,300,0.2131979695431472,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1046,PARTY INVITES BIRTHDAY PK20,"Party Invitations Pack of 36. Blue Starburst Themed Invitation with Matching envelopes. 120 x 172mm. Party Invites, Birthday Party Invitations. Suitable for All Ages.",5033601021544,5060857752823,B0BYP6YS4W,1.625,-29.035,0.0126953125,100,0.24870466321243523,False,,36.0,BUNDLE (36x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1047,CAROLINE PLASTIC 10 OZ 4 TUBS & LID 1433,"LATERN 20Pcs Small Food Containers, 4oz /120ml Reusable Plastic Deli Bowls Stackable Food Storage Jars with Leakproof Lids, Dishwasher & Microwave & Freezer Safe (White)",5012145009423,nan,B0DMJSKVHK,1.68166666666666,1.68166666666666,0.0126441102756892,100,0.22966507177033493,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1048,APOLLO SS FOOD RINGS SET2,Andrew James Cooking Rings | Set of 4 Stainless Steel Chef Rings for Moulding & Presentation | Includes Food Press & Lifter | Freezer Oven & Dishwasher Safe (4cm x 6cm),5026180023061,5060415768143,B075V6BMYJ,1.97166666666666,-1.66433333333334,0.0126388888888888,100,0.17616580310880828,False,,4.0,BUNDLE (4x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1049,SALT & PEPPER SHAKERS,Juvale Salt and Pepper Shakers Stainless Steel and Glass Set,6923456807518,nan,B00M16SQ8O,1.53833333333333,1.53833333333333,0.0126092896174863,500,0.49382716049382713,False,,1.0,1:1 Match,NEEDS_VERIFICATION,CHECK,Moderate title match - verify brand
1050,WOOD FRAME 1INCH BLACK 12X10,Wall Space 12x10 Thin Black Frame | Thin Black Picture Frame 12x10 inches | Natural Wood 12x10 Black Frames | All Wooden 10x12 Black Picture Frames are made from SOLID WOOD and come with REAL GLASS,nan,nan,B00QSAZATW,6.54958333333333,6.54958333333333,0.0125953525641025,50,0.19555555555555557,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1051,BIRTHDAY CANDLE 4 PK6,"Tounee Keyboard Cleaner Kit, Electronics Cleaning Kit with Retractable Big Brush, Portable, 20 in 1 Multi-Tool Kit for Phones, Tablet, Computer, PC Monitor,TV Camera Lens with 2.5ml Mist Spray (Black)",5060066942725,nan,B0CMWM3YXS,3.78125,3.78125,0.012562292358803899,400,0.03619909502262444,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1052,PREMIER HIGHLAND COW SITTING BOY GIRL 53CM,"OUOZZZ Highland Cow Teddy â€“ 14.5"" Mother with 4 Baby Plushies Inside â€“ Soft Plush Highland Cow Gifts for Boys & Girls, Birthday, Christmas & Easter Present",5053844435564,nan,B0D7CKD7P6,11.6679166666666,11.6679166666666,0.0125596519555077,700,0.29850746268656714,False,HIGHLAND COW,1.0,1:1 Match,HIGHLY_LIKELY,RECOMMENDED,-
1053,AMTECH PROFILING TOOL SET LEAF & SQ,"Profiling Finishing Sealant Tool 4 Piece Kit Set | Silicone Tool Smoothing Multi Edge Reusable Applicator Scraper Caulking Tool for Mastic, Sealing, Caulk & Grouting Projects | Hemway",5032759050482,nan,B0FR9RH187,3.76291666666666,3.76291666666666,0.0125430555555555,50,0.23853211009174313,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1054,VASE GLASS CYLINDER 20X10X10CM,"YOUEON Wide Glass Cylinder Vase (20x10cm), Decorative Terrarium for Flowers, Pillar Candles & Arrangements, Wedding, Event & Home Centerpiece",5055141626904,nan,B09MTP248R,5.67833333333333,5.67833333333333,0.0125349521707137,200,0.2807017543859649,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1055,CHRISTMAS WINE BOTTLE HOLDER ASSORTED,"KAV 12 Pcs Pack Assorted Wine Bottle Holographic Bags with Rope Holder for Christmas Gifts, Xmas Wrap, Wedding, Anniversary and Birthday Presents",5063436122420,nan,B09KNCZ9T1,2.57791666666666,2.57791666666666,0.012514158576051699,100,0.32967032967032966,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1056,SUPERBRIGHT SPONGE NON-SCRATCH 6 SPONGE,"Pack of 6 Natural Sponges for Washing Up - Made from Cellulose, Coconut & Recycled Fibres - Eco Friendly, Odour Free, Non Scratch Scrubbers for Kitchen & Bathroom - Green America & PETA Certified",5011597093349,4897110700533,B0CQM8BKFC,1.62499999999999,-2.8750000000000098,0.0124999999999999,100,0.20512820512820512,False,,6.0,BUNDLE (6x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1057,APOLLO SPLATTER GUARD,"Splatter Screen for Cooking, Perforated Stainless Steel,13 Inch Stainless Steel Grease Splatter Guard, Comfortable Grip, Shield from Splashing Oil",5026180056007,nan,B0F2YQ7M7M,2.39208333333333,2.39208333333333,0.0124587673611111,400,0.23952095808383234,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1058,MANUAL FOOR CHOPPER 200ML,"Geedel Manual Food Chopper, Hand Pull String Vegetable Chopper Onion Chopper Dicer for Kitchen, Easy Cleaning Veg Salad Chopper for Vegetables, Fruits (200 ML)",6923456818996,nan,B0CLRZN4X6,2.285,2.285,0.012418478260869502,50,0.2717391304347826,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1059,MONEY TIN BOX ASST MEDIUM (2022),"Best House Money Box - Piggy Bank, Cash Coin Box Tin, Tinplate, Savings Tin for Kids Adult Boys Girls as Gift to Save Birthday Money, Holiday and Christmas Fund - 12 x 16 cm (Medium)",81159372866,nan,B0B51H18ZK,1.79958333333333,1.79958333333333,0.0124109195402298,200,0.2336448598130841,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1060,BBQ KITCHEN GLOVE 32CM 3ASS,"BBQ Gloves, 1472Â°F Heat Resistant Gloves Fireproof Mittsï¼ŒGrilling Glove Silicone Non-Slip Washable Oven Glove, Kitchen Glove for Barbecue, Grilling, Cooking, Baking, Camping, Smoker (Black)",8720573142120,750110322881,B09WR2TRXL,4.13166666666666,4.13166666666666,0.0123702594810379,100,0.2009132420091324,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1061,AMTECH HEAVYDUTY BYPASS PRUNER,"JOREST 59Pcs Small Precision Screwdriver Set with Torx T5, T6, T8, Mini Repair Tool Kit for MacBook, Computer, Laptop, iPhone, PS4 PS5, Xbox, Switch, Eyeglasses, Watch, PC, Ring Doorbell, Electronic",5032759047017,nan,B0DMNDCNNJ,4.63166666666666,4.63166666666666,0.012351111111111101,500,0.15789473684210525,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1062,GIFT BOX MEDIUM GOLD FOIL,"3 Pack Xmas Gift Boxes with Lids-Luxury Small, Medium & Large Red Gift Boxes with Gold Foil & Red Satin Bow, Premium Rigid Cardboard Present Box for Christmas Holiday Birthday Wedding New Year Gifts",5056022197032,nan,B0FL2L4F9B,3.98625,-2.4457500000000003,0.0123413312693498,100,0.2242152466367713,False,,3.0,BUNDLE (3x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1063,SIL CRAFT GLITTER STRIPS,"4 Rolls Silver Glitter Resin Rhinestone Ribbons Self-Adhesive Belt Sparkling Diamond Bling Stickers Wrap Crystal Roll for DIY Arts Crafts,10mm",5024418985068,nan,B09TZGJG82,1.715,1.715,0.0123381294964028,500,0.2289156626506024,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1064,INDOOR & OUTDOOR DOORMAT 60CM X 90CM,"BLADO Washable Door Mats - Non-Slippery Heavy Duty Doormats - Stylish & Large Rubber Door Mat - Perfect Dust Grabbing Outdoor & Indoor (Black, 60cm x 90cm)",6991934168086,nan,B0DCP6NBYX,5.58333333333333,5.58333333333333,0.0123252391464311,100,0.33507853403141363,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1065,GARDEN KNEELING PAD 40CM,"AKHÂ® Garden Kneeling Mat| 40cm x 17cm (16"" x 6"") | Pack of 2 | Soft and Durable Gradening Kneeling Pad | Rectangular Garden Mat with a Cut Out Carry Handle",5024418546085,nan,B08YX52F4T,1.36041666666666,0.6884166666666599,0.012256006006006,100,0.24444444444444444,False,,2.0,BUNDLE (2x) - OK,EXCLUDED,WEAK,Weak evidence
1066,SNOW WHITE CHRISTMAS PROJECTOR TORCH 16   PATTERNS,"POPOYU 2Pcs Christmas Projector Torch for Kids,Christmas Slide Projector Torch with Realistic 24 Patterns Flashlight Projector,Kids Sleep Story Projector for Fun Christmas Stocking Eve Box Fillers",5050565836939,nan,B0D9NPMVJZ,2.17791666666666,2.17791666666666,0.0122354868913857,700,0.3170731707317073,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1067,LAV WHISKEY TUMBLER 3PCS,Lav Coral Tumbler Glasses. Coloured Base (Pack of 6) Whisky Juice Drinking Glasses Set. 345ml,8692952232633,8692952079030,B082XDN4LH,3.67,-11.03,0.012233333333333301,200,0.23931623931623933,False,,6.0,BUNDLE (6x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1068,PREMIER CANDLEBRIDGE GOLD/ROSE GOLD,"Safety First Aid Group Workplace First Aid Kit (Small 1-10 Persons) Economy HSE-Compliant with Inspection Tags, Wall Bracket, Extra Plasters",5053844293942,5037331032078,B09P58TDMW,11.5366666666666,11.5366666666666,0.012208112874779499,400,0.2057142857142857,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1069,PREMIER CANDLEBRIDGE WITH 33 LIGHTS SILVER,"Safety First Aid Group Workplace First Aid Kit (Small 1-10 Persons) Economy HSE-Compliant with Inspection Tags, Wall Bracket, Extra Plasters",5053844318201,5037331032078,B09P58TDMW,11.5366666666666,11.5366666666666,0.012208112874779499,400,0.24175824175824176,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1070,SOZALI NOODLE BOWL & HANDLE,"1200ml Rapid Ramen Bowl with Filterable Lid, Stainless Steel Noodle Bowl with Spoon Chopsticks BPA Free Ramen Cooker Bowls with Handle Dishwasher Safe Noodles Cooker for College Dorm Home Office",5060082725548,nan,B0C2Q82BTJ,2.17083333333333,2.17083333333333,0.012195692883895099,400,0.2171945701357466,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1071,BEAUTY HAIR GRIP ROLLERS 5 PACK,42 pcs x 15mm Small Self Grip Hair Rollers Salon Hairdressing Curlers - By Beauty Care,5014749160333,5014749165598,B01MZARJ6G,1.425,-4.0806000000000004,0.012179487179487102,200,0.3076923076923077,False,,8.4,BUNDLE (8x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1072,SABICHI HADEN KITCHEN DIGITAL SCALE SILVER 5KG,"Salter 1064 WHDR Digital Kitchen Scale - 5kg Capacity, Easy Read Display, Add &Weigh/Tare Function, Measure Liquids in ml/fl.oz, Glass Platform for Baking & Cooking, Batteries Included, 17 x 23 x 1cm",5021961195319,nan,B06W5MP2N4,6.59875,6.59875,0.012174815498154901,100,0.19591836734693877,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1073,SECURPLUMB COMPRESSION STRAIGHT REDUCER 15X10,Radiator Valve 15mm x 10mm Push fit Chrome Speedfit Reducer Straight x 2,5019923196399,nan,B0CRZG88VP,1.76124999999999,1.76124999999999,0.012063356164383499,50,0.3247863247863248,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1074,COMBI15 (SMOKE) 15MM X 1500MM,"Spear & Jackson 4935TP Razorsharp Lightweight Telescopic Tree Pruner, Black",5030009095351,nan,B082VT4GL6,12.5933333333333,12.5933333333333,0.012062579821200499,100,0.07692307692307693,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1075,DEKTON CIRCLIP PLIERS 5PC SET,"WISEUP Pliers Set, 170mm 4-Piece Bent/Straight Internal External Circlip Plier, Industrial Carbon Steel plier Set, Anti-Rust, Anti-Bending and Labor-Saving Split Ring Pliers, with Storage Bag",5055441406084,nan,B09T6QQ374,4.625,4.625,0.012012987012987,200,0.21818181818181817,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1076,PPS KRAFT DOUBLE WALL CUP 8OZ 25 PIECES,"Paper Cups - Double Wall Coffee Cup - Unique Aqueous Lining, Plastic-Free - Certified Home & Industrial Compostable - 8 oz - Biodegradable for Hot & Cold Drinks 25 Pcs (No Lids)",5030481970511,7426968333012,B09LZ4RB6X,2.005,2.005,0.0120059880239521,50,0.28703703703703703,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1077,METALLIC BALLOONS PK30,Metallic Balloon 50 Pack 12 inch Metallic Rainbow Balloons Birthday Balloons Multicoloured Chrome Balloon for Happy Birthday Party Graduation New Year Baby Shower Events Decorations,5056239445445,nan,B0BNPTPG5N,1.665,-47.727000000000004,0.011978417266187001,500,0.18719211822660098,False,,50.0,BUNDLE (50x) - LOSS,FILTERED_OUT,EXCLUDED,Negative adjusted profit
1078,AMTECH PADLOCK BRASS 20MM,"Amtech T0790 Brass Small Padlocks with Keys for Luggage, lockers, Toolboxes, Cupboards, & Sports Bags, 20mm, 12-Piece",5032759006113,nan,B007UIJIW6,1.98666666666666,1.98666666666666,0.0119678714859437,50,0.323943661971831,False,AMTECH,1.0,1:1 Match,HIGHLY_LIKELY,RECOMMENDED,-
1079,GLAMOUR STUDIO FALSE NAILS W/GLUE GLITTER,Glitter Stick on Nails - Ombre False Nails with Glue - 24PCS Nude White Press on nails - Medium Square Fake Nails - 12 Sizes Full Cover Acrylic nail Tips - Glue on Nails for Women DIY French Manicure,5050565493156,nan,B0FLDL2FWJ,1.66166666666666,1.66166666666666,0.0119544364508393,50,0.26666666666666666,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1080,LADIES FASHION GLOVES WITH FUR INSIDE,Vagasi Women Touch Screen Gloves - Winter Warm Fleece Lined Touchscreen Gloves Ladies Thermal Suede Gloves Fur Cuff Full Finger Mittens for Women Girls Texting Skiing Outdoor Gifts UK,5060605730615,nan,B08FDH654K,2.34833333333333,2.34833333333333,0.0119204737732656,900,0.24545454545454545,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1081,FESTIVE MAGIC RIBBON 16MMX2.7M ASST.,"Silicone Air Fryer Liners 2 Pack for Ninja Dual Zone AF400UK AF451UK AF300UK 8â€“9.5L Foodi MAX, Compatible with Tower T17088, Keplin, EMtronics Reusable Non-Stick Dishwasher Safe Accessories",4894158061114,nan,B0DNYTZH29,1.49833333333333,0.64633333333333,0.0118915343915343,900,0.10572687224669604,False,,2.0,BUNDLE (2x) - OK,EXCLUDED,WEAK,Weak evidence
1082,AMTECH LED MINI TORCH,Amtech S1532 9 LED mini Torch,5032759031078,5032759031078,B003XKPUSQ,2.34833333333333,2.34833333333333,0.0118602693602693,200,0.84,True,AMTECH,1.0,1:1 Match,VERIFIED,RECOMMENDED,-
1083,AMTECH ANVIL SECATEURS,Spear & Jackson 6758GS Razorsharp Geared Anvil Secateurs,5032759047000,nan,B0087OTLAG,4.42958333333333,4.42958333333333,0.011812222222222201,300,0.46153846153846156,False,,1.0,1:1 Match,NEEDS_VERIFICATION,CHECK,Moderate title match - verify brand
1084,DEKTON RAZOR SINGLE EDGE BLADE 10PC,Derby Premium Single Edge (Half) Razor Blades â€“ 100 Blades | Swedish Steel | Fits Half-Blade Holders & Straight Razors,5055441458786,nan,B072HJCFK6,1.42499999999999,1.42499999999999,0.0117768595041322,600,0.2967741935483871,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1085,URBAN LIVING DOME MICROWAVE COVER 25CM,Microwave Covers Ventilated Food Plate Vented Splatter Guard Cover Food Safe Microwave Lid Cover Microwave Lid Cover for Food Microwave Plate Cover Microwave Food Cover (25 cm plate),5414886801715,nan,B07PM75HLV,1.43458333333333,1.43458333333333,0.011758879781420699,50,0.18181818181818182,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1086,BALLOONS METALLIC ASSORTED 12,Metallic Balloons 50 Pcs 12 Inch Assorted Colors Multicoloured Shiny Glossy Latex Balloons for Birthday Wedding Party Decoration,5060066942404,nan,B0BNPTPG5N,1.37124999999999,1.37124999999999,0.0117200854700854,600,0.267515923566879,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1087,HOT POT TRIVET 20CM ASSORTED,"Flintronic Heat Trivet, 3PCS 20cm Cork Trivet, 5mm Thick Round Cork Coaster, Multifunctional Heatproof Table Mat, Reusable Kitchen Hot Pads for Hot Pots, Pans, Kettles, Potted Plants",6923456818774,nan,B0F83TN1KD,1.37124999999999,1.37124999999999,0.0117200854700854,100,0.21904761904761905,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1088,APOLLO STAINLESS STEEL SOLID SERVING SPOONS SML,"Serving Spoons 4 Pieces, Kyraton Serving Spoon, Include 2 Serving Spoon and 2 Slotted Spoons, Stainless Steel Serving Utensils, Serving Set Packing of 4",5026180087773,nan,B08HGPVVXZ,1.37124999999999,1.37124999999999,0.0117200854700854,900,0.37185929648241206,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
1089,PREMIER FLICKABRIGHT TEALIGHT CANDLE 7.3X3.5CM,Premier Decorations Red LED Flickabrights Wax Candle Battery Operated Christmas Decoration Xmas Festive DÃ©cor 18cm x 9cm,nan,5053844283202,B0CN8RKX3Y,2.345,2.345,0.011666666666666601,50,0.39520958083832336,False,,1.0,1:1 Match,EXCLUDED,WEAK,Weak evidence
